sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.0082,29.2763,2017-06-29,Hunan,405.65,79.23,30.9,995.89,123.19,81.3,-3.1,4.5,302.25,0.307,0.639,0.757,11.25,4.25,82.17,372.61
HN_0001,113.6412,25.3216,2017-06-21,Hunan,404.66,79.97,34.15,1007.35,166.29,89.39,-0.46,2.38,246.17,0.257,0.731,0.421,12.64,5.71,74.18,122.1
HN_0002,112.0896,27.0379,2017-06-05,Hunan,405.46,75.24,30.74,997.26,140.64,66.22,-0.29,-1.72,277.62,0.257,0.797,0.753,8.78,3.72,79.16,622.72
HN_0003,114.0168,28.8127,2017-06-11,Hunan,402.5,48.04,30.78,1017.57,142.88,75.22,-7.46,-2.83,273.56,0.478,0.606,0.508,12.66,5.99,88.89,147.36
HN_0004,112.6205,26.8229,2017-06-17,Hunan,402.3,62.26,26.09,1021.93,128.5,89.64,-1.68,-5.31,282.03,0.38,0.679,0.416,10.06,6.31,69.91,419.56
HN_0005,109.0114,29.2962,2017-06-11,Hunan,406.14,27.53,32.54,998.15,169.19,86.92,-1.58,3.93,309.3,0.548,0.783,0.517,8.29,3.72,66.17,574.28
HN_0006,112.7071,25.7126,2017-06-29,Hunan,404.91,24.94,27.08,1013.37,156.11,89.83,2.87,1.65,283.68,0.53,0.661,0.482,8.03,3.21,86.28,418.49
HN_0007,113.7783,28.0462,2017-06-13,Hunan,402.83,32.76,33.27,1009.38,141.51,80.17,-0.6,0.59,302.99,0.356,0.673,0.557,10.3,4.74,65.28,622.7
HN_0008,114.103,26.8151,2017-06-18,Hunan,406.82,50.19,32.77,1013.97,158.67,77.35,-3.5,-3.23,256.07,0.307,0.639,0.774,12.32,5.8,93.83,506.9
HN_0009,109.1695,25.2943,2017-06-30,Hunan,409.24,46.31,25.06,1013.97,122.68,76.51,-4.59,-5.05,288.67,0.522,0.708,0.58,7.42,6.05,84.15,404.8
HN_0010,111.8498,28.3118,2017-06-12,Hunan,408.28,41.13,30.8,995.01,144.98,69.75,-5.59,1.43,289.69,0.251,0.748,0.473,9.34,3.28,89.02,492.4
HN_0011,109.5346,27.9668,2017-06-21,Hunan,409.63,74.54,25.18,1014.23,145.63,68.58,3.28,-2.6,259.22,0.492,0.67,0.502,8.33,4.95,74.18,65.24
HN_0012,113.2505,25.0229,2017-06-15,Hunan,405.81,49.96,34.66,995.92,160.08,87.89,4.67,2.19,314.6,0.543,0.632,0.726,10.59,4.22,69.63,648.79
HN_0013,112.3362,24.7799,2017-06-23,Hunan,405.77,67.94,26.93,1021.02,153.26,83.2,-0.7,3.81,258.88,0.544,0.688,0.631,12.44,4.36,81.62,576.35
HN_0014,113.2243,25.9039,2017-06-04,Hunan,407.86,57.51,26.63,1014.35,135.09,65.73,6.47,-4.05,283.51,0.317,0.659,0.468,7.94,4.97,70.6,101.99
HN_0015,109.0294,24.6081,2017-06-22,Hunan,407.92,35.71,27.22,996.69,167.67,90.94,-4.77,5.43,259.61,0.332,0.649,0.662,12.09,4.96,76.96,415.17
HN_0016,113.6657,29.3482,2017-06-04,Hunan,408.97,39.56,25.97,1014.94,135.12,90.36,-5.62,3.36,276.57,0.353,0.622,0.754,7.37,3.25,80.92,557.62
HN_0017,109.5067,28.067,2017-06-14,Hunan,407.22,69.38,29.43,1011.8,164.12,92.75,1.08,2.99,306.82,0.389,0.761,0.526,9.48,4.98,67.34,296.4
HN_0018,109.1014,28.5997,2017-06-23,Hunan,403.86,77.28,26.55,996.79,166.72,83.07,-5.1,-0.6,317.64,0.355,0.642,0.577,11.13,6.48,80.12,870.18
HN_0019,111.3021,25.3602,2017-06-28,Hunan,408.36,54.01,30.56,1007.57,160.41,68.51,-3.62,-4.08,240.32,0.263,0.77,0.647,10.34,3.96,91.96,900.2
HN_0020,113.7267,28.8044,2017-06-28,Hunan,408.71,35.97,30.61,1010.59,171.09,71.31,5.26,-5.68,279.32,0.38,0.698,0.749,11.67,6.63,87.84,803.82
HN_0021,113.6914,26.4863,2017-06-28,Hunan,403.2,20.35,26.71,1010.82,176.97,81.67,3.78,4.16,249.69,0.307,0.776,0.435,7.93,3.87,65.42,964.3
HN_0022,110.0614,26.205,2017-06-12,Hunan,408.6,64.58,27.92,1014.11,168.1,89.91,-3.72,-3.39,290.92,0.265,0.625,0.505,12.4,6.44,69.69,550.77
HN_0023,113.45,29.4947,2017-06-16,Hunan,401.54,73.71,33.38,1013.46,133.44,71.69,-3.82,-4.64,304.17,0.304,0.693,0.673,11.37,5.27,89.34,946.37
HN_0024,108.9139,29.7068,2017-06-30,Hunan,402.57,47.71,32.14,1000.18,146.8,93.17,-0.95,-3.92,280.03,0.454,0.617,0.605,8.37,5.97,72.37,104.02
HN_0025,113.1208,28.3521,2017-06-11,Hunan,408.77,49.09,33.45,1006.35,141.89,80.42,7.19,4.62,300.52,0.423,0.781,0.47,10.67,5.69,84.54,134.26
