sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,112.435,29.3017,2019-04-03,Hunan,415.45,54.21,14.64,999.0,184.33,61.63,1.03,-4.25,266.14,0.222,0.611,0.915,16.27,6.77,60.27,168.46
HN_0001,110.162,29.9369,2019-04-18,Hunan,416.35,74.7,16.14,1000.66,176.43,65.07,-4.31,-5.88,254.5,0.131,0.682,0.743,17.4,6.7,65.78,378.96
HN_0002,109.8992,29.2707,2019-04-03,Hunan,416.97,41.98,13.95,997.63,182.58,69.72,3.33,-3.5,251.13,0.241,0.644,0.8,13.03,6.4,67.38,543.72
HN_0003,111.5481,29.8398,2019-04-10,Hunan,413.2,56.88,15.03,1021.35,181.79,68.74,-2.47,-3.03,268.83,0.269,0.595,0.604,13.08,9.35,68.46,209.8
HN_0004,111.1763,26.7262,2019-04-17,Hunan,417.45,38.99,15.13,998.18,149.64,68.48,-4.48,-0.08,280.44,0.203,0.711,0.782,14.88,9.09,66.89,420.19
HN_0005,112.7211,25.7298,2019-04-13,Hunan,414.62,63.79,12.4,1024.23,153.35,58.8,6.85,1.88,264.93,0.26,0.628,0.738,12.3,6.29,72.52,908.71
HN_0006,109.9607,27.7122,2019-04-22,Hunan,419.56,68.55,12.07,995.3,146.87,72.29,4.51,-0.21,259.08,0.211,0.744,0.684,14.98,6.64,63.24,871.25
HN_0007,113.8381,27.8663,2019-04-21,Hunan,420.83,59.39,16.62,1011.14,154.04,60.47,2.08,-2.17,283.42,0.131,0.64,0.77,12.43,6.05,68.52,930.74
HN_0008,112.6814,29.7714,2019-04-03,Hunan,415.19,53.06,16.5,1010.35,147.91,63.14,4.78,4.28,255.29,0.141,0.714,0.72,16.95,7.39,66.31,970.23
HN_0009,111.5134,27.5878,2019-04-01,Hunan,419.59,83.03,15.89,997.29,157.39,66.68,-3.09,-3.25,255.51,0.115,0.754,0.605,17.0,8.72,72.54,714.7
HN_0010,111.9627,28.226,2019-04-10,Hunan,414.9,77.92,17.92,1011.12,157.23,67.1,3.38,1.34,266.94,0.286,0.668,0.942,13.3,6.16,72.43,306.62
HN_0011,113.1384,26.6503,2019-04-07,Hunan,419.13,71.0,15.04,1008.65,185.7,63.57,0.21,-1.94,260.13,0.222,0.614,0.844,12.15,9.08,68.2,474.3
HN_0012,113.0901,29.4345,2019-04-09,Hunan,417.23,58.89,14.99,1022.15,156.07,56.38,5.59,1.76,287.72,0.226,0.705,0.888,15.65,9.5,74.61,495.6
HN_0013,112.489,26.1323,2019-04-04,Hunan,418.19,88.21,17.72,1001.88,147.37,59.22,-4.5,-1.43,239.25,0.102,0.751,0.727,12.05,7.57,59.49,974.21
HN_0014,110.3293,27.0743,2019-04-12,Hunan,420.2,71.43,12.25,995.42,149.8,60.17,-5.4,-2.93,287.31,0.163,0.681,0.748,13.35,6.85,59.67,921.33
HN_0015,113.0253,29.7116,2019-04-04,Hunan,417.08,42.02,17.15,1020.13,170.57,69.47,1.87,0.64,271.1,0.265,0.757,0.76,17.23,9.0,64.87,575.08
HN_0016,110.2315,26.5094,2019-04-07,Hunan,420.8,60.12,15.88,997.2,156.54,65.57,-1.37,-0.9,289.71,0.255,0.637,0.953,13.91,8.31,73.81,117.77
HN_0017,113.3995,24.7136,2019-04-13,Hunan,415.4,38.24,15.39,1020.83,164.47,71.99,9.02,-3.25,261.83,0.199,0.733,0.853,14.99,6.29,73.53,635.26
HN_0018,113.168,29.4856,2019-04-16,Hunan,415.69,74.09,13.86,1004.62,162.27,61.21,0.45,3.59,289.69,0.265,0.638,0.622,13.65,9.39,74.24,374.22
HN_0019,112.0799,28.9689,2019-04-26,Hunan,417.18,69.35,16.29,1012.4,152.64,69.38,5.59,-1.79,279.16,0.175,0.702,0.994,13.07,9.66,62.79,893.29
HN_0020,113.5537,28.8072,2019-04-05,Hunan,414.1,81.78,13.43,995.14,179.39,65.43,9.64,-5.5,275.85,0.172,0.673,0.675,12.0,9.0,70.46,573.18
HN_0021,108.8282,25.2522,2019-04-29,Hunan,418.38,34.69,13.61,1013.97,158.73,70.88,4.78,-1.7,254.96,0.247,0.748,0.937,15.64,9.82,67.77,683.2
HN_0022,111.0151,28.9429,2019-04-16,Hunan,414.98,82.02,14.49,1023.94,173.74,56.87,5.12,-0.37,261.1,0.12,0.754,0.852,14.23,9.47,73.99,196.16
HN_0023,112.2651,30.0905,2019-04-13,Hunan,420.02,61.1,15.81,1017.52,155.69,57.97,4.39,-5.25,241.57,0.112,0.592,0.934,15.1,7.94,66.0,581.23
HN_0024,108.973,28.7522,2019-04-26,Hunan,419.96,44.05,14.64,1021.09,184.21,69.34,1.41,3.84,289.9,0.111,0.609,0.708,17.57,7.36,60.57,456.47
HN_0025,113.3209,27.6728,2019-04-24,Hunan,420.24,42.6,16.68,996.87,182.19,63.08,-5.43,2.01,249.87,0.263,0.58,0.888,17.37,7.79,69.8,283.24
HN_0026,114.1093,29.6983,2019-04-24,Hunan,416.16,61.62,17.91,1011.19,158.82,73.38,-1.85,2.04,243.98,0.207,0.661,0.974,16.83,9.2,72.78,440.15
HN_0027,112.3023,25.0008,2019-04-14,Hunan,418.59,33.13,17.02,1015.03,174.95,56.23,-5.86,1.42,239.59,0.195,0.581,0.679,12.31,7.26,61.57,915.58
HN_0028,110.7958,25.807,2019-04-02,Hunan,415.11,61.47,13.51,1015.55,179.31,65.36,-3.35,5.53,278.02,0.138,0.697,0.911,16.06,9.39,62.1,144.44
HN_0029,110.8747,28.1096,2019-04-13,Hunan,416.09,77.62,17.59,1013.09,162.91,56.16,4.56,-4.48,261.69,0.276,0.606,0.68,15.63,9.3,60.87,747.16
HN_0030,108.9117,26.8907,2019-04-17,Hunan,413.24,59.99,17.41,997.03,164.79,68.67,-3.11,-2.27,260.57,0.115,0.683,0.73,17.45,8.55,69.62,480.26
HN_0031,110.1659,26.128,2019-04-08,Hunan,420.9,38.12,16.97,1018.92,185.99,59.35,-1.43,-1.83,282.16,0.186,0.647,0.915,17.89,8.5,70.6,618.8
HN_0032,113.0305,29.1333,2019-04-09,Hunan,416.62,37.33,17.89,1016.51,170.82,66.08,0.43,3.64,295.87,0.143,0.734,0.989,13.38,9.88,62.63,462.87
HN_0033,113.8102,28.9387,2019-04-24,Hunan,413.81,46.9,12.4,1019.5,155.58,65.75,8.75,3.05,263.88,0.253,0.683,0.969,17.2,9.11,69.99,410.32
HN_0034,108.9666,27.4824,2019-04-13,Hunan,418.35,62.94,12.85,1004.05,148.6,72.41,7.69,-2.5,295.8,0.182,0.657,0.692,15.79,8.99,70.79,666.15
HN_0035,113.015,26.53,2019-04-09,Hunan,414.15,72.56,16.72,1006.55,180.61,64.18,-2.57,2.42,290.74,0.197,0.713,0.725,14.17,6.73,72.83,190.87
HN_0036,110.7208,27.0659,2019-04-13,Hunan,419.33,41.27,15.97,1010.27,151.37,73.4,1.04,3.76,275.48,0.101,0.666,0.843,16.55,8.08,70.52,129.31
HN_0037,113.8772,28.991,2019-04-20,Hunan,419.67,47.49,15.33,1021.76,168.98,75.14,2.06,-1.69,279.9,0.233,0.757,0.704,15.62,8.29,68.5,250.97
HN_0038,110.398,25.0413,2019-04-07,Hunan,417.74,54.92,15.16,1004.3,162.46,71.45,0.3,2.56,249.85,0.271,0.729,0.99,14.89,7.34,63.0,773.56
HN_0039,110.7483,25.152,2019-04-17,Hunan,413.21,31.14,13.92,1004.25,184.8,60.01,6.63,-2.21,265.35,0.136,0.603,0.941,13.87,7.52,61.86,182.64
HN_0040,112.6868,27.3384,2019-04-10,Hunan,417.12,50.88,17.08,997.9,153.46,57.52,-2.92,4.21,259.81,0.271,0.579,0.9,13.52,8.88,59.09,998.18
HN_0041,109.503,24.6596,2019-04-10,Hunan,420.16,68.14,13.26,1004.19,178.89,60.16,2.63,2.78,240.09,0.223,0.691,0.647,15.79,9.7,71.76,880.56
