sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.4911,26.7452,2018-09-09,Hunan,417.55,65.66,23.39,1007.83,94.11,47.68,-4.86,-0.35,195.66,0.382,0.495,0.984,25.16,11.52,41.83,781.72
HN_0001,109.5316,24.772,2018-09-30,Hunan,414.28,13.08,27.98,1014.56,96.8,36.11,-0.12,5.84,163.72,0.356,0.338,0.853,23.74,11.74,40.84,180.9
HN_0002,112.3251,28.0546,2018-09-05,Hunan,411.12,28.51,26.36,1016.8,95.15,47.4,-4.01,-1.41,172.3,0.359,0.417,0.616,24.31,12.98,44.18,610.89
HN_0003,113.23,28.7811,2018-09-21,Hunan,416.39,18.14,25.15,1003.46,61.93,49.31,-7.6,2.18,205.58,0.274,0.415,0.889,23.31,12.99,41.39,749.49
HN_0004,112.5395,25.7642,2018-09-02,Hunan,417.17,68.82,27.05,1021.21,77.21,34.56,4.14,-1.58,177.09,0.395,0.455,0.902,22.93,13.59,47.65,545.36
HN_0005,110.4474,28.9179,2018-09-13,Hunan,410.6,52.46,22.69,1001.67,61.87,30.08,4.89,-2.59,202.41,0.333,0.454,0.646,22.18,12.59,51.79,951.78
HN_0006,111.9728,26.0477,2018-09-08,Hunan,414.25,27.09,24.41,1010.5,98.7,39.36,-7.48,-5.54,190.08,0.394,0.407,0.638,23.98,12.37,48.81,572.26
HN_0007,111.8046,30.0369,2018-09-20,Hunan,412.01,33.7,23.16,1000.88,80.75,38.33,-3.0,-5.58,185.41,0.374,0.448,0.681,23.65,14.33,49.69,134.35
HN_0008,110.1896,24.9058,2018-09-15,Hunan,418.36,46.63,22.33,996.0,68.68,40.13,-9.84,0.28,185.34,0.275,0.359,0.92,24.13,13.31,38.44,216.71
HN_0009,109.9477,29.1332,2018-09-26,Hunan,418.35,22.86,27.11,1006.63,62.04,39.99,-3.87,-4.43,189.89,0.385,0.434,0.95,24.75,12.76,44.48,304.3
HN_0010,113.358,28.8303,2018-09-29,Hunan,417.13,12.03,25.32,1016.95,96.34,43.62,-1.27,0.36,196.39,0.434,0.302,0.933,23.78,13.12,52.04,189.52
HN_0011,112.0923,27.1807,2018-09-13,Hunan,416.99,19.42,27.91,1003.33,92.54,39.4,-1.86,-3.81,161.79,0.446,0.413,0.916,20.67,11.52,42.14,744.63
HN_0012,109.6596,29.1132,2018-09-02,Hunan,412.55,10.56,23.13,1011.24,67.25,31.84,-9.99,3.01,166.7,0.313,0.366,0.829,20.77,14.89,52.5,464.31
HN_0013,114.1718,29.9949,2018-09-03,Hunan,411.94,42.81,27.61,1010.7,98.69,35.56,-7.34,1.05,185.03,0.413,0.444,0.761,23.83,14.61,42.32,623.82
HN_0014,113.5576,27.1188,2018-09-10,Hunan,411.0,27.37,24.76,1023.67,70.95,47.77,5.43,-3.06,199.77,0.371,0.461,0.692,23.51,14.87,44.22,587.57
