sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,109.163,25.7689,2018-05-22,Hunan,413.49,56.38,25.8,1021.78,143.54,55.64,-4.11,2.8,251.05,0.185,0.593,0.813,14.33,8.9,49.95,894.91
HN_0001,113.5906,26.8777,2018-05-16,Hunan,415.73,65.94,22.38,1016.47,118.59,51.67,4.7,4.15,221.64,0.105,0.539,0.627,14.27,9.07,52.16,396.58
HN_0002,111.9679,29.4414,2018-05-23,Hunan,414.5,27.9,27.52,1004.34,119.17,48.51,2.87,4.79,231.11,0.112,0.596,0.883,17.9,7.55,50.2,352.88
HN_0003,113.2855,28.2639,2018-05-17,Hunan,420.1,61.32,25.55,997.0,130.64,62.98,-6.12,0.21,203.49,0.2,0.463,0.743,15.9,7.91,49.97,801.77
HN_0004,110.0106,27.5739,2018-05-03,Hunan,417.52,71.68,22.54,1021.53,111.38,57.08,-1.35,0.75,215.29,0.229,0.574,0.643,12.23,7.42,61.48,548.69
HN_0005,112.7593,26.9957,2018-05-07,Hunan,414.42,75.7,23.93,1012.79,132.99,61.48,-1.18,0.59,208.49,0.179,0.499,0.756,15.96,6.49,64.2,711.35
HN_0006,113.556,27.193,2018-05-18,Hunan,418.55,61.22,25.32,1020.37,131.88,56.73,2.98,5.48,241.75,0.17,0.547,0.719,14.05,6.5,61.24,489.6
HN_0007,110.2359,27.7716,2018-05-09,Hunan,412.54,25.95,23.2,1007.83,148.74,61.3,8.97,-1.42,255.41,0.126,0.643,0.732,17.84,7.19,49.63,401.6
HN_0008,112.6924,27.431,2018-05-21,Hunan,418.64,57.63,23.35,1023.13,128.06,55.57,-0.25,-1.66,251.34,0.15,0.515,0.868,16.89,9.37,52.58,811.97
HN_0009,110.6223,29.303,2018-05-19,Hunan,418.27,68.73,22.5,1013.36,137.63,56.27,1.4,4.44,201.44,0.195,0.492,0.835,14.68,7.24,56.74,480.74
HN_0010,112.6026,29.1589,2018-05-01,Hunan,416.43,52.23,25.41,996.89,124.47,46.42,3.27,-0.88,227.46,0.156,0.45,0.77,13.11,6.41,54.08,710.39
HN_0011,112.0202,25.5951,2018-05-10,Hunan,414.27,29.7,27.8,998.68,141.74,56.74,0.88,-0.85,239.07,0.181,0.623,0.631,12.95,9.84,56.72,805.14
HN_0012,111.5879,28.7314,2018-05-20,Hunan,417.65,67.82,25.81,999.53,134.67,46.07,-4.71,-0.43,213.3,0.128,0.57,0.882,17.12,9.02,51.19,380.13
HN_0013,111.0857,24.6403,2018-05-06,Hunan,420.49,48.94,24.0,1003.86,115.91,63.99,3.59,0.4,206.91,0.272,0.463,0.767,13.15,8.48,64.44,212.27
HN_0014,110.0309,25.1739,2018-05-11,Hunan,413.12,40.36,22.31,1008.24,144.34,55.73,-2.62,1.98,213.66,0.151,0.491,0.867,12.61,6.63,56.63,446.31
HN_0015,111.5408,29.3195,2018-05-21,Hunan,419.17,61.45,22.97,1001.16,142.69,47.53,-0.43,-2.35,250.25,0.217,0.477,0.97,12.75,6.27,57.01,724.72
HN_0016,110.5628,26.0953,2018-05-21,Hunan,416.88,63.97,24.44,1006.18,146.3,51.73,-5.55,-3.94,224.37,0.209,0.634,0.653,12.03,7.25,56.06,296.4
HN_0017,110.598,26.3662,2018-05-10,Hunan,414.34,44.88,25.47,1014.24,134.11,59.9,1.58,2.06,217.84,0.136,0.457,0.601,13.08,7.28,63.82,703.74
HN_0018,113.7359,28.8121,2018-05-01,Hunan,413.26,59.07,26.09,1008.17,120.31,57.02,4.59,2.14,257.34,0.213,0.541,0.605,12.17,8.29,60.9,607.51
HN_0019,109.5047,29.9981,2018-05-23,Hunan,417.79,41.48,23.1,1010.49,124.88,61.62,-5.22,-3.72,231.99,0.136,0.47,0.893,13.67,9.71,61.7,838.14
HN_0020,112.4988,24.7773,2018-05-10,Hunan,418.3,40.85,25.47,1010.93,112.38,61.62,6.26,5.9,231.61,0.207,0.522,0.604,13.84,8.82,59.1,237.68
HN_0021,114.1078,25.9021,2018-05-08,Hunan,416.44,78.85,22.64,1001.84,141.12,49.57,-1.49,1.84,212.28,0.221,0.584,0.653,14.85,8.32,53.49,111.24
HN_0022,110.6113,27.4551,2018-05-15,Hunan,419.66,45.68,25.86,998.49,113.74,54.12,2.94,-2.21,231.24,0.154,0.579,0.721,15.57,7.25,52.72,87.98
HN_0023,109.8679,25.6465,2018-05-22,Hunan,413.75,72.79,23.24,1019.38,126.41,50.1,2.19,4.77,224.96,0.166,0.614,0.928,16.0,9.56,61.1,661.39
HN_0024,110.4456,24.9775,2018-05-29,Hunan,415.07,31.81,25.55,1016.26,113.31,50.12,4.19,-3.25,212.05,0.101,0.605,0.877,12.94,9.96,60.03,352.55
HN_0025,114.132,25.8735,2018-05-29,Hunan,413.74,65.81,24.76,1005.52,116.1,47.44,-2.65,2.75,213.68,0.194,0.464,0.631,13.34,9.48,55.86,769.57
HN_0026,110.9616,28.8722,2018-05-31,Hunan,415.36,32.79,26.68,1010.4,127.41,64.87,6.32,2.45,243.61,0.25,0.629,0.697,15.14,8.42,57.49,826.78
HN_0027,111.6599,28.7122,2018-05-31,Hunan,414.05,82.41,24.33,1018.77,124.49,49.69,1.16,3.8,223.15,0.179,0.585,0.941,17.92,6.73,57.63,100.1
HN_0028,111.2793,25.1204,2018-05-03,Hunan,414.51,36.61,22.93,1017.26,144.5,53.59,-3.4,-0.87,249.17,0.271,0.628,0.828,14.13,7.65,62.88,962.56
HN_0029,110.4506,26.361,2018-05-13,Hunan,419.11,55.89,22.81,996.6,136.56,50.81,4.55,-5.49,241.55,0.101,0.557,0.703,13.35,6.12,61.08,228.62
HN_0030,112.3723,29.7871,2018-05-22,Hunan,417.64,34.91,23.06,1011.55,123.81,58.23,6.63,2.51,232.43,0.174,0.552,0.717,12.77,6.38,51.03,186.74
HN_0031,109.4787,27.0148,2018-05-20,Hunan,418.5,58.67,23.11,1015.11,139.06,51.26,6.9,0.72,201.06,0.239,0.485,0.741,12.36,6.13,50.16,644.39
HN_0032,112.4151,29.7887,2018-05-02,Hunan,417.78,57.01,24.21,1016.34,143.35,62.83,3.5,-0.14,209.12,0.189,0.561,0.986,17.15,7.58,50.04,435.19
HN_0033,112.0309,27.6711,2018-05-26,Hunan,412.76,46.7,23.86,1019.14,110.49,56.41,2.28,3.61,221.64,0.146,0.501,0.626,16.1,8.61,63.84,669.94
HN_0034,113.2598,29.6044,2018-05-02,Hunan,417.35,63.52,23.43,1012.04,149.78,55.29,5.37,1.94,205.99,0.204,0.535,0.888,12.21,9.78,57.35,730.76
HN_0035,112.112,28.8902,2018-05-01,Hunan,414.18,46.7,27.19,1007.48,110.74,53.47,-3.09,2.62,238.99,0.297,0.577,0.613,17.23,9.79,63.37,560.5
HN_0036,112.9534,24.9243,2018-05-10,Hunan,415.18,70.72,22.43,997.6,144.71,47.54,-4.71,4.45,212.98,0.245,0.575,0.732,17.0,9.36,50.06,464.95
HN_0037,110.8017,25.8039,2018-05-25,Hunan,416.75,66.71,22.47,998.04,136.09,64.36,6.94,0.93,229.84,0.26,0.624,0.87,16.91,8.93,62.62,374.21
HN_0038,111.6942,29.4707,2018-05-21,Hunan,416.26,43.6,24.17,997.58,136.27,57.52,6.63,5.55,209.47,0.138,0.607,0.857,14.78,8.58,49.57,826.85
HN_0039,110.6396,29.3333,2018-05-06,Hunan,413.94,41.34,25.48,1016.8,149.04,56.6,-3.01,4.53,208.27,0.228,0.488,0.623,13.24,6.29,63.09,87.43
HN_0040,112.15,28.5813,2018-05-03,Hunan,420.48,36.6,27.74,1005.91,114.15,56.31,6.67,3.15,250.01,0.172,0.543,0.791,12.47,9.3,54.29,435.61
HN_0041,109.5109,29.2228,2018-05-12,Hunan,419.02,33.72,27.29,1010.48,133.2,46.49,8.2,1.65,238.18,0.188,0.546,0.649,14.56,6.45,64.63,619.8
HN_0042,112.1113,29.1499,2018-05-18,Hunan,413.97,75.39,25.18,1016.16,121.41,50.03,-0.22,1.5,222.94,0.234,0.624,0.854,16.35,9.61,59.85,137.57
HN_0043,111.1955,28.0743,2018-05-21,Hunan,417.43,84.08,26.99,1006.69,117.21,45.98,-5.85,-5.32,233.15,0.17,0.644,0.843,15.26,8.68,51.65,857.43
HN_0044,110.1546,28.3034,2018-05-27,Hunan,419.71,57.07,22.33,996.51,139.78,57.34,2.84,1.97,234.52,0.183,0.584,0.945,15.22,6.09,52.0,584.64
HN_0045,109.1409,27.7959,2018-05-29,Hunan,412.69,43.28,27.74,1023.48,130.68,48.96,5.99,1.11,202.12,0.157,0.615,0.703,14.16,8.93,55.48,902.79
HN_0046,113.7178,30.0957,2018-05-24,Hunan,419.2,71.67,23.5,1016.25,119.69,48.0,0.55,1.7,257.42,0.145,0.562,0.727,16.86,8.3,55.41,942.83
HN_0047,110.5859,25.4544,2018-05-08,Hunan,420.15,28.51,23.02,997.93,113.75,51.09,-5.48,0.7,228.28,0.247,0.602,0.939,16.49,8.84,61.89,428.98
HN_0048,109.7789,28.5441,2018-05-26,Hunan,413.44,52.76,23.63,1013.15,125.05,46.08,4.76,5.16,232.24,0.177,0.64,0.856,12.12,7.05,64.71,721.94
HN_0049,111.4757,28.9076,2018-05-04,Hunan,418.62,77.78,22.98,1004.73,143.39,53.08,7.73,-4.79,235.23,0.178,0.624,0.662,12.49,6.9,53.08,383.46
HN_0050,112.9659,28.577,2018-05-28,Hunan,416.84,64.96,22.35,1012.31,149.11,47.89,0.98,-3.63,203.21,0.116,0.564,0.676,12.86,6.44,56.0,271.34
HN_0051,112.7118,26.6397,2018-05-25,Hunan,418.65,73.19,26.73,1007.69,134.55,54.4,7.86,2.56,207.68,0.183,0.552,0.741,17.62,7.06,58.94,966.8
