sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,112.2958,25.2055,2020-04-22,Hunan,413.63,71.8,12.52,1006.49,154.53,60.58,0.01,-4.78,279.51,0.101,0.75,0.925,12.66,9.15,70.86,93.01
HN_0001,109.3399,26.5356,2020-04-27,Hunan,417.8,80.08,17.86,995.51,168.23,64.05,-5.79,3.24,293.48,0.251,0.644,0.892,14.29,7.76,58.88,636.92
HN_0002,113.945,24.9505,2020-04-24,Hunan,418.32,61.34,16.52,1017.99,156.89,56.02,-3.28,1.68,267.79,0.282,0.682,0.855,14.0,8.18,68.85,68.26
HN_0003,114.0004,25.905,2020-04-12,Hunan,415.26,55.87,17.07,1021.78,149.68,71.22,3.86,1.14,260.34,0.287,0.667,0.999,13.39,8.75,60.33,940.64
HN_0004,110.4233,27.5337,2020-04-01,Hunan,420.64,76.38,16.07,1007.53,147.01,74.74,-4.3,-1.45,271.05,0.257,0.66,0.826,14.36,7.65,73.77,53.67
HN_0005,110.9303,27.5449,2020-04-21,Hunan,418.3,47.18,13.19,1002.96,170.26,71.12,-0.76,3.14,293.64,0.147,0.562,0.753,17.88,9.52,69.38,522.53
HN_0006,113.1035,28.9664,2020-04-13,Hunan,420.74,88.1,17.6,1014.46,165.93,75.0,6.11,0.96,266.12,0.209,0.725,0.86,16.64,6.46,71.7,967.66
HN_0007,110.2502,27.2915,2020-04-17,Hunan,419.58,51.86,12.81,1018.15,165.8,67.3,-3.05,4.05,276.22,0.14,0.702,0.771,15.16,9.13,73.16,902.81
HN_0008,111.9092,28.0928,2020-04-12,Hunan,416.34,88.29,14.68,996.48,178.22,57.51,-4.96,-4.11,247.14,0.21,0.638,0.608,12.02,7.18,69.72,422.86
HN_0009,113.4305,26.0853,2020-04-10,Hunan,419.81,54.93,14.06,1020.16,185.19,60.69,9.25,4.38,238.12,0.107,0.716,0.916,16.18,6.93,73.62,267.9
HN_0010,112.5955,29.5827,2020-04-17,Hunan,416.35,56.15,12.04,1013.68,176.11,67.77,1.58,-3.97,294.18,0.174,0.74,0.732,12.27,8.31,63.44,607.38
HN_0011,111.8089,29.0853,2020-04-05,Hunan,416.73,39.06,14.11,1024.84,163.41,68.85,2.54,-2.63,249.56,0.192,0.759,0.849,15.05,8.52,62.73,756.82
HN_0012,110.16,26.7295,2020-04-21,Hunan,417.78,49.7,13.84,1020.03,171.2,61.33,5.81,-2.28,288.6,0.115,0.736,0.686,14.17,8.45,67.59,70.17
HN_0013,112.6545,27.7979,2020-04-24,Hunan,420.01,35.61,15.32,1016.02,184.84,58.74,-1.99,4.0,251.07,0.162,0.632,0.732,14.71,6.1,69.41,989.02
HN_0014,110.2842,28.6887,2020-04-22,Hunan,419.74,57.74,12.14,1020.21,165.02,58.07,5.97,-5.17,242.53,0.248,0.595,0.674,17.54,7.23,59.37,448.66
