sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.667,29.1938,2019-12-13,Hunan,425.51,20.39,7.49,998.38,94.75,17.58,-5.23,-3.1,65.88,0.3,0.232,1.381,27.6,11.1,29.07,553.23
HN_0001,110.9605,26.3149,2019-12-29,Hunan,427.81,79.7,2.48,998.0,65.72,22.21,4.78,3.52,65.58,0.181,0.165,1.167,27.51,15.88,33.2,201.45
HN_0002,111.3841,26.6925,2019-12-08,Hunan,424.33,22.76,9.76,995.93,96.15,22.34,-4.96,3.07,61.73,0.274,0.202,0.932,24.47,17.1,39.4,774.22
HN_0003,109.639,27.5752,2019-12-29,Hunan,422.7,38.91,-0.12,1004.24,82.98,19.11,3.78,4.51,95.91,0.172,0.184,1.295,27.93,17.87,27.49,541.82
HN_0004,109.0587,27.9454,2019-12-11,Hunan,424.83,48.6,-3.99,1017.33,80.87,17.98,-3.81,-3.91,68.71,0.263,0.212,1.045,20.08,13.46,29.55,710.56
HN_0005,113.4381,26.7809,2019-12-22,Hunan,421.62,26.79,3.08,1020.33,90.76,19.41,5.57,-2.98,60.56,0.295,0.227,0.95,21.53,13.84,33.46,918.71
HN_0006,113.9324,24.7841,2019-12-19,Hunan,423.89,42.6,-2.2,1023.39,98.31,24.68,-6.43,-3.81,98.81,0.265,0.211,1.284,29.85,14.35,41.16,514.63
HN_0007,111.9625,25.8486,2019-12-18,Hunan,423.7,26.38,-4.44,1006.64,64.35,22.97,0.24,2.0,79.58,0.199,0.228,1.356,20.13,14.5,33.75,592.62
HN_0008,110.5662,26.5137,2019-12-06,Hunan,428.0,47.92,7.92,1009.55,68.44,18.03,4.61,2.81,93.46,0.242,0.215,1.267,24.12,18.62,37.3,762.54
HN_0009,113.8151,24.7192,2019-12-27,Hunan,424.0,26.34,9.24,996.95,63.88,15.62,-3.0,5.75,91.36,0.113,0.196,0.92,25.97,15.65,36.27,895.08
HN_0010,113.0299,29.5898,2019-12-13,Hunan,426.08,33.99,5.62,1022.84,86.17,16.58,5.97,-0.54,62.58,0.205,0.166,1.431,23.69,16.65,32.15,757.03
HN_0011,110.1455,25.1747,2019-12-21,Hunan,427.85,74.98,5.83,999.36,92.6,23.99,0.81,-3.75,88.62,0.283,0.159,1.345,26.99,14.7,31.06,233.13
HN_0012,109.3105,25.6092,2019-12-14,Hunan,427.25,41.35,0.29,999.34,93.23,16.83,7.65,-2.99,68.73,0.248,0.153,1.016,23.68,12.29,30.44,594.82
HN_0013,110.3447,27.3627,2019-12-31,Hunan,421.28,77.46,9.39,1023.74,75.65,22.98,7.23,-2.99,89.23,0.266,0.205,1.354,23.8,18.38,39.11,734.8
HN_0014,113.4151,26.1313,2019-12-18,Hunan,425.6,44.44,-4.75,1003.39,95.27,22.2,-3.46,3.74,62.73,0.262,0.187,1.088,26.21,11.62,41.51,314.0
HN_0015,112.6829,25.8769,2019-12-05,Hunan,424.27,28.19,-0.57,1014.3,78.79,17.44,-1.82,4.48,98.99,0.28,0.236,1.476,22.74,13.68,29.17,869.77
HN_0016,112.4937,24.9042,2019-12-07,Hunan,423.74,22.91,5.23,1014.45,67.29,17.04,4.88,1.9,91.42,0.222,0.166,1.077,28.04,14.2,37.67,579.66
HN_0017,113.8864,28.9558,2019-12-29,Hunan,425.27,77.36,-3.41,1009.72,90.56,23.79,-5.81,2.15,67.14,0.282,0.191,1.185,20.14,11.77,39.94,908.98
HN_0018,113.9713,29.5083,2019-12-24,Hunan,425.4,40.79,-1.83,1012.81,74.76,22.7,-3.42,2.11,93.23,0.248,0.151,1.178,22.49,16.37,35.77,254.75
HN_0019,109.2452,25.7911,2019-12-15,Hunan,427.61,67.09,7.94,1012.39,78.18,15.41,-6.42,-2.71,82.66,0.243,0.174,1.101,20.51,12.95,33.12,811.84
HN_0020,110.4502,28.9467,2019-12-13,Hunan,423.06,60.07,2.92,1007.67,97.72,23.28,-1.87,-0.87,76.06,0.217,0.208,1.175,24.01,14.49,40.86,612.43
HN_0021,112.398,29.4639,2019-12-14,Hunan,421.78,57.79,7.02,1017.62,74.01,18.13,-2.68,-4.97,68.14,0.283,0.155,1.117,25.92,16.16,32.51,340.11
HN_0022,113.377,25.4001,2019-12-08,Hunan,425.74,65.72,7.56,1016.62,77.02,19.9,-1.2,3.65,84.37,0.262,0.244,1.229,25.65,13.66,36.19,66.29
HN_0023,109.6986,29.8678,2019-12-28,Hunan,425.9,36.5,5.73,1012.31,82.54,17.45,-1.75,4.65,87.24,0.138,0.226,1.363,20.45,16.42,38.73,340.47
HN_0024,110.0608,29.8979,2019-12-13,Hunan,427.42,41.09,3.24,1020.7,79.81,15.02,-4.74,3.13,99.7,0.15,0.246,1.003,24.17,13.64,36.35,640.93
HN_0025,114.0063,27.4855,2019-12-19,Hunan,427.99,48.23,9.68,1007.29,71.22,24.1,4.19,-5.53,62.02,0.226,0.208,1.451,29.25,12.66,36.82,213.57
HN_0026,110.2527,27.3838,2019-12-11,Hunan,422.7,57.58,0.2,1003.2,68.13,18.9,3.55,5.69,61.35,0.29,0.2,1.022,20.31,13.75,34.72,673.37
HN_0027,111.1984,28.1827,2019-12-05,Hunan,428.0,50.81,-0.73,1016.28,93.87,20.5,2.39,3.91,84.57,0.292,0.229,1.274,28.71,14.69,42.1,595.84
HN_0028,113.5104,29.4807,2019-12-03,Hunan,422.99,79.83,-3.06,997.04,69.36,18.85,-5.05,3.08,81.3,0.1,0.163,1.214,22.27,15.39,38.86,285.62
HN_0029,109.4529,29.8581,2019-12-12,Hunan,422.03,73.51,-2.75,1024.25,85.01,22.39,-4.49,-0.71,65.96,0.124,0.183,0.96,21.18,14.72,37.6,727.77
HN_0030,111.6265,25.6958,2019-12-24,Hunan,427.86,70.75,-0.36,1019.92,77.58,22.87,4.69,-0.45,73.35,0.209,0.248,1.158,20.58,17.55,38.43,761.39
HN_0031,113.8395,27.2331,2019-12-14,Hunan,428.0,73.37,-0.23,1020.67,71.95,24.7,0.76,-4.56,96.96,0.253,0.205,1.136,29.3,15.3,32.43,574.48
HN_0032,112.9165,24.9546,2019-12-13,Hunan,425.65,64.5,6.53,1015.97,84.48,19.14,6.67,5.98,96.85,0.144,0.208,1.306,27.57,16.14,40.42,540.89
HN_0033,111.7239,26.4166,2019-12-09,Hunan,425.98,79.79,0.74,995.97,81.43,21.19,-6.64,4.8,93.47,0.232,0.17,0.961,21.26,17.53,42.09,533.61
HN_0034,112.421,29.9144,2019-12-02,Hunan,425.58,70.27,9.11,1021.07,99.81,15.14,-1.39,-0.08,97.11,0.14,0.238,1.069,25.7,12.14,27.87,504.53
