sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.0958,28.7911,2019-09-22,Hunan,414.04,39.91,24.99,1006.58,85.38,43.44,-7.26,-5.85,188.66,0.443,0.485,0.992,22.77,13.02,47.72,648.72
HN_0001,109.1432,25.5077,2019-09-28,Hunan,415.18,31.58,22.16,1019.55,68.27,42.74,3.89,-4.64,170.66,0.253,0.393,0.696,23.14,11.96,42.42,374.86
HN_0002,112.5965,26.1631,2019-09-04,Hunan,418.51,51.94,27.08,997.35,66.57,35.22,-5.94,2.89,168.0,0.379,0.466,0.834,20.76,14.94,50.46,942.37
HN_0003,108.9712,29.4278,2019-09-26,Hunan,412.15,15.47,24.33,1004.75,72.92,46.66,-7.05,0.04,156.09,0.435,0.36,0.883,24.39,13.44,52.21,469.99
HN_0004,112.5322,25.7965,2019-09-09,Hunan,412.35,22.65,26.39,1013.87,67.24,34.55,-4.89,-4.61,154.53,0.311,0.366,0.846,24.18,14.75,49.49,894.43
HN_0005,112.536,25.2738,2019-09-16,Hunan,417.05,37.63,26.34,1009.54,93.92,44.0,3.95,1.02,199.54,0.263,0.388,0.727,22.34,14.73,49.13,834.78
HN_0006,114.1551,28.2995,2019-09-30,Hunan,416.26,23.97,25.71,1008.89,74.27,37.84,-5.47,4.33,157.9,0.336,0.455,0.758,24.93,12.82,38.33,598.26
HN_0007,110.3792,29.1248,2019-09-28,Hunan,415.16,14.72,22.67,1018.75,88.32,33.02,-2.33,-1.58,182.72,0.406,0.339,0.711,23.17,11.52,38.58,370.14
HN_0008,110.9741,25.0492,2019-09-12,Hunan,412.9,44.67,24.49,1010.37,80.36,45.08,-7.86,4.27,165.59,0.335,0.35,0.845,25.4,14.19,47.34,935.36
HN_0009,112.0053,28.1381,2019-09-25,Hunan,413.33,66.84,26.56,1019.53,64.9,45.99,-2.9,4.11,172.63,0.307,0.432,0.88,25.13,13.16,39.34,885.07
HN_0010,110.5472,24.8665,2019-09-12,Hunan,411.01,35.07,23.31,1012.01,78.84,32.28,0.01,4.22,204.57,0.43,0.335,0.897,22.13,11.5,37.81,227.81
HN_0011,112.7034,29.8902,2019-09-17,Hunan,412.35,50.51,24.38,1012.94,84.75,47.74,1.53,-3.22,160.32,0.281,0.342,0.962,26.0,14.02,41.43,262.42
HN_0012,113.1669,26.1854,2019-09-02,Hunan,418.42,48.39,26.75,1003.67,76.61,45.99,-1.35,-4.45,160.53,0.426,0.475,0.931,25.85,11.79,49.98,317.73
HN_0013,112.1101,30.0613,2019-09-02,Hunan,413.75,54.01,25.71,1017.87,63.58,38.64,-6.16,0.77,167.87,0.389,0.375,0.682,25.71,14.0,42.43,930.79
HN_0014,113.7574,26.0827,2019-09-25,Hunan,416.16,10.05,23.23,995.03,61.04,41.04,-7.88,-1.19,180.99,0.413,0.378,0.687,24.85,11.16,47.39,504.22
HN_0015,110.6568,24.9533,2019-09-16,Hunan,418.48,47.01,26.5,1000.28,62.89,45.08,-2.17,-2.76,194.06,0.264,0.374,0.838,25.2,13.82,42.13,253.26
HN_0016,109.5931,29.3424,2019-09-23,Hunan,418.66,62.16,23.68,996.45,73.78,35.2,-0.4,1.47,175.68,0.281,0.423,0.987,20.16,14.25,51.14,129.13
HN_0017,110.4621,25.2463,2019-09-04,Hunan,416.58,32.47,22.35,1009.96,98.18,30.45,1.37,5.22,162.98,0.435,0.446,0.924,23.54,12.9,52.99,913.0
HN_0018,109.7887,28.3946,2019-09-03,Hunan,416.8,22.01,25.77,1007.6,64.74,44.12,-9.5,-2.94,196.83,0.439,0.312,0.818,20.78,14.16,43.12,803.35
HN_0019,109.8723,28.8,2019-09-13,Hunan,417.99,52.74,24.94,1023.85,66.49,32.94,-3.85,-2.73,151.57,0.285,0.497,0.714,23.03,11.66,51.62,392.03
HN_0020,114.1533,25.1918,2019-09-18,Hunan,414.42,36.09,25.87,1014.89,83.79,38.43,-0.68,5.22,171.57,0.428,0.327,0.631,24.31,13.52,41.57,772.47
HN_0021,112.7048,27.0869,2019-09-08,Hunan,415.31,66.86,27.5,1001.28,87.74,41.81,2.2,-3.6,160.48,0.275,0.305,0.602,20.32,14.86,37.05,812.3
HN_0022,111.2377,28.361,2019-09-21,Hunan,411.47,61.94,26.18,1020.98,96.13,30.94,-2.92,-0.69,199.57,0.381,0.342,0.75,24.59,14.62,50.64,91.77
HN_0023,108.856,25.2899,2019-09-21,Hunan,417.2,54.04,27.53,1018.06,69.95,40.86,-6.64,-0.91,153.34,0.261,0.442,0.963,23.56,14.03,42.03,377.69
HN_0024,108.8071,29.9148,2019-09-01,Hunan,413.63,21.21,22.5,998.85,89.19,46.33,-3.2,-4.55,156.3,0.419,0.455,0.614,22.49,11.04,40.16,235.55
