sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.6685,26.1579,2017-05-06,Hunan,414.33,84.68,24.26,1013.47,132.99,48.4,-4.92,-5.79,208.24,0.245,0.577,0.714,13.29,6.13,54.03,369.51
HN_0001,113.4715,24.6751,2017-05-18,Hunan,419.99,55.53,23.84,1016.52,139.46,52.58,2.05,3.86,211.35,0.104,0.558,0.866,15.45,8.38,55.79,668.92
HN_0002,109.0312,25.4315,2017-05-18,Hunan,418.47,59.27,25.27,998.69,117.11,49.11,5.04,2.35,235.01,0.12,0.481,0.703,16.99,8.89,64.14,82.37
HN_0003,113.2347,24.7321,2017-05-04,Hunan,415.34,72.27,23.08,997.14,132.47,62.18,2.0,3.55,253.57,0.115,0.568,0.933,15.86,8.37,62.11,721.9
HN_0004,111.5088,24.8422,2017-05-24,Hunan,417.56,33.49,26.79,998.33,121.28,62.54,7.75,-4.95,209.73,0.172,0.593,0.66,12.93,8.18,58.94,133.55
HN_0005,110.9874,28.6273,2017-05-15,Hunan,419.21,77.03,23.46,999.2,141.64,55.92,-0.22,3.73,215.15,0.145,0.572,0.709,14.56,7.82,52.78,108.6
HN_0006,112.9401,28.9097,2017-05-04,Hunan,413.07,39.66,27.12,1010.69,116.17,57.31,2.38,0.62,220.43,0.181,0.602,0.971,15.47,9.73,52.31,325.57
HN_0007,113.3139,29.8977,2017-05-18,Hunan,413.32,55.33,24.23,995.82,147.99,45.79,7.45,-3.72,208.51,0.114,0.535,0.835,17.42,9.13,52.05,209.34
HN_0008,108.8441,28.383,2017-05-10,Hunan,415.99,68.73,23.27,1005.14,136.33,58.45,7.54,3.05,250.56,0.265,0.504,0.925,13.24,6.05,59.35,396.16
HN_0009,112.4181,25.8226,2017-05-18,Hunan,414.78,64.4,22.88,1009.51,120.91,63.4,6.2,-0.15,227.23,0.267,0.588,0.873,15.29,9.45,52.53,868.79
HN_0010,111.612,28.0173,2017-05-07,Hunan,415.4,65.08,25.13,1022.95,129.51,50.12,0.72,5.0,230.04,0.129,0.558,0.755,15.9,6.97,54.66,540.75
HN_0011,109.4387,25.7578,2017-05-13,Hunan,412.52,70.06,27.24,1002.32,130.84,62.71,7.09,-1.05,230.43,0.121,0.557,0.944,13.04,7.83,59.79,96.14
