sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.4572,29.5629,2020-07-01,Hunan,403.62,61.4,28.35,1006.92,146.32,71.76,-2.8,1.69,258.46,0.445,0.635,0.429,11.35,4.79,86.08,794.39
HN_0001,113.1313,25.1663,2020-07-23,Hunan,408.24,17.49,28.62,1002.94,131.11,75.15,-7.3,3.03,284.32,0.501,0.731,0.701,11.01,5.37,87.72,583.08
HN_0002,111.3104,25.006,2020-07-30,Hunan,409.46,43.12,33.68,997.39,136.36,92.58,-3.81,5.43,305.32,0.276,0.784,0.42,8.47,5.15,91.38,132.69
HN_0003,112.5209,29.2153,2020-07-16,Hunan,402.32,45.43,34.25,1003.6,132.73,67.09,-1.28,-5.85,316.05,0.521,0.771,0.572,8.71,3.24,82.03,318.84
HN_0004,109.9556,26.6182,2020-07-26,Hunan,407.94,53.91,31.68,1000.89,179.86,84.41,6.89,1.05,312.66,0.38,0.706,0.559,11.29,5.9,75.46,428.17
HN_0005,113.3871,26.7671,2020-07-20,Hunan,406.41,26.91,30.26,1000.19,147.23,84.94,-5.15,-3.68,304.06,0.292,0.622,0.554,11.86,6.83,65.57,601.63
HN_0006,110.0672,29.2423,2020-07-18,Hunan,401.72,57.28,30.04,1017.63,138.48,80.22,2.55,4.37,259.64,0.423,0.631,0.522,11.03,5.88,65.43,545.42
HN_0007,109.782,26.0671,2020-07-01,Hunan,402.69,60.88,29.22,1015.74,155.64,81.88,-6.74,-3.86,318.51,0.549,0.604,0.44,12.41,5.06,74.32,511.19
HN_0008,113.1361,26.7959,2020-07-16,Hunan,407.43,68.26,33.58,1019.56,123.67,67.91,1.76,3.74,244.69,0.504,0.644,0.459,7.47,5.73,70.06,667.14
HN_0009,111.4015,26.1118,2020-07-19,Hunan,403.33,59.92,25.82,1006.99,171.6,73.17,5.28,5.75,269.7,0.317,0.653,0.788,10.7,6.77,91.26,387.23
HN_0010,108.9477,29.4668,2020-07-02,Hunan,409.09,58.43,25.32,1014.32,133.82,74.52,-2.92,3.65,319.35,0.36,0.62,0.776,11.06,3.25,89.82,98.71
HN_0011,113.5167,28.4996,2020-07-06,Hunan,405.3,70.65,32.4,1009.1,177.8,88.85,5.42,0.01,275.46,0.44,0.767,0.677,9.65,3.02,69.17,409.6
HN_0012,111.4279,26.6028,2020-07-30,Hunan,403.41,36.52,26.34,1007.57,175.5,77.24,-2.22,2.21,297.41,0.372,0.604,0.554,12.11,5.67,89.97,165.01
HN_0013,111.1217,29.1012,2020-07-28,Hunan,406.02,45.22,30.95,1018.55,163.42,92.38,-8.77,-1.46,275.19,0.482,0.7,0.508,11.64,6.89,82.95,356.4
HN_0014,112.0851,26.7465,2020-07-08,Hunan,408.27,38.27,32.04,1023.33,164.22,66.2,5.18,-4.51,245.95,0.326,0.714,0.637,11.63,3.19,93.43,787.49
HN_0015,110.6186,30.0716,2020-07-02,Hunan,410.2,72.78,25.9,1020.91,158.18,85.22,4.96,-1.03,304.67,0.46,0.698,0.746,10.7,5.15,76.69,892.55
HN_0016,109.889,26.1301,2020-07-24,Hunan,408.52,20.78,31.19,1005.17,170.13,93.03,-8.12,3.96,302.9,0.338,0.601,0.608,9.4,3.19,79.3,483.84
HN_0017,112.416,28.5179,2020-07-20,Hunan,410.3,39.24,28.57,1021.32,161.6,91.5,4.48,-1.29,260.39,0.39,0.781,0.651,8.46,3.97,90.17,661.36
HN_0018,110.2056,29.2092,2020-07-18,Hunan,407.88,65.95,25.83,1024.84,127.15,84.01,6.08,-2.2,257.5,0.468,0.748,0.491,7.35,5.03,92.22,375.71
HN_0019,113.2048,27.2137,2020-07-18,Hunan,402.67,58.31,27.53,1014.03,173.46,80.94,3.35,-0.82,290.11,0.549,0.604,0.754,8.67,4.46,65.15,267.84
HN_0020,111.2713,28.7538,2020-07-06,Hunan,404.45,47.57,31.76,999.15,153.71,94.45,-5.22,4.34,267.08,0.307,0.715,0.535,12.11,4.8,84.74,776.92
HN_0021,111.1767,27.2277,2020-07-07,Hunan,405.36,45.86,32.83,1013.95,128.61,69.28,-2.49,-5.0,298.38,0.319,0.797,0.596,8.35,6.95,65.87,649.47
HN_0022,112.4534,24.9263,2020-07-19,Hunan,409.97,55.3,32.64,1023.93,147.93,68.92,-2.82,-5.3,284.98,0.43,0.614,0.498,9.6,6.09,66.64,277.15
HN_0023,111.9249,29.8446,2020-07-15,Hunan,403.91,64.3,27.14,1020.94,145.94,86.93,2.66,-5.32,275.69,0.424,0.788,0.708,10.27,5.15,84.99,694.36
HN_0024,113.5845,26.4472,2020-07-21,Hunan,406.09,60.09,25.88,1005.34,162.22,83.4,1.86,-2.9,260.16,0.337,0.789,0.662,7.74,6.35,89.3,656.02
HN_0025,112.6714,29.1919,2020-07-26,Hunan,403.07,33.96,25.46,1010.06,172.4,86.87,-3.11,-0.77,314.48,0.439,0.775,0.488,10.98,6.88,86.84,169.16
HN_0026,113.6476,27.648,2020-07-04,Hunan,403.57,43.01,30.34,997.04,141.98,94.67,-6.55,-4.06,279.29,0.464,0.781,0.746,11.55,3.62,83.13,554.22
