sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,109.355,29.8323,2017-11-02,Hunan,414.18,67.42,6.21,1021.04,66.12,46.11,5.82,0.39,191.88,0.349,0.373,0.743,20.3,11.29,43.44,254.61
HN_0001,111.1608,26.0501,2017-11-17,Hunan,413.13,73.94,4.69,1001.62,88.56,30.38,0.53,-5.51,201.06,0.198,0.374,0.754,19.06,8.89,47.11,773.99
HN_0002,109.9208,27.5795,2017-11-05,Hunan,417.65,50.86,5.43,1006.88,88.41,45.25,-8.67,0.46,209.58,0.263,0.316,0.992,18.57,9.51,41.73,317.91
HN_0003,113.0407,25.3252,2017-11-17,Hunan,410.51,64.62,7.26,1013.48,79.48,34.43,-5.35,1.58,207.58,0.318,0.423,0.783,20.25,8.78,47.8,771.25
HN_0004,113.1157,27.2125,2017-11-24,Hunan,416.66,55.09,2.26,1019.69,90.47,31.98,-0.45,-5.7,194.27,0.325,0.307,0.956,20.8,12.49,38.11,873.52
HN_0005,113.7014,27.2932,2017-11-13,Hunan,416.37,73.12,6.51,1003.83,60.97,34.65,-7.57,4.33,177.93,0.235,0.456,0.777,21.5,10.51,49.2,872.24
HN_0006,108.84,29.4664,2017-11-13,Hunan,416.58,28.08,3.56,1011.54,73.22,37.42,-0.65,-1.02,191.0,0.274,0.498,0.643,20.73,11.05,50.8,296.2
HN_0007,110.8316,29.874,2017-11-21,Hunan,415.54,54.93,3.45,1011.54,75.88,44.56,-7.72,-5.07,181.68,0.304,0.461,0.982,19.11,11.65,49.87,401.67
HN_0008,111.1434,26.8541,2017-11-19,Hunan,410.95,69.87,5.57,995.62,91.91,36.22,-7.41,-0.01,196.57,0.363,0.468,0.833,17.43,9.19,48.73,786.74
HN_0009,109.0976,25.312,2017-11-14,Hunan,414.71,25.41,3.05,999.43,66.51,45.2,-0.18,-1.63,207.01,0.374,0.365,0.901,16.94,11.75,46.1,347.76
HN_0010,109.2913,25.0624,2017-11-24,Hunan,410.42,45.59,3.12,1003.73,86.33,36.28,5.17,4.24,155.61,0.23,0.311,0.843,16.22,12.16,50.34,914.47
HN_0011,114.1642,28.6707,2017-11-25,Hunan,413.08,36.28,6.15,1013.92,97.47,45.45,2.31,-5.18,175.03,0.291,0.412,0.624,18.86,12.08,50.77,841.23
HN_0012,109.1775,27.9456,2017-11-06,Hunan,414.01,26.46,7.76,1023.34,65.49,39.8,-8.34,-5.37,170.37,0.268,0.439,0.664,18.8,10.5,45.24,489.25
HN_0013,110.2218,28.488,2017-11-22,Hunan,417.98,37.05,7.5,1008.2,84.62,49.34,2.53,-5.88,162.26,0.233,0.421,0.958,17.36,10.59,51.84,518.81
HN_0014,112.1026,27.6816,2017-11-28,Hunan,412.2,32.11,2.75,1002.67,64.09,32.6,-8.6,-5.47,184.75,0.375,0.344,0.847,19.83,8.89,37.91,208.54
HN_0015,108.9687,29.6195,2017-11-22,Hunan,412.95,72.2,5.75,1006.77,83.41,41.94,2.82,4.89,162.24,0.313,0.453,0.675,17.67,8.67,52.1,799.29
HN_0016,111.0506,27.5992,2017-11-17,Hunan,416.08,31.56,4.29,1003.62,88.86,36.04,3.6,4.9,157.92,0.337,0.395,0.804,16.55,10.54,38.1,797.93
HN_0017,110.1671,25.7545,2017-11-23,Hunan,416.89,68.0,5.82,1023.13,64.44,44.89,-6.15,-1.09,192.33,0.261,0.327,0.987,17.2,10.92,42.6,142.84
HN_0018,111.4593,25.6152,2017-11-10,Hunan,410.99,72.4,5.02,1004.06,65.46,41.17,-4.09,-2.25,187.11,0.296,0.346,0.654,20.01,9.36,39.01,637.9
HN_0019,112.5603,28.1379,2017-11-07,Hunan,410.57,24.86,7.17,1008.09,98.34,45.89,2.43,-5.86,193.53,0.195,0.4,0.871,19.69,12.06,51.05,178.87
HN_0020,111.7139,29.657,2017-11-21,Hunan,416.32,15.11,7.37,998.39,63.03,39.02,6.13,-1.4,159.34,0.33,0.405,0.673,20.3,11.2,46.26,838.98
HN_0021,113.3667,28.4743,2017-11-09,Hunan,414.06,37.67,4.21,1007.13,62.0,45.86,-2.51,-1.24,204.79,0.368,0.391,0.944,18.86,11.82,43.41,262.1
HN_0022,113.3651,26.4597,2017-11-22,Hunan,417.94,17.16,4.49,1013.78,73.59,32.51,4.77,4.53,197.94,0.361,0.371,0.99,18.33,10.51,43.43,728.02
HN_0023,110.4071,28.1269,2017-11-14,Hunan,415.99,35.44,5.03,999.19,61.21,46.88,-8.38,-1.04,203.74,0.318,0.478,0.876,21.51,10.71,44.64,440.86
HN_0024,110.8663,29.2183,2017-11-27,Hunan,412.6,48.77,3.16,997.78,98.08,43.64,4.56,0.6,207.2,0.281,0.478,0.607,17.64,9.35,50.58,671.06
HN_0025,111.092,29.5163,2017-11-03,Hunan,414.82,52.81,7.61,1019.14,99.33,34.2,-0.54,-0.9,154.34,0.318,0.444,0.665,20.13,8.7,46.9,411.62
HN_0026,111.3991,26.1462,2017-11-28,Hunan,416.53,73.89,4.08,1003.35,88.69,49.53,3.03,2.45,175.16,0.326,0.414,0.657,16.11,12.15,44.8,605.35
HN_0027,113.7041,25.056,2017-11-20,Hunan,417.49,72.55,6.59,1014.76,79.19,33.03,-7.03,0.68,154.26,0.301,0.366,0.934,18.0,10.15,44.39,553.58
HN_0028,113.2175,28.0671,2017-11-25,Hunan,411.02,64.7,4.09,1006.23,64.5,30.45,-4.7,-1.68,202.3,0.33,0.323,0.962,19.51,10.34,37.5,497.59
