sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.8225,29.8289,2017-01-11,Hunan,426.24,60.81,-3.5,1008.78,123.35,21.51,-6.1,2.66,60.03,0.298,0.211,0.914,24.0,18.79,28.45,637.47
HN_0001,110.8653,30.0078,2017-01-25,Hunan,420.37,61.45,-4.02,1023.47,148.63,18.05,-5.44,2.21,64.88,0.199,0.241,1.298,25.2,12.48,39.4,942.52
HN_0002,113.6321,27.8884,2017-01-16,Hunan,422.61,59.23,9.42,1020.34,139.89,20.87,8.44,1.28,71.85,0.133,0.192,1.076,21.99,17.32,41.82,668.52
HN_0003,113.7408,29.2752,2017-01-12,Hunan,422.65,28.81,-0.12,1016.89,135.5,19.72,-5.09,2.56,82.45,0.254,0.202,0.915,20.31,13.51,41.52,286.83
HN_0004,111.0161,28.7555,2017-01-04,Hunan,427.54,60.93,8.21,1013.73,121.83,19.57,-3.5,-1.0,72.97,0.124,0.241,1.289,23.53,12.32,34.76,707.81
HN_0005,110.2548,25.9427,2017-01-27,Hunan,422.59,56.13,0.45,1024.15,148.5,19.97,-2.19,-2.58,84.38,0.201,0.178,1.044,24.89,12.94,39.19,275.76
HN_0006,112.7324,26.6228,2017-01-20,Hunan,427.87,48.93,6.98,999.52,130.33,23.58,-1.78,-3.36,92.38,0.17,0.244,1.211,26.76,12.67,38.13,267.12
HN_0007,109.7448,30.0019,2017-01-20,Hunan,424.24,39.51,8.46,1022.01,135.32,18.49,4.62,4.77,91.2,0.228,0.166,1.264,21.01,11.04,35.78,707.3
HN_0008,112.3206,25.8335,2017-01-01,Hunan,420.14,54.63,0.5,1017.33,138.84,20.43,1.14,1.64,83.59,0.296,0.241,1.11,26.69,12.84,36.15,780.13
HN_0009,109.0355,30.07,2017-01-30,Hunan,427.63,79.89,-4.77,1022.85,127.13,24.64,6.65,-2.47,94.05,0.163,0.206,1.318,20.97,18.92,35.29,883.5
HN_0010,112.8002,28.4336,2017-01-11,Hunan,425.67,58.17,1.3,1002.69,134.46,15.05,3.05,-3.67,75.87,0.11,0.153,1.163,23.28,18.85,40.77,287.74
HN_0011,109.0097,26.268,2017-01-11,Hunan,421.02,56.33,-1.76,1013.69,113.41,20.31,1.65,1.65,99.03,0.203,0.23,1.163,20.25,17.69,33.54,214.63
HN_0012,109.6448,25.9763,2017-01-30,Hunan,420.75,35.97,4.57,1010.5,136.28,22.3,-6.24,0.79,64.81,0.168,0.159,1.488,20.17,17.46,34.43,667.28
HN_0013,109.0595,29.8203,2017-01-04,Hunan,420.36,47.48,2.55,1020.69,136.35,15.71,3.28,-5.68,97.61,0.215,0.214,1.227,23.86,18.24,28.11,145.74
HN_0014,108.8984,25.1194,2017-01-03,Hunan,422.69,64.34,5.22,1005.22,120.43,21.93,-1.43,5.24,76.72,0.294,0.192,1.246,21.28,15.64,35.99,276.67
HN_0015,112.4712,28.6695,2017-01-03,Hunan,420.82,79.15,7.4,1004.6,145.82,15.11,7.49,-4.9,98.0,0.29,0.213,1.076,26.73,17.33,28.46,519.7
HN_0016,109.1108,27.6224,2017-01-05,Hunan,425.9,57.75,9.53,1015.64,143.48,23.38,-0.18,-3.33,95.68,0.129,0.173,1.418,22.37,15.74,38.33,507.58
HN_0017,110.8411,28.478,2017-01-10,Hunan,427.25,31.67,-4.83,1009.06,112.25,16.18,3.39,2.95,98.49,0.175,0.237,1.478,29.7,18.13,42.89,120.11
HN_0018,111.7908,29.9312,2017-01-18,Hunan,421.33,38.01,9.94,1015.91,125.37,24.15,8.34,-5.31,64.27,0.167,0.215,1.038,23.6,14.63,31.48,440.65
HN_0019,112.055,26.0903,2017-01-13,Hunan,427.29,74.35,5.89,1013.4,126.73,23.66,-6.28,-5.68,92.42,0.297,0.209,1.482,28.38,14.32,27.9,871.49
HN_0020,113.1897,30.0984,2017-01-06,Hunan,427.31,60.11,6.36,1006.34,119.64,17.51,-2.6,-3.51,90.28,0.109,0.152,1.186,23.08,18.74,39.67,610.46
HN_0021,111.3922,26.9129,2017-01-05,Hunan,424.96,67.24,-2.95,995.44,124.02,18.92,-0.0,4.85,80.56,0.257,0.212,1.47,29.27,13.07,42.68,517.99
HN_0022,110.5753,28.0837,2017-01-16,Hunan,422.73,57.24,3.77,1007.01,137.91,21.97,-0.41,4.49,98.92,0.22,0.232,1.109,25.49,13.85,29.06,363.59
HN_0023,110.5365,25.1076,2017-01-15,Hunan,425.02,29.91,8.81,996.83,121.08,22.48,-4.05,-3.49,79.38,0.224,0.196,0.922,27.13,15.09,28.71,475.04
HN_0024,111.6761,25.9336,2017-01-25,Hunan,425.9,35.94,7.61,997.68,131.41,18.43,0.58,-1.74,79.18,0.217,0.206,1.239,23.37,15.86,34.97,363.83
HN_0025,113.8419,24.6414,2017-01-21,Hunan,421.22,39.76,-2.2,1003.55,116.93,15.8,1.39,-1.08,64.48,0.18,0.237,1.055,26.69,15.45,31.48,781.02
HN_0026,109.81,26.3802,2017-01-19,Hunan,421.6,69.17,5.61,1018.03,113.49,24.32,-1.87,1.13,78.17,0.21,0.17,0.953,20.03,14.79,39.71,151.36
HN_0027,113.3939,28.7029,2017-01-18,Hunan,420.99,68.85,-2.28,996.99,139.64,23.42,-4.76,3.54,66.55,0.133,0.217,1.115,23.92,14.51,34.4,336.31
