sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.311,27.2694,2018-01-29,Hunan,426.44,82.89,6.35,1016.58,136.26,19.79,1.37,4.21,68.1,0.179,0.165,1.401,25.18,11.07,27.94,142.34
HN_0001,111.7747,27.1193,2018-01-01,Hunan,426.87,65.13,-4.54,1006.54,123.52,15.69,0.66,-5.18,67.8,0.262,0.162,1.473,25.61,13.39,34.08,147.47
HN_0002,111.6652,26.2415,2018-01-29,Hunan,421.53,42.7,7.48,1001.61,113.29,20.19,-5.87,-2.11,84.19,0.283,0.238,1.06,24.3,12.85,38.48,824.69
HN_0003,110.9448,25.9563,2018-01-23,Hunan,421.38,78.77,9.96,998.23,148.22,22.21,-4.59,5.68,90.11,0.21,0.195,1.488,21.63,15.84,32.91,303.89
HN_0004,113.1974,29.3214,2018-01-15,Hunan,424.33,82.14,6.13,1005.16,132.48,16.71,-2.61,4.63,77.56,0.271,0.161,1.16,24.73,16.12,37.82,651.53
HN_0005,113.984,29.7575,2018-01-31,Hunan,426.49,46.74,4.88,1023.71,134.14,21.52,-3.3,5.7,71.6,0.28,0.23,0.901,26.84,18.02,42.12,119.67
HN_0006,110.5486,24.9494,2018-01-26,Hunan,426.84,61.62,-1.05,1015.37,145.89,15.24,3.54,0.91,69.01,0.232,0.156,1.175,22.47,17.06,32.82,434.91
HN_0007,111.4136,29.6494,2018-01-09,Hunan,422.71,72.45,-0.03,1017.63,139.74,24.37,-6.5,-0.17,89.07,0.14,0.211,0.995,21.82,11.95,39.35,753.68
HN_0008,109.3115,26.2927,2018-01-27,Hunan,420.75,81.41,8.74,998.24,130.64,17.98,5.92,-1.58,73.07,0.198,0.23,1.013,26.3,13.43,35.06,297.65
HN_0009,110.0979,26.769,2018-01-24,Hunan,428.0,64.76,-2.76,1017.49,112.47,23.5,-1.98,-4.34,86.78,0.152,0.159,1.359,24.5,18.45,29.71,546.67
HN_0010,110.5904,27.7589,2018-01-22,Hunan,427.22,64.01,3.82,1012.25,139.26,20.54,-2.68,4.77,77.18,0.123,0.246,1.166,28.26,17.57,34.51,728.32
HN_0011,110.6553,26.1197,2018-01-01,Hunan,424.27,31.38,-1.09,1018.69,144.77,20.23,-4.82,-1.23,94.33,0.293,0.182,1.131,21.56,16.75,33.78,859.03
HN_0012,109.5477,26.055,2018-01-15,Hunan,422.4,56.84,3.55,1011.38,140.14,17.38,-1.35,-5.08,77.97,0.211,0.189,1.365,26.57,14.62,27.68,197.7
HN_0013,109.5513,25.5246,2018-01-16,Hunan,428.0,39.94,-1.49,1018.27,142.81,17.9,0.19,-1.68,90.05,0.137,0.18,1.475,20.26,13.78,30.05,752.42
