sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,109.9192,27.3884,2018-06-01,Hunan,404.62,35.48,32.13,1002.44,175.68,91.18,5.2,5.8,242.33,0.437,0.62,0.487,12.49,3.39,67.06,612.2
HN_0001,111.8416,27.8407,2018-06-23,Hunan,402.92,58.06,27.33,995.35,145.56,75.97,1.4,2.83,247.29,0.322,0.772,0.44,8.31,5.75,78.83,300.87
HN_0002,111.8533,29.5557,2018-06-14,Hunan,407.33,67.71,31.72,999.06,153.25,80.31,5.77,-3.04,240.47,0.451,0.733,0.678,9.11,4.53,67.41,263.79
HN_0003,113.156,27.3413,2018-06-24,Hunan,402.92,52.89,28.37,1006.43,163.23,65.08,4.71,-3.81,305.78,0.383,0.609,0.798,8.7,6.45,81.66,441.0
HN_0004,113.7708,25.8359,2018-06-07,Hunan,406.21,73.21,34.85,995.78,136.4,90.3,-5.86,-5.05,258.54,0.312,0.682,0.668,12.0,5.07,89.7,147.38
HN_0005,113.0155,29.2046,2018-06-26,Hunan,408.37,27.18,28.91,1003.69,139.89,81.0,-1.32,-1.08,295.5,0.476,0.643,0.675,12.64,4.81,78.3,729.08
HN_0006,109.1558,26.0688,2018-06-28,Hunan,400.94,77.21,31.92,1004.2,151.33,68.93,3.7,2.43,313.19,0.463,0.645,0.667,11.06,6.93,69.44,389.16
HN_0007,113.0433,26.8823,2018-06-04,Hunan,403.66,77.15,26.19,999.07,169.77,69.33,-4.56,4.62,268.06,0.418,0.629,0.643,9.84,4.6,86.46,113.66
HN_0008,109.7374,27.4673,2018-06-26,Hunan,409.17,22.76,29.25,1020.55,123.08,85.86,1.48,3.66,271.25,0.269,0.723,0.666,12.8,5.58,68.35,727.93
HN_0009,110.8438,28.2654,2018-06-12,Hunan,403.16,25.93,33.85,1024.27,123.59,66.3,4.45,-3.08,280.86,0.433,0.617,0.499,7.5,3.92,73.07,868.67
HN_0010,114.1174,24.6431,2018-06-04,Hunan,405.16,36.23,26.29,1001.82,138.61,84.14,-4.64,-0.92,292.8,0.507,0.614,0.702,9.42,5.65,79.03,623.16
HN_0011,109.3822,26.1887,2018-06-08,Hunan,408.79,63.95,28.96,1014.1,175.65,81.49,1.4,-5.85,315.4,0.474,0.602,0.707,9.37,4.65,89.25,933.36
HN_0012,113.3554,26.7237,2018-06-06,Hunan,400.59,52.54,25.46,1016.06,154.38,71.26,-4.34,-4.52,288.06,0.289,0.664,0.773,8.26,3.46,69.99,946.61
HN_0013,111.4368,25.6734,2018-06-01,Hunan,403.93,27.51,32.63,1021.48,131.99,73.06,4.32,4.41,315.94,0.306,0.673,0.574,11.16,3.69,88.86,833.56
HN_0014,110.7527,25.1436,2018-06-30,Hunan,406.47,38.23,27.0,1002.63,143.1,75.08,-3.73,1.96,290.83,0.287,0.787,0.432,10.01,3.57,88.36,936.31
HN_0015,113.9782,27.9838,2018-06-07,Hunan,401.35,48.82,28.01,1017.42,179.91,92.44,0.9,-2.19,251.91,0.379,0.703,0.657,11.94,5.54,69.86,609.52
HN_0016,113.725,29.8627,2018-06-04,Hunan,404.3,75.33,28.63,1013.73,132.6,77.94,-7.7,-3.15,287.82,0.332,0.683,0.644,8.83,4.33,79.28,84.87
HN_0017,113.1869,25.9209,2018-06-07,Hunan,408.87,23.58,26.53,1014.22,123.84,87.0,0.69,-4.39,291.77,0.519,0.791,0.681,8.33,5.02,76.84,840.45
HN_0018,112.9317,25.78,2018-06-23,Hunan,408.9,75.41,29.45,1006.94,130.06,94.62,1.9,3.95,283.86,0.511,0.731,0.632,8.59,4.01,76.93,529.92
HN_0019,113.0874,28.633,2018-06-20,Hunan,406.16,25.96,30.29,996.83,173.96,67.57,5.59,-3.72,318.13,0.349,0.685,0.643,11.12,3.89,72.13,66.69
HN_0020,111.5335,29.5873,2018-06-23,Hunan,405.98,53.32,28.69,1012.77,153.72,69.3,3.23,5.52,276.9,0.332,0.65,0.679,8.67,6.38,71.29,73.33
HN_0021,113.195,27.4395,2018-06-03,Hunan,404.62,58.44,26.48,1024.77,125.15,67.47,-0.55,4.47,277.74,0.423,0.684,0.566,7.66,6.62,92.38,779.92
HN_0022,110.8227,29.8074,2018-06-17,Hunan,407.85,73.69,31.17,1014.14,126.8,88.22,0.19,-4.54,267.37,0.429,0.699,0.652,9.97,5.34,66.9,375.54
HN_0023,111.5078,25.8224,2018-06-18,Hunan,400.84,26.08,26.32,1024.97,145.83,86.02,-1.18,0.75,305.88,0.529,0.791,0.478,12.93,3.44,84.02,213.46
HN_0024,110.5941,26.9636,2018-06-26,Hunan,406.91,56.47,27.37,1020.69,158.95,93.05,-0.79,-0.2,268.99,0.403,0.746,0.768,7.82,5.38,80.09,418.01
HN_0025,110.3374,25.2923,2018-06-18,Hunan,406.32,63.0,30.26,1004.77,159.22,82.05,7.01,4.19,254.59,0.519,0.651,0.577,11.66,3.72,72.43,306.27
HN_0026,114.0554,28.7865,2018-06-14,Hunan,406.36,51.15,34.34,1019.99,134.31,85.49,1.17,-5.35,315.39,0.39,0.757,0.558,10.38,3.41,68.64,201.13
HN_0027,110.4559,27.2608,2018-06-26,Hunan,410.45,22.81,29.41,1000.33,137.2,70.06,7.81,-1.69,312.98,0.36,0.675,0.653,11.04,4.62,79.95,730.58
HN_0028,114.0149,24.7963,2018-06-30,Hunan,406.69,60.88,29.52,999.67,139.54,80.21,-3.2,0.72,268.24,0.545,0.796,0.416,10.47,6.74,85.03,117.47
HN_0029,113.1074,24.7024,2018-06-11,Hunan,402.94,63.86,32.04,997.67,129.31,74.21,-1.12,-2.31,280.6,0.539,0.789,0.75,10.05,5.92,69.51,637.78
HN_0030,114.026,28.738,2018-06-15,Hunan,407.74,62.3,31.78,1020.46,165.1,82.45,-2.11,1.96,266.45,0.353,0.76,0.541,11.22,3.69,74.85,365.38
HN_0031,110.7527,28.8874,2018-06-19,Hunan,404.66,71.74,26.41,997.01,174.73,87.81,7.36,-1.59,304.9,0.514,0.766,0.788,9.98,6.16,70.69,94.92
HN_0032,110.7582,27.8337,2018-06-19,Hunan,404.31,49.43,34.88,1021.22,147.82,74.34,-0.62,0.01,316.01,0.348,0.668,0.424,12.34,4.26,84.33,325.09
HN_0033,110.2526,24.7417,2018-06-07,Hunan,401.94,47.21,33.26,1011.29,165.68,79.13,3.61,-0.12,261.79,0.32,0.64,0.532,10.34,3.96,71.76,423.53
HN_0034,112.4529,28.427,2018-06-09,Hunan,403.47,52.42,31.77,1014.36,179.84,87.18,-2.83,-0.43,274.61,0.402,0.659,0.739,9.83,6.39,77.4,559.9
HN_0035,108.9692,28.3186,2018-06-03,Hunan,408.98,49.83,29.01,997.13,169.34,84.87,6.33,1.84,267.11,0.435,0.717,0.731,12.14,4.56,94.35,480.19
HN_0036,110.2916,27.9622,2018-06-10,Hunan,406.81,62.28,26.62,1016.71,173.78,87.5,-6.04,-4.58,310.86,0.511,0.663,0.423,7.83,3.08,87.74,346.0
HN_0037,109.073,29.042,2018-06-08,Hunan,410.4,26.17,27.5,999.39,179.07,67.25,1.16,4.61,293.97,0.398,0.789,0.525,9.09,3.94,91.26,704.54
HN_0038,113.3016,27.3911,2018-06-29,Hunan,408.99,29.72,31.4,1012.14,165.63,79.69,-0.74,-5.56,310.32,0.439,0.773,0.636,8.45,6.61,67.04,871.52
HN_0039,109.0031,29.286,2018-06-18,Hunan,409.26,22.82,30.35,995.31,178.95,75.46,-4.33,3.49,269.61,0.343,0.615,0.417,8.7,3.62,84.92,616.84
HN_0040,111.5019,25.5973,2018-06-03,Hunan,407.94,37.03,28.41,1013.13,178.07,73.93,0.22,2.88,296.9,0.425,0.796,0.465,7.24,6.55,93.84,706.8
HN_0041,110.1467,27.3399,2018-06-25,Hunan,401.5,64.46,32.62,1019.96,167.99,85.92,-7.44,0.14,295.35,0.396,0.772,0.609,11.73,3.49,74.1,302.21
HN_0042,111.5172,26.2355,2018-06-23,Hunan,409.38,67.0,27.99,1022.68,124.16,87.38,2.86,-0.51,265.55,0.355,0.781,0.633,9.95,4.74,79.35,774.39
HN_0043,113.9212,28.7198,2018-06-20,Hunan,403.02,26.1,33.35,1011.6,130.95,86.14,-2.9,-0.52,300.65,0.474,0.704,0.734,12.22,5.01,70.33,161.44
HN_0044,110.9042,26.9518,2018-06-05,Hunan,405.91,26.16,34.43,1023.95,141.06,87.73,-1.38,1.61,318.48,0.534,0.607,0.459,11.79,5.98,69.51,463.13
HN_0045,108.9077,30.0687,2018-06-22,Hunan,404.44,26.88,30.15,1015.19,165.54,66.28,-5.81,-2.16,280.76,0.393,0.785,0.796,7.36,5.33,77.78,885.35
HN_0046,112.5726,29.0013,2018-06-03,Hunan,409.35,75.79,27.43,995.54,121.54,86.7,-0.42,-3.43,255.66,0.255,0.798,0.524,10.11,5.22,70.24,553.9
HN_0047,114.0335,29.2468,2018-06-12,Hunan,409.34,21.43,28.85,1002.79,127.73,70.0,-1.49,-0.02,311.91,0.408,0.701,0.613,9.71,3.74,91.41,437.11
HN_0048,110.1226,28.3475,2018-06-17,Hunan,406.43,21.33,29.57,1023.51,144.33,89.3,5.23,0.13,301.24,0.363,0.722,0.66,7.29,4.95,84.77,370.45
HN_0049,112.6609,29.6834,2018-06-09,Hunan,406.67,65.33,34.12,996.48,130.63,86.41,-3.43,4.3,280.7,0.432,0.724,0.716,7.95,4.52,83.78,397.93
HN_0050,112.603,26.6644,2018-06-10,Hunan,400.74,60.49,27.72,1024.07,129.21,73.05,5.61,0.79,305.7,0.545,0.705,0.486,9.89,6.46,93.36,187.26
HN_0051,112.6666,29.7527,2018-06-11,Hunan,403.42,38.26,28.9,1012.56,159.7,65.06,-0.34,-2.54,266.7,0.275,0.612,0.758,9.1,4.46,67.52,492.43
