sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.6575,29.3401,2018-07-12,Hunan,409.15,36.04,28.48,1000.49,134.51,94.2,5.67,1.41,242.97,0.513,0.673,0.657,9.26,3.83,83.59,881.7
HN_0001,114.1791,29.5617,2018-07-28,Hunan,410.15,42.72,34.22,1017.29,160.53,70.89,0.7,4.27,268.55,0.525,0.781,0.53,11.38,5.15,93.65,886.68
HN_0002,111.398,28.1509,2018-07-01,Hunan,404.63,41.42,30.5,1013.73,126.12,68.54,-0.61,3.76,313.5,0.307,0.725,0.554,7.77,4.65,80.99,518.05
HN_0003,111.1326,25.0787,2018-07-05,Hunan,403.01,58.05,33.32,1022.34,127.55,93.81,3.73,-0.57,301.86,0.268,0.611,0.61,9.78,6.83,70.19,393.8
HN_0004,111.3626,29.6185,2018-07-29,Hunan,400.61,61.96,28.6,1016.84,168.17,92.8,3.01,5.18,255.4,0.399,0.676,0.594,8.15,4.51,68.74,565.05
HN_0005,108.8119,27.1627,2018-07-25,Hunan,404.88,67.41,31.44,998.92,155.27,94.33,-4.98,5.63,258.8,0.27,0.765,0.642,9.44,5.42,83.81,420.07
HN_0006,113.0699,25.4545,2018-07-16,Hunan,402.73,60.75,30.43,1009.66,173.37,69.54,5.0,2.66,263.99,0.542,0.683,0.621,8.04,4.2,81.29,483.26
HN_0007,113.8703,24.6066,2018-07-18,Hunan,401.29,15.31,31.41,1022.79,157.11,78.58,-2.24,1.73,317.32,0.383,0.703,0.727,10.51,6.07,92.97,728.66
HN_0008,109.2363,28.08,2018-07-23,Hunan,408.84,57.62,34.98,1000.14,121.54,86.15,-5.7,-0.62,261.35,0.349,0.645,0.685,8.15,3.61,87.59,860.1
HN_0009,112.0117,24.6356,2018-07-07,Hunan,408.98,58.72,32.43,1014.81,125.69,78.54,5.21,0.69,247.95,0.362,0.702,0.681,11.84,5.9,94.76,923.1
HN_0010,113.3021,25.8982,2018-07-21,Hunan,405.11,45.81,27.45,1014.26,146.65,81.12,1.79,-4.59,309.88,0.3,0.606,0.676,9.54,4.81,90.8,292.2
HN_0011,109.4433,29.8305,2018-07-27,Hunan,405.79,15.55,25.29,1004.83,143.41,92.84,2.56,-1.27,262.49,0.469,0.606,0.597,10.76,5.63,69.58,692.97
HN_0012,112.0677,24.74,2018-07-11,Hunan,407.42,58.45,28.55,1013.69,174.98,85.25,-0.04,4.3,310.67,0.39,0.651,0.47,10.68,6.58,87.51,326.37
HN_0013,109.7058,28.4825,2018-07-23,Hunan,405.12,66.19,30.71,1002.12,154.48,84.82,-4.0,3.49,315.28,0.318,0.77,0.693,11.71,4.91,75.23,74.2
