sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.6562,28.4374,2020-11-20,Hunan,413.69,23.45,4.3,1020.27,67.53,37.57,-2.33,-4.37,152.59,0.251,0.383,0.953,21.94,9.41,49.04,91.11
HN_0001,110.556,24.6678,2020-11-02,Hunan,411.61,33.05,6.25,998.92,60.96,42.1,3.73,2.25,168.11,0.205,0.326,0.654,21.35,8.8,41.83,366.6
HN_0002,109.1655,25.8316,2020-11-02,Hunan,416.45,24.46,2.39,1017.96,67.65,37.87,3.43,2.35,177.41,0.189,0.48,0.714,20.59,11.32,39.38,459.33
HN_0003,111.9859,30.0512,2020-11-07,Hunan,414.94,18.52,6.56,1010.31,73.39,30.31,3.41,5.33,158.31,0.277,0.479,0.835,18.52,12.13,39.41,416.12
HN_0004,112.7327,24.6405,2020-11-07,Hunan,412.67,63.19,6.62,1017.86,62.24,34.47,-0.72,-3.74,180.82,0.344,0.465,0.748,17.87,8.69,52.43,512.01
HN_0005,111.9348,27.4823,2020-11-24,Hunan,416.41,69.82,2.42,997.01,80.85,38.66,1.96,4.68,197.79,0.304,0.373,0.975,20.49,12.33,40.42,279.18
HN_0006,112.7799,25.4329,2020-11-15,Hunan,413.95,55.38,3.32,1002.09,67.64,46.11,3.72,0.84,197.24,0.226,0.381,0.734,18.67,11.65,52.6,176.97
HN_0007,113.7828,25.3751,2020-11-23,Hunan,416.67,31.05,6.61,995.06,99.08,39.0,3.55,2.23,151.3,0.352,0.448,0.601,20.17,9.25,38.3,402.78
HN_0008,108.8644,26.0668,2020-11-25,Hunan,414.27,73.2,3.4,998.92,93.17,32.82,-7.37,-2.99,166.95,0.361,0.355,0.718,16.19,10.71,47.15,461.85
HN_0009,111.7597,25.4882,2020-11-20,Hunan,411.54,68.22,7.75,1003.55,93.98,46.8,6.6,4.66,171.58,0.258,0.342,0.787,17.41,11.1,50.52,539.5
HN_0010,112.9686,29.6122,2020-11-08,Hunan,412.34,24.09,7.58,1018.29,88.75,34.87,-0.43,0.75,169.96,0.216,0.465,0.85,17.95,11.87,38.37,273.14
HN_0011,111.4687,29.4931,2020-11-16,Hunan,415.65,74.91,4.48,1010.39,63.6,31.45,0.31,4.57,150.21,0.303,0.339,0.624,20.61,8.91,47.99,985.67
HN_0012,113.0189,27.534,2020-11-16,Hunan,418.84,65.5,6.52,1008.52,75.87,40.99,3.71,-0.73,176.52,0.252,0.425,0.874,17.02,10.16,45.3,197.22
HN_0013,109.5213,24.757,2020-11-22,Hunan,413.33,52.29,4.16,1002.72,61.52,32.96,5.42,2.67,207.27,0.273,0.428,0.912,20.48,9.86,50.97,489.73
HN_0014,109.9263,28.0017,2020-11-27,Hunan,419.28,69.31,4.44,997.27,68.76,33.92,-1.05,-5.99,175.75,0.329,0.445,0.803,21.33,11.37,47.09,487.78
HN_0015,113.1487,28.5045,2020-11-24,Hunan,418.42,58.82,4.76,1003.05,64.02,31.77,1.25,5.88,166.57,0.337,0.472,0.68,16.8,12.28,41.69,482.55
HN_0016,111.8992,26.3933,2020-11-06,Hunan,412.42,29.83,3.28,1024.47,85.95,33.81,-7.7,0.38,177.74,0.255,0.322,0.601,17.48,8.81,49.26,176.55
HN_0017,112.6048,27.8707,2020-11-12,Hunan,415.23,48.5,2.34,1012.62,65.8,44.45,5.17,-5.49,180.54,0.369,0.325,0.821,20.01,9.32,37.73,141.2
HN_0018,110.5176,29.5816,2020-11-18,Hunan,415.05,37.37,7.84,1020.66,91.1,31.71,-6.16,-1.98,182.48,0.247,0.331,0.704,16.53,12.23,45.51,178.8
HN_0019,111.7287,28.2442,2020-11-28,Hunan,417.84,64.65,6.86,1013.76,81.89,38.54,-6.52,-3.28,154.17,0.288,0.332,0.926,16.98,10.89,43.78,641.38
HN_0020,114.0004,29.1828,2020-11-27,Hunan,418.18,40.57,5.19,1001.92,60.97,46.96,4.53,0.09,169.68,0.359,0.421,0.813,20.72,11.71,51.44,556.58
HN_0021,113.6742,29.8087,2020-11-09,Hunan,413.49,33.95,7.14,1014.72,85.77,33.54,-7.99,-4.64,202.02,0.213,0.385,0.954,18.75,10.98,40.36,222.2
HN_0022,111.2928,24.9457,2020-11-28,Hunan,416.47,22.54,6.09,1022.39,68.01,32.37,-2.64,1.23,155.56,0.308,0.411,0.93,22.0,10.3,44.46,287.24
HN_0023,112.5502,25.8047,2020-11-28,Hunan,418.01,61.33,5.26,1008.08,80.44,41.82,-5.42,1.42,155.48,0.277,0.369,0.715,17.89,11.59,42.16,87.79
HN_0024,112.303,26.393,2020-11-13,Hunan,411.62,33.47,2.67,1019.53,88.36,36.46,6.3,3.9,164.7,0.195,0.382,0.76,21.93,9.37,43.83,157.95
HN_0025,111.6058,25.82,2020-11-27,Hunan,413.45,27.26,6.44,996.15,78.14,42.66,-5.34,-4.26,184.56,0.18,0.466,0.728,20.41,8.83,51.74,162.15
HN_0026,113.4161,29.7692,2020-11-05,Hunan,412.19,68.67,2.44,1024.4,92.29,36.12,-1.52,5.92,175.86,0.302,0.392,0.746,18.72,8.83,42.25,223.01
HN_0027,109.8411,28.4307,2020-11-24,Hunan,412.76,35.92,7.39,1017.01,95.01,35.93,-8.32,2.03,204.69,0.213,0.322,0.672,21.26,10.72,38.79,596.89
HN_0028,113.6213,26.986,2020-11-15,Hunan,416.43,54.65,3.97,1007.12,81.43,31.99,-3.68,-2.61,182.47,0.346,0.363,0.659,18.08,11.66,38.74,396.45
HN_0029,110.0255,29.4967,2020-11-03,Hunan,412.69,51.34,6.73,1007.65,66.2,46.41,-6.01,-1.91,177.36,0.181,0.484,0.738,16.79,11.38,38.06,933.72
HN_0030,111.5707,28.226,2020-11-25,Hunan,415.05,59.4,7.69,1006.09,91.27,39.56,1.32,-3.83,150.14,0.356,0.302,0.761,20.4,12.35,52.61,832.71
HN_0031,112.9191,25.8775,2020-11-07,Hunan,418.56,21.54,2.54,1021.35,86.61,33.17,-0.32,-3.78,172.81,0.248,0.464,0.695,20.75,11.89,37.98,397.17
HN_0032,110.5213,25.6041,2020-11-23,Hunan,412.56,65.39,2.26,1019.04,85.78,49.16,4.64,0.73,194.73,0.184,0.465,0.792,17.92,11.63,50.74,617.11
HN_0033,109.8265,27.5146,2020-11-04,Hunan,416.0,54.28,4.92,998.62,77.02,32.58,-4.33,4.17,160.69,0.306,0.465,0.95,21.66,9.02,43.65,409.08
HN_0034,111.972,28.8167,2020-11-08,Hunan,419.41,58.4,3.53,1014.22,66.82,38.77,-1.98,-3.86,184.88,0.305,0.386,0.683,16.64,8.75,48.47,522.18
HN_0035,113.6097,25.1647,2020-11-15,Hunan,415.19,17.65,4.58,1024.66,66.16,37.09,-5.0,-1.28,208.43,0.319,0.498,0.925,16.6,11.45,40.98,888.33
HN_0036,113.7461,25.7508,2020-11-10,Hunan,413.58,16.61,6.5,996.51,93.56,40.08,6.49,-2.69,152.51,0.371,0.315,0.977,21.11,9.2,47.97,950.49
HN_0037,113.1576,29.031,2020-11-13,Hunan,415.41,43.77,6.23,1018.27,74.4,36.19,5.66,-4.76,194.87,0.298,0.495,0.699,19.17,11.05,38.09,499.01
HN_0038,110.1742,26.9774,2020-11-24,Hunan,411.85,49.52,2.91,996.03,89.73,31.61,-0.77,5.63,164.18,0.252,0.37,0.616,21.37,11.82,40.22,931.28
HN_0039,111.3893,25.1866,2020-11-15,Hunan,414.64,46.67,6.44,1001.26,85.92,37.53,-7.06,-4.79,198.05,0.176,0.393,0.936,20.22,9.37,48.48,391.64
HN_0040,113.0259,25.3616,2020-11-26,Hunan,414.91,50.66,5.39,1004.41,65.65,37.54,-7.92,3.76,190.82,0.336,0.442,0.72,19.53,11.92,42.16,611.6
HN_0041,110.0093,25.1527,2020-11-26,Hunan,417.21,40.13,2.95,1008.62,67.03,40.42,-0.42,-0.2,182.96,0.366,0.411,0.823,20.47,10.5,45.05,81.75
HN_0042,113.0405,25.3099,2020-11-01,Hunan,416.15,21.66,6.98,1006.55,87.83,34.72,-3.38,-4.85,156.32,0.187,0.317,0.875,17.13,10.67,51.93,824.72
HN_0043,111.3908,27.1041,2020-11-28,Hunan,413.75,62.07,5.87,1023.12,66.08,33.6,3.73,3.89,150.23,0.236,0.321,0.682,19.72,10.75,50.65,526.9
HN_0044,112.0644,28.6856,2020-11-15,Hunan,414.96,53.72,5.61,1010.55,60.85,33.5,3.35,-3.53,205.3,0.218,0.405,0.947,17.68,10.1,49.57,462.49
HN_0045,112.3586,29.4159,2020-11-19,Hunan,417.97,26.63,6.74,1002.77,84.59,32.13,2.43,1.86,192.78,0.218,0.312,0.976,18.15,9.18,49.03,103.47
HN_0046,109.5895,27.8836,2020-11-14,Hunan,414.26,52.42,4.32,1023.89,89.18,35.84,-6.01,3.03,195.76,0.284,0.355,0.995,21.77,10.35,37.67,103.79
HN_0047,112.9851,25.9271,2020-11-07,Hunan,414.01,30.92,5.69,1006.46,67.66,39.0,-4.79,-5.68,166.68,0.276,0.464,0.998,16.45,11.21,40.42,162.84
HN_0048,112.6601,29.1295,2020-11-14,Hunan,411.86,32.03,4.02,1015.28,75.61,49.73,-5.88,-0.9,187.88,0.301,0.457,0.93,19.5,12.41,40.93,152.99
HN_0049,113.2311,27.9346,2020-11-15,Hunan,413.39,46.82,5.67,1020.44,84.56,41.44,-4.08,1.22,172.45,0.281,0.324,0.635,18.62,11.19,51.67,642.92
HN_0050,112.9326,29.2052,2020-11-18,Hunan,419.16,47.13,4.61,1001.81,77.46,44.94,-0.65,3.29,207.31,0.239,0.462,0.88,20.99,10.95,50.85,371.59
HN_0051,112.6459,27.6422,2020-11-11,Hunan,417.66,64.95,5.8,996.98,67.33,46.95,-2.71,-0.11,193.73,0.297,0.492,0.944,19.17,9.23,38.25,493.71
HN_0052,110.8982,28.8592,2020-11-07,Hunan,417.42,49.6,6.18,1005.05,85.49,49.79,6.88,-3.12,166.67,0.312,0.483,0.893,21.23,11.0,51.78,987.87
HN_0053,112.8138,28.8185,2020-11-19,Hunan,416.5,32.83,4.65,1005.77,79.07,32.49,-1.6,-1.38,169.22,0.369,0.456,0.637,16.59,11.81,38.14,482.46
HN_0054,112.876,29.5989,2020-11-09,Hunan,416.44,35.41,6.43,1013.66,69.04,50.0,2.53,-0.93,202.22,0.28,0.466,0.783,21.96,11.58,47.75,956.35
HN_0055,112.4614,26.4737,2020-11-12,Hunan,418.52,74.33,5.09,1013.76,65.51,33.34,-2.75,-2.42,174.55,0.218,0.469,0.735,19.53,9.56,51.78,784.76
HN_0056,109.8051,28.76,2020-11-15,Hunan,418.42,25.65,7.49,999.52,76.97,34.91,1.16,2.58,166.5,0.203,0.381,0.611,20.85,11.89,43.98,945.47
HN_0057,113.0503,26.0284,2020-11-22,Hunan,412.4,27.29,5.25,1024.31,86.52,44.4,2.3,-3.52,209.9,0.269,0.422,0.904,19.56,9.78,40.96,575.18
HN_0058,113.9697,25.9917,2020-11-12,Hunan,414.82,58.56,2.27,1005.18,69.49,49.1,1.61,-1.64,160.5,0.303,0.346,0.984,21.56,10.46,49.96,834.66
HN_0059,108.8157,27.8853,2020-11-26,Hunan,415.28,40.65,5.16,1015.0,61.16,44.29,-3.28,2.86,152.66,0.185,0.433,0.856,17.6,8.87,44.09,93.04
HN_0060,109.2031,26.6986,2020-11-20,Hunan,413.6,39.88,2.87,1010.83,63.15,31.18,-8.71,-0.66,179.47,0.245,0.482,0.649,18.58,10.97,40.59,983.81
HN_0061,112.0804,24.7096,2020-11-18,Hunan,418.76,17.51,4.91,1005.13,64.97,37.58,3.34,-2.44,208.15,0.361,0.494,0.601,18.82,8.79,50.75,98.09
HN_0062,113.6032,29.2488,2020-11-12,Hunan,415.13,19.93,3.72,1023.7,70.59,47.54,0.14,5.3,178.97,0.347,0.355,0.689,17.35,8.65,49.68,459.39
HN_0063,110.349,25.9367,2020-11-25,Hunan,419.44,32.72,3.32,1005.55,68.07,30.5,-2.91,-1.16,162.19,0.21,0.312,0.741,21.86,10.0,37.07,715.95
HN_0064,110.6085,27.865,2020-11-28,Hunan,419.46,31.94,3.55,998.24,69.8,36.25,-8.1,-4.59,198.33,0.3,0.338,0.68,18.6,11.52,45.0,218.75
HN_0065,110.1857,26.3424,2020-11-20,Hunan,418.7,20.16,6.16,1022.89,77.9,46.26,2.68,-0.1,168.96,0.189,0.418,0.686,19.69,8.68,46.13,125.11
HN_0066,113.547,29.7099,2020-11-28,Hunan,416.5,56.17,7.1,1018.79,72.72,42.58,1.11,3.12,191.1,0.332,0.398,0.701,19.3,12.46,51.76,550.94
HN_0067,112.3872,28.6878,2020-11-09,Hunan,418.67,24.03,4.51,1015.8,65.17,34.77,-8.28,-3.64,176.79,0.359,0.33,0.917,19.29,10.47,44.69,849.09
HN_0068,110.549,24.9666,2020-11-12,Hunan,412.09,51.14,5.91,999.01,77.0,35.11,0.84,-3.69,155.28,0.205,0.308,0.697,21.54,10.69,39.93,382.0
HN_0069,110.485,29.7137,2020-11-11,Hunan,412.78,57.31,6.97,1023.27,74.55,36.63,-5.94,-0.25,179.78,0.351,0.446,0.791,17.36,9.65,50.16,404.85
HN_0070,112.8673,24.7036,2020-11-06,Hunan,413.59,51.32,5.03,1018.87,60.36,35.71,-0.71,2.36,151.55,0.242,0.31,0.745,18.18,8.77,45.11,507.68
HN_0071,110.7346,25.0025,2020-11-11,Hunan,417.98,25.36,2.8,1024.5,61.46,36.02,4.51,-0.41,175.96,0.202,0.495,0.76,20.47,10.24,47.26,487.65
HN_0072,111.1187,26.6265,2020-11-26,Hunan,413.59,55.48,3.28,1022.55,76.91,31.7,-0.9,-5.45,175.76,0.372,0.35,0.966,18.24,8.73,41.3,601.55
HN_0073,113.4476,26.4763,2020-11-26,Hunan,411.82,65.68,3.12,997.17,60.35,44.14,-5.31,2.71,190.17,0.241,0.492,0.612,17.86,9.67,39.68,943.92
HN_0074,114.0152,29.2309,2020-11-27,Hunan,418.62,56.34,7.45,1009.58,83.97,49.81,-1.98,5.33,182.28,0.255,0.38,0.866,18.01,11.85,46.23,335.59
HN_0075,111.2547,28.9576,2020-11-21,Hunan,413.23,30.76,6.94,1018.02,67.24,48.42,1.21,-0.89,199.11,0.187,0.441,0.646,19.31,11.28,52.72,455.18
HN_0076,113.3213,28.5599,2020-11-11,Hunan,417.3,39.26,3.19,1013.75,80.1,46.02,-7.64,4.41,204.31,0.324,0.395,0.776,18.01,11.19,47.45,178.86
HN_0077,109.2737,25.3557,2020-11-19,Hunan,411.79,20.48,5.65,1000.71,82.46,49.32,5.82,5.01,175.29,0.305,0.41,0.947,17.6,12.03,43.34,400.73
HN_0078,109.8079,29.3452,2020-11-28,Hunan,419.22,26.25,5.31,1018.11,87.63,38.07,-2.54,-3.24,181.63,0.223,0.381,0.991,21.95,9.05,50.37,266.93
HN_0079,114.0559,26.9066,2020-11-22,Hunan,416.57,31.92,3.95,1015.23,76.81,34.52,0.56,-3.7,169.61,0.228,0.306,0.852,16.39,11.04,51.88,93.26
HN_0080,111.4251,28.3646,2020-11-01,Hunan,415.25,58.43,4.31,997.22,89.06,37.12,4.11,2.6,171.51,0.227,0.395,0.799,19.44,12.33,47.65,576.78
HN_0081,109.6984,26.7769,2020-11-17,Hunan,413.1,74.32,5.56,1006.15,79.79,37.3,-6.52,1.37,181.07,0.356,0.348,0.886,17.55,9.48,49.39,899.75
HN_0082,110.4435,29.8416,2020-11-16,Hunan,416.25,72.21,3.75,1010.18,79.41,42.85,1.14,-5.4,151.14,0.335,0.349,0.79,16.54,10.0,52.93,88.48
HN_0083,109.9763,28.6444,2020-11-02,Hunan,412.32,33.25,4.71,1000.41,63.39,32.3,-0.89,-0.05,201.54,0.261,0.452,0.802,20.81,11.24,37.0,418.28
HN_0084,109.9441,27.0203,2020-11-29,Hunan,416.13,42.62,6.33,1004.54,98.35,40.38,-4.95,4.72,171.48,0.234,0.438,0.603,20.88,9.27,42.87,289.76
HN_0085,112.9952,27.4553,2020-11-28,Hunan,413.38,21.64,7.37,1006.22,74.39,38.43,-7.06,5.18,166.1,0.358,0.308,0.73,21.04,9.93,51.74,835.84
HN_0086,110.9472,29.8426,2020-11-24,Hunan,415.9,58.97,4.59,1021.93,64.86,41.34,-8.4,-4.99,166.69,0.304,0.366,0.876,20.18,10.5,41.42,265.87
HN_0087,113.6977,28.0755,2020-11-01,Hunan,414.99,39.61,7.38,1012.95,85.19,47.33,5.74,-5.52,159.95,0.211,0.421,0.645,21.64,10.69,40.19,424.3
HN_0088,110.708,25.3031,2020-11-18,Hunan,412.76,55.65,5.07,995.5,96.65,35.54,-5.19,3.98,186.75,0.317,0.357,0.755,20.33,9.12,52.95,198.66
HN_0089,110.0436,25.8653,2020-11-14,Hunan,414.02,71.4,4.54,1017.38,86.98,34.59,-8.06,5.48,174.67,0.264,0.469,0.957,19.08,9.24,48.74,542.0
HN_0090,109.0171,29.6482,2020-11-06,Hunan,417.52,54.59,4.58,1001.38,84.01,30.95,-1.07,-3.68,206.38,0.213,0.303,0.87,17.87,9.95,40.95,776.89
HN_0091,111.5579,28.677,2020-11-14,Hunan,413.87,46.92,6.36,1000.69,78.98,39.66,5.01,-0.08,189.34,0.234,0.354,0.739,21.8,10.07,42.98,781.78
HN_0092,110.2452,30.0863,2020-11-16,Hunan,419.34,20.3,2.47,998.22,77.11,37.49,3.49,1.63,155.3,0.269,0.409,0.611,16.16,8.87,38.4,442.87
HN_0093,112.1763,29.0368,2020-11-18,Hunan,414.35,67.88,7.73,1004.87,66.79,42.01,1.75,-1.58,168.86,0.198,0.392,0.933,21.16,11.3,51.98,426.06
HN_0094,110.1329,28.0513,2020-11-07,Hunan,416.55,42.67,3.05,1007.83,70.17,44.51,-1.48,5.1,196.36,0.3,0.325,0.973,20.63,10.55,53.0,415.5
HN_0095,110.7547,24.8199,2020-11-30,Hunan,414.42,22.59,6.79,1007.55,87.02,47.02,6.97,3.19,200.56,0.232,0.385,0.963,19.4,10.25,49.02,408.53
HN_0096,109.4123,28.1889,2020-11-27,Hunan,419.12,22.2,7.76,996.18,86.72,49.97,3.85,4.79,194.7,0.224,0.471,0.623,16.56,8.81,40.09,391.85
HN_0097,109.0862,26.6614,2020-11-23,Hunan,418.88,73.32,4.99,995.5,66.12,39.46,-0.79,4.16,156.36,0.322,0.426,0.819,20.94,11.42,47.18,647.41
HN_0098,109.8266,27.8774,2020-11-06,Hunan,418.7,57.8,4.14,1022.2,94.12,34.18,-3.51,-0.57,192.25,0.318,0.419,0.689,20.04,12.37,37.72,979.49
HN_0099,111.8987,28.5153,2020-11-03,Hunan,412.13,60.92,2.68,1009.84,89.63,43.71,3.81,-4.09,208.04,0.233,0.339,0.94,17.7,12.35,37.09,56.67
HN_0100,112.7595,27.051,2020-11-11,Hunan,418.95,55.52,5.75,1004.89,66.94,47.12,-5.5,0.65,181.59,0.366,0.322,0.777,21.58,12.13,44.16,116.33
HN_0101,113.0738,29.8019,2020-11-04,Hunan,411.83,72.28,7.36,1001.05,82.65,48.9,2.7,0.92,156.62,0.372,0.5,0.901,16.61,9.39,47.43,719.44
HN_0102,111.2697,25.7531,2020-11-10,Hunan,415.16,36.71,3.41,1006.91,88.45,36.19,2.57,0.41,154.85,0.345,0.4,0.606,16.7,8.56,46.47,958.88
HN_0103,113.7257,26.1973,2020-11-27,Hunan,412.29,44.49,3.77,998.96,85.96,34.41,5.33,3.39,194.87,0.371,0.437,0.815,22.0,11.05,51.32,984.66
HN_0104,109.6679,27.7874,2020-11-23,Hunan,411.96,59.06,4.12,1009.56,74.12,31.71,-6.84,-5.71,166.28,0.216,0.481,0.687,20.87,11.16,37.12,451.91
HN_0105,109.2263,29.3403,2020-11-04,Hunan,413.7,34.19,7.29,1007.77,82.0,38.82,6.91,-0.67,153.52,0.306,0.325,0.88,16.08,8.91,50.3,175.65
HN_0106,109.5025,27.9661,2020-11-04,Hunan,416.3,27.21,3.28,1001.7,69.49,33.06,-4.09,1.53,169.91,0.362,0.386,0.68,17.97,9.06,47.73,894.96
HN_0107,109.2916,29.8274,2020-11-04,Hunan,413.88,26.61,3.96,998.42,91.81,44.03,2.74,1.56,207.99,0.311,0.445,0.614,20.84,9.43,39.84,955.09
HN_0108,113.0663,28.4823,2020-11-10,Hunan,415.42,52.72,7.79,1024.46,68.89,45.23,-5.42,-0.19,187.52,0.182,0.493,0.825,18.53,9.22,42.8,419.52
HN_0109,112.6552,27.0107,2020-11-16,Hunan,419.16,46.1,6.3,998.9,64.02,45.63,-0.74,-0.86,193.22,0.322,0.393,0.901,20.91,9.14,42.92,131.84
HN_0110,111.5233,29.7689,2020-11-04,Hunan,412.61,49.16,2.4,996.5,72.01,48.33,4.42,-3.1,170.92,0.337,0.376,0.646,18.2,9.07,39.03,948.97
HN_0111,112.5626,28.1786,2020-11-20,Hunan,417.51,29.25,5.17,995.86,78.2,32.85,0.28,-0.09,161.04,0.307,0.452,0.827,18.05,11.3,43.36,746.6
HN_0112,113.0816,27.4955,2020-11-05,Hunan,417.04,42.33,6.17,1011.87,97.83,49.0,0.04,4.37,209.61,0.201,0.445,0.774,20.76,11.05,42.06,271.29
HN_0113,112.0601,26.1503,2020-11-08,Hunan,414.23,23.35,7.46,1022.91,67.52,46.67,2.72,0.8,202.06,0.263,0.343,0.864,20.89,12.08,47.82,148.77
HN_0114,109.447,28.4804,2020-11-22,Hunan,412.73,52.12,3.6,1006.02,98.75,41.24,3.95,-2.29,179.72,0.316,0.397,0.913,17.65,8.67,47.2,909.19
HN_0115,109.2329,27.3419,2020-11-17,Hunan,418.02,32.85,5.85,1020.47,80.5,39.66,0.05,-5.82,175.21,0.246,0.437,0.851,17.46,10.46,38.55,199.89
HN_0116,111.686,26.5175,2020-11-08,Hunan,416.53,64.22,3.11,1001.33,87.9,42.79,-4.49,3.62,164.25,0.251,0.317,0.756,20.28,8.52,49.29,177.51
HN_0117,113.1734,29.6522,2020-11-04,Hunan,416.68,74.08,7.54,1020.66,73.34,30.75,5.17,-5.66,151.97,0.213,0.406,0.699,21.35,9.14,39.4,567.04
HN_0118,110.7253,29.7253,2020-11-04,Hunan,412.2,20.4,7.72,1016.17,87.47,47.24,-5.97,-0.98,198.44,0.297,0.399,0.754,17.18,8.55,38.71,271.26
HN_0119,112.6495,30.0572,2020-11-22,Hunan,417.73,15.86,7.99,1003.19,95.07,35.69,6.14,-1.2,192.29,0.213,0.45,0.839,19.38,8.55,41.86,226.17
HN_0120,112.6521,28.3024,2020-11-12,Hunan,413.62,49.21,7.39,1009.71,68.34,41.7,1.42,-1.47,150.74,0.256,0.437,0.735,18.18,11.5,41.99,131.34
HN_0121,109.617,25.5688,2020-11-07,Hunan,415.03,74.47,6.93,1018.18,95.15,34.26,0.31,-0.09,196.52,0.372,0.481,0.691,17.72,12.48,37.27,958.39
HN_0122,112.9758,27.1852,2020-11-10,Hunan,412.02,17.05,3.7,1009.49,75.91,44.9,-0.13,4.25,172.58,0.374,0.307,0.78,20.29,8.67,45.73,199.12
HN_0123,113.1712,27.2399,2020-11-29,Hunan,412.23,22.21,3.38,1005.81,60.21,31.56,-7.19,-0.84,207.99,0.318,0.361,0.919,19.96,8.95,51.48,598.57
HN_0124,109.0361,28.0247,2020-11-29,Hunan,417.75,62.18,5.22,1005.29,93.04,32.01,0.89,1.3,186.58,0.224,0.338,0.853,20.57,9.29,46.4,244.56
HN_0125,112.234,25.7136,2020-11-16,Hunan,417.49,66.98,6.14,1013.07,88.81,33.73,-7.79,-1.78,161.24,0.206,0.446,0.901,18.27,11.24,48.09,579.9
HN_0126,111.9371,27.8161,2020-11-07,Hunan,415.35,35.81,6.95,1001.11,69.71,36.85,2.2,-1.91,206.66,0.262,0.303,0.821,20.19,11.61,50.62,591.8
HN_0127,110.0362,24.7517,2020-11-23,Hunan,412.03,36.38,4.54,1022.82,86.32,32.08,2.99,-3.7,191.45,0.266,0.443,0.972,20.53,9.76,37.21,523.39
HN_0128,111.9877,27.0337,2020-11-16,Hunan,413.38,65.3,2.26,1022.28,61.23,48.34,3.67,3.84,160.06,0.205,0.333,0.886,18.37,10.91,48.38,870.97
HN_0129,112.0619,25.6559,2020-11-22,Hunan,414.19,19.57,5.65,1018.27,77.19,33.5,4.49,0.14,175.81,0.271,0.484,0.639,16.32,9.9,45.67,101.51
HN_0130,110.3231,29.9424,2020-11-09,Hunan,413.08,25.31,2.94,1005.56,62.49,40.21,-6.0,-2.74,166.48,0.223,0.377,0.641,17.86,9.39,39.32,397.96
HN_0131,109.2602,27.8853,2020-11-21,Hunan,419.21,66.51,4.32,1000.25,70.29,39.61,-6.57,-3.41,174.21,0.349,0.357,0.654,17.07,11.17,45.16,650.48
HN_0132,108.992,25.337,2020-11-20,Hunan,414.64,18.27,4.3,999.74,85.97,43.97,-8.36,0.19,197.25,0.299,0.348,0.92,16.55,9.08,38.76,667.98
HN_0133,113.7397,25.2544,2020-11-05,Hunan,416.15,59.27,6.66,1019.22,67.02,49.58,-4.76,3.07,178.77,0.342,0.471,0.938,21.13,10.41,50.65,584.18
HN_0134,109.1108,25.645,2020-11-22,Hunan,418.5,26.99,4.43,1021.7,94.55,43.07,1.56,0.2,156.75,0.229,0.351,0.835,18.24,12.35,42.65,543.62
HN_0135,111.4351,26.3103,2020-11-19,Hunan,418.67,37.62,2.44,1001.97,89.35,44.71,-0.31,-0.05,168.32,0.258,0.491,0.717,20.8,8.71,39.67,778.44
HN_0136,110.7498,25.7969,2020-11-27,Hunan,414.1,31.35,7.3,1006.21,93.02,45.16,6.65,5.39,176.24,0.351,0.351,0.823,18.92,11.67,52.52,513.54
