sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,112.9707,26.5329,2017-04-27,Hunan,415.85,55.23,14.92,997.23,183.92,62.1,4.17,-1.69,256.28,0.245,0.644,0.846,13.65,7.06,61.84,335.87
HN_0001,109.1505,25.0279,2017-04-22,Hunan,419.29,58.37,14.07,997.92,164.93,71.37,5.21,-0.04,279.77,0.17,0.707,0.634,13.2,9.51,63.35,245.64
HN_0002,109.2806,26.7613,2017-04-24,Hunan,419.4,40.39,14.17,1008.29,184.74,70.69,-0.95,-2.74,267.71,0.176,0.683,0.814,12.2,6.3,60.8,668.21
HN_0003,114.0772,27.0894,2017-04-03,Hunan,415.56,77.1,13.44,1018.49,154.76,70.18,6.52,4.25,267.22,0.166,0.714,0.728,12.89,9.34,65.23,592.29
HN_0004,113.7596,25.3469,2017-04-07,Hunan,417.27,87.33,17.08,1022.75,168.8,62.96,5.55,-5.78,275.23,0.291,0.729,0.676,12.77,9.31,59.5,995.54
HN_0005,111.324,29.7018,2017-04-09,Hunan,418.46,78.72,13.8,1012.58,184.88,61.58,4.34,1.95,263.76,0.198,0.651,0.808,12.89,9.18,69.23,975.13
HN_0006,110.1265,25.4028,2017-04-22,Hunan,415.5,88.55,15.69,1022.15,150.24,68.19,9.62,-5.2,293.43,0.129,0.759,0.716,16.76,6.11,63.24,623.04
HN_0007,110.0272,28.7841,2017-04-08,Hunan,413.11,77.39,15.52,1023.55,172.51,62.79,7.11,-2.63,254.05,0.106,0.61,0.705,13.79,7.47,67.88,255.57
HN_0008,112.2385,25.3332,2017-04-19,Hunan,417.55,57.73,13.44,1013.33,147.24,66.08,-5.64,0.81,264.04,0.279,0.753,0.86,13.11,8.09,58.68,779.66
HN_0009,109.0223,29.0416,2017-04-02,Hunan,415.48,75.69,12.99,1010.03,149.69,67.2,-3.56,5.52,269.86,0.206,0.754,0.799,16.06,6.19,69.98,149.09
HN_0010,113.0133,29.4227,2017-04-02,Hunan,416.61,51.13,17.41,1024.88,154.77,68.87,-2.97,0.49,260.2,0.149,0.628,0.649,12.48,7.8,71.69,698.76
HN_0011,112.0148,26.9128,2017-04-06,Hunan,414.56,56.82,13.62,1013.11,164.23,60.32,-1.34,-2.65,291.26,0.204,0.69,0.974,13.09,9.75,67.28,863.4
HN_0012,109.7072,26.1011,2017-04-07,Hunan,415.47,43.0,15.84,1002.1,146.95,57.31,4.84,-1.47,248.99,0.148,0.659,0.962,13.61,8.62,71.86,514.25
HN_0013,108.946,28.9789,2017-04-10,Hunan,416.22,51.91,17.88,1009.6,185.65,61.08,6.02,2.6,287.46,0.239,0.696,0.864,17.91,6.91,59.13,694.07
HN_0014,109.7306,28.3366,2017-04-13,Hunan,416.13,29.57,12.02,1015.47,165.89,66.13,4.14,-4.25,296.5,0.116,0.613,0.878,15.1,6.39,71.05,971.91
HN_0015,111.3546,25.9921,2017-04-18,Hunan,415.8,59.75,17.61,997.72,160.91,66.1,-4.46,2.25,267.5,0.192,0.691,0.715,14.04,6.65,67.03,403.79
HN_0016,110.2058,25.2861,2017-04-22,Hunan,413.19,63.25,17.91,1000.42,156.85,60.21,0.33,-0.14,246.21,0.106,0.628,0.753,14.3,8.66,65.83,152.47
HN_0017,113.8347,28.4536,2017-04-15,Hunan,416.48,70.53,15.25,1019.96,158.64,57.29,3.87,2.77,282.52,0.102,0.694,0.608,16.65,8.81,67.73,531.01
HN_0018,112.6616,24.9146,2017-04-20,Hunan,413.18,73.94,16.03,1018.41,185.81,75.85,8.6,4.74,254.69,0.194,0.569,0.874,15.28,8.83,69.54,308.32
HN_0019,111.2897,25.178,2017-04-13,Hunan,415.68,62.01,13.91,996.85,173.07,69.53,-1.14,-5.99,274.75,0.114,0.604,0.699,13.58,8.47,59.92,663.01
HN_0020,111.4179,26.5182,2017-04-11,Hunan,414.95,53.1,16.32,998.73,180.68,66.81,7.31,3.52,259.07,0.12,0.744,0.738,14.24,9.64,73.33,299.76
HN_0021,109.2804,24.6061,2017-04-25,Hunan,419.37,38.72,15.43,995.58,153.71,71.76,-1.68,-3.63,269.14,0.231,0.682,0.64,17.58,6.71,73.46,509.54
HN_0022,109.356,25.4174,2017-04-06,Hunan,416.13,44.89,12.88,1011.58,158.44,61.27,-4.58,-5.59,283.6,0.122,0.738,0.686,16.56,9.29,71.33,879.21
HN_0023,110.6345,30.0224,2017-04-24,Hunan,415.81,82.71,16.01,1018.36,153.8,56.01,-4.1,3.22,263.23,0.143,0.752,0.795,14.21,9.91,60.79,619.57
HN_0024,112.8447,29.7742,2017-04-13,Hunan,417.38,73.03,13.08,1006.52,169.99,68.37,-1.94,5.7,243.69,0.122,0.606,0.902,12.22,9.95,74.45,201.7
HN_0025,110.9665,25.7215,2017-04-16,Hunan,418.34,44.53,13.45,999.73,154.35,66.26,7.74,-1.59,281.34,0.149,0.741,0.966,12.65,9.36,69.88,424.15
HN_0026,113.3078,29.5692,2017-04-10,Hunan,419.02,69.59,16.29,1013.56,149.61,57.17,0.6,5.17,268.09,0.275,0.579,0.89,13.47,8.1,63.34,726.72
HN_0027,110.9648,27.1419,2017-04-01,Hunan,416.51,49.17,14.63,1018.92,146.82,59.63,6.73,0.55,252.1,0.2,0.64,0.907,16.54,7.85,63.07,61.46
HN_0028,111.3519,27.859,2017-04-05,Hunan,418.0,61.55,17.1,1009.69,177.39,62.45,3.37,1.67,282.16,0.26,0.615,0.754,13.24,8.99,62.98,421.47
HN_0029,113.1363,26.4689,2017-04-14,Hunan,413.66,56.19,15.81,1020.59,147.54,67.34,4.77,-4.38,292.86,0.116,0.624,0.695,12.41,8.8,66.83,455.77
HN_0030,109.877,27.0358,2017-04-08,Hunan,413.86,69.22,17.12,1024.81,153.53,62.12,8.0,-5.61,280.6,0.185,0.698,0.81,15.76,8.67,68.75,681.33
HN_0031,111.8691,28.5264,2017-04-10,Hunan,415.6,71.94,17.63,995.41,166.23,69.98,4.41,3.03,287.32,0.283,0.596,0.982,16.84,9.6,64.14,998.64
HN_0032,108.8659,29.3888,2017-04-13,Hunan,414.77,61.2,14.46,1023.88,163.56,67.25,5.95,-3.94,238.56,0.191,0.67,0.715,14.78,8.46,74.22,621.69
HN_0033,111.2238,24.7239,2017-04-17,Hunan,416.5,59.88,17.71,1019.44,154.86,63.74,4.34,0.6,262.44,0.296,0.593,0.735,14.38,6.27,66.14,548.36
HN_0034,110.2288,29.8903,2017-04-14,Hunan,414.3,45.62,14.23,1000.08,176.16,63.57,3.03,1.94,238.73,0.229,0.666,0.633,12.75,7.76,64.19,465.62
