sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,109.0975,27.5264,2018-10-02,Hunan,411.25,35.69,17.85,1005.47,86.89,44.39,-5.63,-2.81,197.86,0.38,0.483,0.918,21.12,11.31,47.02,82.23
HN_0001,110.0728,28.6694,2018-10-18,Hunan,416.18,41.74,15.06,1013.8,78.71,30.84,-7.87,-5.35,151.72,0.416,0.457,0.913,24.44,14.18,52.05,88.67
HN_0002,109.2791,29.7467,2018-10-14,Hunan,417.55,37.4,12.58,1006.15,77.67,34.81,-5.49,-0.26,187.6,0.234,0.45,0.733,21.45,14.03,44.05,213.42
HN_0003,109.777,27.8961,2018-10-24,Hunan,415.4,66.09,15.04,999.66,76.59,46.19,0.6,-0.75,192.03,0.394,0.474,0.789,21.21,14.26,46.82,331.37
HN_0004,111.3362,29.3609,2018-10-04,Hunan,414.55,65.3,14.13,1022.09,65.64,36.82,-4.79,1.36,199.68,0.415,0.371,0.623,20.74,13.82,48.37,351.06
HN_0005,113.1438,27.8549,2018-10-03,Hunan,410.94,47.24,13.95,1016.53,92.67,32.41,-1.11,-3.67,153.77,0.417,0.46,0.868,22.69,14.19,47.38,316.22
HN_0006,112.496,25.2923,2018-10-23,Hunan,417.11,25.43,15.29,1014.19,78.6,36.09,-5.38,-1.2,199.97,0.372,0.485,0.7,22.49,10.92,51.4,535.53
HN_0007,109.8489,28.6013,2018-10-22,Hunan,418.48,60.91,15.56,1005.94,68.94,31.36,-0.33,-2.68,161.24,0.317,0.42,0.612,21.7,14.03,40.7,242.07
HN_0008,113.9496,27.6322,2018-10-09,Hunan,417.5,21.86,16.06,1019.72,60.28,32.88,3.77,-5.54,200.16,0.353,0.451,0.936,22.0,11.12,50.04,930.23
HN_0009,112.9322,29.9114,2018-10-08,Hunan,415.17,70.5,14.39,997.61,76.82,43.56,-0.99,-4.0,177.09,0.361,0.346,0.842,23.48,10.56,43.16,341.24
HN_0010,109.2192,26.094,2018-10-19,Hunan,418.25,43.78,12.23,1004.48,62.91,37.66,-2.7,-2.93,152.7,0.403,0.381,0.628,20.21,12.23,38.4,596.48
HN_0011,110.4074,29.6417,2018-10-15,Hunan,412.11,27.63,13.72,1016.2,69.29,31.0,-4.59,-3.73,167.9,0.389,0.402,0.923,24.47,12.14,43.93,362.93
HN_0012,112.628,27.7209,2018-10-16,Hunan,417.16,69.19,13.1,997.75,70.99,40.62,-3.13,-2.2,181.17,0.379,0.409,0.89,23.43,11.84,51.02,824.64
