sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.852,25.7308,2020-02-20,Hunan,426.45,80.83,4.52,1004.35,150.62,22.14,7.09,0.61,62.48,0.268,0.235,1.317,24.55,18.92,32.04,57.7
HN_0001,111.9045,29.8575,2020-02-28,Hunan,427.19,83.83,5.58,1023.62,170.66,21.62,-2.54,-1.41,72.87,0.129,0.179,1.383,26.37,12.77,38.89,88.63
HN_0002,110.3113,26.4496,2020-02-21,Hunan,422.64,47.98,4.77,996.37,175.4,22.54,-2.34,-1.34,94.17,0.191,0.223,1.28,26.56,17.03,38.45,130.18
HN_0003,111.7612,27.0656,2020-02-12,Hunan,423.38,44.83,0.82,1016.75,148.35,19.88,2.98,-1.95,85.88,0.179,0.171,1.012,26.04,14.79,28.13,329.46
HN_0004,109.9549,29.6836,2020-02-23,Hunan,425.79,33.82,6.38,1022.84,178.72,23.42,-3.95,-1.98,78.73,0.24,0.217,1.314,21.77,16.51,38.7,781.81
HN_0005,114.0305,25.497,2020-02-04,Hunan,423.08,30.29,-3.02,1001.76,171.22,20.32,9.04,3.61,67.72,0.137,0.198,1.46,22.05,17.67,34.2,485.29
HN_0006,110.1633,28.2225,2020-02-12,Hunan,428.0,59.46,-2.25,1006.49,150.8,23.66,-4.74,5.12,89.78,0.233,0.198,1.441,23.59,15.63,28.04,426.29
HN_0007,111.0583,26.0148,2020-02-28,Hunan,423.24,58.4,3.93,1008.97,172.55,24.24,3.3,-3.05,71.92,0.295,0.173,1.369,22.97,11.65,31.02,454.02
HN_0008,111.2722,26.2974,2020-02-06,Hunan,426.58,82.73,6.46,1006.54,149.74,18.46,4.88,-1.39,99.61,0.231,0.243,1.033,27.34,17.74,39.84,929.74
HN_0009,108.9798,25.2904,2020-02-07,Hunan,428.0,65.33,0.2,1002.21,148.49,23.22,-2.36,2.9,60.82,0.169,0.203,0.982,29.49,15.28,29.65,463.75
HN_0010,113.4815,28.5699,2020-02-22,Hunan,425.46,65.42,2.52,1018.25,148.19,23.19,-2.87,-1.61,78.11,0.108,0.165,1.109,27.67,13.66,29.64,97.61
HN_0011,111.0532,28.4577,2020-02-26,Hunan,421.84,62.59,0.78,1008.67,149.63,23.42,0.42,-1.22,86.83,0.246,0.187,1.205,20.75,11.52,35.4,858.68
HN_0012,112.0898,27.8841,2020-02-12,Hunan,425.92,56.62,0.14,1005.48,150.28,19.39,6.07,3.18,78.73,0.265,0.192,1.14,26.41,13.54,39.52,516.63
HN_0013,109.3149,29.3149,2020-02-20,Hunan,427.03,76.97,2.52,1009.3,179.14,16.87,-0.2,-0.54,70.85,0.273,0.161,1.077,25.49,15.54,28.84,688.1
HN_0014,113.6245,29.0202,2020-02-14,Hunan,425.17,44.7,6.07,1003.48,179.63,17.73,0.18,3.46,68.57,0.186,0.181,1.046,25.2,13.99,38.38,302.98
HN_0015,110.9371,27.6534,2020-02-12,Hunan,427.12,61.63,-1.63,1001.89,178.03,18.4,3.0,1.48,95.45,0.104,0.166,1.336,26.17,15.52,30.45,453.15
HN_0016,108.8856,29.2365,2020-02-11,Hunan,428.0,80.83,-4.15,1002.09,179.19,17.63,4.76,0.7,82.88,0.285,0.195,1.139,27.37,16.27,32.3,706.43
HN_0017,112.6431,29.2007,2020-02-01,Hunan,422.97,76.64,-3.82,997.6,184.15,20.59,9.3,4.24,97.61,0.132,0.178,1.383,22.98,14.8,31.73,265.28
HN_0018,110.5942,27.4987,2020-02-16,Hunan,422.03,29.8,3.81,1019.74,165.78,16.69,-2.62,1.38,93.87,0.266,0.192,0.917,20.83,15.76,37.1,207.88
HN_0019,112.8027,28.1643,2020-02-10,Hunan,428.0,41.8,5.39,1023.48,185.61,20.23,-5.14,-3.11,87.81,0.162,0.16,1.418,22.53,16.92,39.04,606.63
HN_0020,112.5671,28.804,2020-02-08,Hunan,428.0,79.96,1.24,1013.04,155.3,23.54,1.91,-5.05,68.27,0.217,0.15,1.338,23.14,15.76,30.8,151.97
HN_0021,110.3464,29.3649,2020-02-15,Hunan,427.47,30.28,-1.46,1003.99,184.09,23.73,-6.18,-5.27,65.57,0.222,0.23,1.041,25.75,18.28,34.3,820.26
HN_0022,110.3775,24.735,2020-02-29,Hunan,423.87,76.9,7.66,1018.28,169.16,19.18,-1.37,-1.97,85.38,0.114,0.242,1.051,26.85,15.99,28.54,657.31
HN_0023,112.9165,27.1634,2020-02-19,Hunan,421.83,35.86,-3.77,1012.32,177.24,23.77,7.88,-0.6,61.28,0.169,0.161,1.325,20.96,14.95,27.5,932.67
HN_0024,111.8765,27.1664,2020-02-24,Hunan,425.08,49.08,-2.65,1019.28,178.62,23.28,9.17,-1.75,91.99,0.19,0.213,1.326,20.65,11.97,38.68,299.13
HN_0025,110.9394,25.5272,2020-02-21,Hunan,424.98,70.27,6.86,1020.38,177.19,16.24,5.42,6.0,91.44,0.245,0.159,1.042,27.27,17.79,35.34,306.74
HN_0026,111.0402,26.019,2020-02-24,Hunan,427.73,74.42,-3.74,1008.42,158.42,16.65,-0.72,-1.32,92.88,0.184,0.199,1.228,23.54,15.2,40.33,660.97
HN_0027,112.1075,25.8007,2020-02-10,Hunan,424.51,29.07,3.69,1004.36,176.67,21.83,5.19,-4.54,73.62,0.142,0.186,1.336,28.78,12.13,40.84,518.66
HN_0028,109.4902,28.1375,2020-02-05,Hunan,426.4,64.81,5.11,1001.82,163.17,22.8,9.48,-0.97,82.48,0.274,0.173,0.922,22.4,17.33,34.79,99.08
