sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.9344,26.0055,2019-08-20,Hunan,402.74,61.64,25.61,1003.78,160.91,78.36,0.77,-0.53,302.01,0.451,0.704,0.68,7.84,3.07,68.57,676.43
HN_0001,111.1261,25.8755,2019-08-30,Hunan,401.48,51.67,28.45,999.11,152.69,74.59,-3.07,4.56,301.55,0.276,0.692,0.501,12.55,3.88,94.85,418.63
HN_0002,109.6394,28.5727,2019-08-26,Hunan,404.82,38.21,29.18,1010.06,168.5,79.27,2.63,-3.73,314.75,0.427,0.725,0.616,9.14,5.91,84.37,599.98
HN_0003,111.5701,25.4113,2019-08-02,Hunan,405.3,21.48,28.45,1017.74,121.17,88.31,-3.76,-2.27,281.84,0.384,0.753,0.46,8.16,6.05,77.78,105.76
HN_0004,113.2419,25.835,2019-08-20,Hunan,405.68,67.74,31.57,1020.25,168.35,67.16,1.96,4.15,260.19,0.316,0.725,0.517,12.34,5.71,83.63,560.43
HN_0005,111.4922,29.2774,2019-08-23,Hunan,407.74,39.45,30.7,1008.76,154.44,87.04,-3.03,2.84,248.17,0.485,0.684,0.754,9.28,4.95,69.13,278.63
HN_0006,114.0383,24.775,2019-08-15,Hunan,408.56,58.07,31.97,1007.98,160.87,85.16,-6.0,2.68,258.88,0.494,0.654,0.401,11.14,4.71,67.16,897.25
HN_0007,112.9551,25.9553,2019-08-22,Hunan,407.46,58.08,28.47,1014.69,126.28,88.36,-9.35,0.72,269.98,0.507,0.611,0.584,7.2,5.91,75.49,194.49
HN_0008,110.2365,26.0906,2019-08-19,Hunan,401.27,22.37,34.2,1002.22,131.72,69.66,-9.72,1.27,269.6,0.393,0.786,0.51,11.82,5.81,80.35,668.75
HN_0009,110.9927,25.3728,2019-08-10,Hunan,401.67,15.33,34.73,1006.73,152.58,93.62,0.4,-1.27,277.59,0.381,0.73,0.79,9.02,3.79,82.47,384.13
HN_0010,109.7655,30.0141,2019-08-23,Hunan,401.51,18.5,27.85,1000.96,164.76,72.76,0.16,4.95,297.95,0.258,0.714,0.465,7.21,3.91,78.43,681.12
HN_0011,112.1664,28.6394,2019-08-28,Hunan,409.8,34.97,33.53,1011.83,141.83,89.74,3.39,-0.52,272.63,0.511,0.679,0.721,11.31,4.35,90.0,886.49
