sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,109.7032,27.3725,2018-12-25,Hunan,421.45,50.04,8.13,1006.31,87.06,18.75,-7.22,-0.88,68.61,0.194,0.171,1.3,23.5,11.57,40.71,628.57
HN_0001,109.9002,28.2525,2018-12-12,Hunan,426.57,23.38,9.1,1004.64,87.8,21.65,3.6,-0.93,86.87,0.207,0.223,1.23,27.72,13.67,34.97,839.6
HN_0002,108.8291,25.7941,2018-12-29,Hunan,423.36,55.01,-2.25,1015.3,79.14,16.4,-0.91,4.45,98.41,0.278,0.167,0.977,23.75,14.49,33.49,609.79
HN_0003,111.6611,26.3641,2018-12-31,Hunan,424.11,43.49,8.83,1007.03,84.31,19.7,1.33,-1.17,98.99,0.167,0.165,1.413,27.84,18.24,28.79,132.29
HN_0004,111.3143,29.7734,2018-12-22,Hunan,425.65,70.59,2.37,1006.33,81.62,22.98,2.48,3.71,99.08,0.131,0.218,1.202,27.02,13.75,35.42,849.78
HN_0005,110.8399,25.4751,2018-12-09,Hunan,426.24,79.54,5.29,1009.83,93.96,18.66,3.72,-0.09,68.87,0.13,0.203,1.35,27.88,13.52,33.99,445.81
HN_0006,114.188,27.0576,2018-12-09,Hunan,427.86,50.7,-3.57,1015.51,98.93,20.5,4.96,-3.91,80.08,0.254,0.198,1.441,24.64,16.4,42.12,217.84
HN_0007,113.5254,29.8682,2018-12-22,Hunan,426.8,28.72,4.61,1019.76,98.23,21.43,7.69,0.88,62.39,0.149,0.246,1.33,22.09,14.04,29.34,435.48
HN_0008,114.1997,27.6761,2018-12-22,Hunan,426.49,39.11,0.55,1014.03,92.01,19.54,-3.34,2.81,83.06,0.293,0.218,1.296,26.49,16.42,36.14,256.49
HN_0009,112.1211,29.682,2018-12-09,Hunan,425.09,69.98,3.06,1004.83,82.44,24.41,-7.96,-0.65,77.28,0.107,0.218,1.352,23.37,18.39,38.67,225.95
HN_0010,112.3218,28.5543,2018-12-17,Hunan,421.86,41.32,3.8,1002.81,94.4,15.32,-2.15,-1.77,95.9,0.176,0.249,1.292,20.27,15.03,36.03,643.63
HN_0011,113.9913,25.6095,2018-12-31,Hunan,425.46,77.4,4.71,1020.14,63.07,21.28,-7.03,3.64,69.08,0.147,0.19,1.048,27.18,13.21,35.84,935.4
HN_0012,112.2352,29.2936,2018-12-01,Hunan,422.42,47.1,9.01,1018.36,84.57,20.58,-8.0,-4.32,85.85,0.223,0.155,1.417,28.15,15.35,32.33,998.35
HN_0013,111.2202,29.3699,2018-12-11,Hunan,424.02,76.79,-1.03,1004.99,79.96,15.36,0.75,4.5,72.24,0.226,0.19,1.498,29.56,17.12,31.22,385.51
HN_0014,111.0123,25.1405,2018-12-12,Hunan,422.93,73.87,-1.3,1014.02,75.23,15.99,-5.56,1.25,78.15,0.201,0.249,1.466,26.09,17.4,34.16,222.95
HN_0015,113.4755,28.0336,2018-12-23,Hunan,425.21,75.93,6.59,1011.9,79.65,23.87,-5.27,-1.2,83.14,0.293,0.184,1.204,25.24,13.03,39.1,791.78
HN_0016,114.1794,25.3578,2018-12-05,Hunan,425.52,43.47,-1.18,1017.24,91.74,22.67,-6.14,-1.42,65.8,0.172,0.151,1.263,25.96,17.31,34.87,894.21
HN_0017,109.1264,27.6884,2018-12-27,Hunan,423.29,38.12,2.43,1008.11,82.94,19.71,0.23,-1.74,86.52,0.265,0.177,0.937,26.91,11.74,27.95,492.55
HN_0018,113.0797,28.4972,2018-12-14,Hunan,427.57,48.83,0.11,1013.38,64.14,24.44,-4.61,-3.89,67.78,0.28,0.15,1.319,22.5,16.82,38.21,931.21
HN_0019,113.4086,29.8691,2018-12-18,Hunan,422.37,48.27,-2.63,998.82,63.97,19.25,1.9,3.9,96.38,0.139,0.163,1.198,28.47,15.15,35.63,655.51
HN_0020,109.6571,29.8686,2018-12-12,Hunan,424.46,75.89,0.3,1018.69,92.8,23.33,-5.99,2.09,95.87,0.151,0.18,1.13,27.25,13.46,32.02,914.88
HN_0021,114.0919,25.5528,2018-12-12,Hunan,427.99,27.22,-0.17,1013.25,88.39,21.22,5.12,-0.07,80.31,0.207,0.202,1.233,26.31,16.16,30.34,339.94
HN_0022,110.4048,25.2954,2018-12-29,Hunan,422.41,77.73,-2.97,996.37,67.68,20.28,-5.99,-3.97,71.41,0.286,0.214,1.231,23.07,15.42,35.38,502.9
HN_0023,112.1098,29.1004,2018-12-05,Hunan,422.5,30.5,4.07,1010.01,85.38,20.14,-5.78,-3.99,81.59,0.215,0.237,1.218,22.29,18.15,38.79,299.81
HN_0024,113.2443,27.5248,2018-12-11,Hunan,422.62,60.31,7.1,995.63,68.34,20.98,-0.71,4.77,95.42,0.234,0.191,1.166,25.14,17.75,36.94,124.65
HN_0025,109.8294,28.3342,2018-12-26,Hunan,421.97,36.47,-4.68,998.13,85.34,20.93,-0.67,-4.15,87.97,0.24,0.169,1.127,22.21,14.93,33.76,697.65
HN_0026,111.5143,28.9996,2018-12-20,Hunan,424.11,57.51,3.7,1000.79,92.49,20.06,1.49,-4.23,71.7,0.127,0.23,1.069,23.93,13.11,37.4,292.05
HN_0027,111.4504,26.897,2018-12-24,Hunan,422.76,69.04,8.1,1004.43,97.63,22.57,0.17,2.58,69.93,0.178,0.2,1.124,26.76,13.51,36.4,286.14
HN_0028,111.4741,28.0733,2018-12-02,Hunan,428.0,49.43,6.17,1011.96,76.7,18.12,7.36,3.06,79.07,0.159,0.208,1.445,26.56,11.84,38.99,878.7
HN_0029,111.5338,26.4245,2018-12-21,Hunan,422.61,44.93,6.63,997.52,89.78,24.51,0.28,-0.12,83.79,0.14,0.171,1.21,22.91,12.66,40.98,221.33
HN_0030,110.6155,29.8581,2018-12-20,Hunan,427.3,29.31,2.13,1011.61,83.84,23.77,-4.01,2.14,77.82,0.131,0.156,1.171,25.58,13.66,33.21,962.74
HN_0031,109.9399,25.7635,2018-12-03,Hunan,422.75,53.82,-0.1,997.6,99.49,19.29,-5.27,-2.97,87.42,0.177,0.178,1.103,27.31,13.56,40.01,866.49
HN_0032,113.3447,26.4103,2018-12-02,Hunan,426.54,71.99,3.18,1007.69,69.56,19.56,-6.64,1.68,89.19,0.274,0.217,1.037,21.55,17.36,31.22,675.14
HN_0033,109.5571,26.9764,2018-12-28,Hunan,423.5,78.11,0.06,1003.78,98.24,24.2,5.49,4.88,64.05,0.218,0.176,1.052,22.99,18.89,39.48,54.62
HN_0034,111.8043,27.8846,2018-12-06,Hunan,424.3,28.39,3.2,1021.45,88.75,24.11,7.95,-2.14,98.81,0.13,0.233,1.368,25.11,17.2,32.16,404.07
HN_0035,113.0474,24.9503,2018-12-22,Hunan,421.03,61.71,3.64,1001.96,90.29,24.67,4.11,-2.54,92.41,0.159,0.238,1.241,27.9,14.78,41.86,901.87
HN_0036,112.8035,28.7572,2018-12-04,Hunan,423.73,63.27,1.2,1002.19,80.46,22.25,6.11,-0.28,61.4,0.216,0.181,1.209,28.48,14.29,41.33,230.35
HN_0037,112.2715,24.8158,2018-12-22,Hunan,424.04,40.74,-2.91,1017.98,88.21,18.62,1.26,4.03,70.84,0.109,0.244,1.243,29.66,18.25,41.69,692.61
HN_0038,110.1665,25.869,2018-12-19,Hunan,428.0,67.77,9.81,1020.22,64.34,15.51,6.56,-3.5,64.1,0.216,0.17,1.081,25.13,11.1,29.35,565.44
HN_0039,110.6341,29.0889,2018-12-23,Hunan,423.59,59.26,1.94,1012.62,79.36,18.85,-7.34,5.54,84.43,0.205,0.168,1.182,22.77,15.34,36.91,869.01
HN_0040,112.979,27.7973,2018-12-21,Hunan,424.92,63.49,6.51,1012.03,89.57,21.75,4.2,-2.62,96.28,0.274,0.224,1.441,27.03,11.47,34.46,546.76
HN_0041,113.5471,29.375,2018-12-04,Hunan,423.36,33.76,5.46,1012.13,69.61,17.05,3.87,2.58,77.59,0.294,0.183,1.022,23.65,16.87,41.97,598.48
HN_0042,113.2524,25.584,2018-12-09,Hunan,422.4,21.3,0.77,999.37,66.37,23.42,-1.57,3.7,91.57,0.172,0.184,1.376,24.49,13.67,33.55,92.78
HN_0043,113.0516,27.9202,2018-12-05,Hunan,424.15,78.7,-0.72,998.49,83.24,22.81,-5.68,1.57,84.06,0.11,0.156,0.918,24.37,11.86,42.89,350.81
HN_0044,109.6601,25.7,2018-12-25,Hunan,426.72,34.04,8.19,1001.56,97.55,21.07,-6.5,-2.17,99.05,0.278,0.174,0.96,23.65,18.78,38.84,364.84
HN_0045,108.9653,25.2725,2018-12-19,Hunan,426.08,63.65,9.43,996.19,83.98,15.57,3.71,2.43,96.21,0.287,0.227,1.467,27.68,13.67,39.48,273.83
HN_0046,112.1334,28.7654,2018-12-01,Hunan,424.8,67.98,9.97,1023.49,87.45,21.77,-4.96,-4.12,88.92,0.23,0.159,1.27,28.61,12.93,31.32,134.03
HN_0047,110.7716,27.9174,2018-12-09,Hunan,423.74,30.75,-2.9,1009.28,76.17,24.55,-1.78,-2.02,69.91,0.154,0.231,1.377,25.03,18.96,34.42,832.23
HN_0048,110.4402,27.8671,2018-12-30,Hunan,423.2,32.03,5.21,1011.86,71.86,22.82,7.84,5.5,70.01,0.281,0.219,1.499,23.73,16.78,31.31,357.02
HN_0049,111.3837,26.8326,2018-12-12,Hunan,423.1,22.61,9.93,1008.8,86.14,18.94,-1.79,-1.9,62.57,0.266,0.196,1.303,29.96,15.83,31.54,478.15
HN_0050,113.355,26.6508,2018-12-18,Hunan,424.58,61.47,-0.61,1024.55,92.84,15.0,-7.54,-2.71,94.26,0.238,0.153,1.052,25.83,13.48,30.91,442.61
HN_0051,113.8972,26.561,2018-12-22,Hunan,427.67,78.08,-3.12,1004.25,95.78,21.77,1.01,5.19,76.18,0.29,0.207,1.455,27.74,17.71,40.33,519.32
HN_0052,113.1232,25.4232,2018-12-11,Hunan,426.05,75.54,-3.05,1002.86,95.52,23.78,-7.84,-1.29,91.77,0.173,0.158,1.184,25.01,14.35,36.81,117.86
HN_0053,111.8286,25.1162,2018-12-03,Hunan,427.39,56.84,6.73,1007.58,77.81,20.09,4.27,2.13,62.43,0.197,0.225,1.384,27.8,12.71,37.55,524.01
HN_0054,110.0698,29.2778,2018-12-18,Hunan,424.1,47.31,8.11,1005.51,96.29,18.69,-2.04,-4.57,82.17,0.179,0.182,0.911,23.12,11.19,38.05,867.84
HN_0055,112.7014,26.1337,2018-12-30,Hunan,427.69,42.45,-0.83,1009.54,70.87,22.09,1.55,4.33,97.27,0.115,0.213,0.991,21.97,12.97,29.48,240.9
HN_0056,109.2375,26.2081,2018-12-23,Hunan,424.97,77.95,-4.99,1000.98,61.3,23.11,2.41,-4.42,69.64,0.193,0.178,1.421,25.42,15.65,31.79,417.02
HN_0057,112.0436,26.9002,2018-12-12,Hunan,423.68,72.16,8.76,1024.47,90.1,19.41,-2.75,0.52,82.41,0.15,0.224,1.098,22.55,16.43,39.93,358.09
HN_0058,110.924,25.2901,2018-12-30,Hunan,428.0,79.11,9.98,998.31,89.63,20.63,-5.45,1.12,94.61,0.249,0.169,1.233,20.63,11.61,28.75,347.07
HN_0059,109.9393,27.1929,2018-12-25,Hunan,423.23,52.4,7.47,996.37,84.15,22.61,-0.32,4.6,90.54,0.143,0.214,1.012,26.53,18.91,32.17,942.49
HN_0060,113.1024,26.2325,2018-12-17,Hunan,427.91,76.37,6.12,1013.27,89.44,19.88,3.25,2.99,77.39,0.188,0.233,1.449,25.5,18.23,42.99,276.58
HN_0061,110.1093,25.3315,2018-12-04,Hunan,427.86,72.31,9.02,1021.64,66.94,19.06,-2.69,-1.18,71.66,0.136,0.233,1.121,23.54,12.9,39.72,859.07
HN_0062,109.9321,29.7851,2018-12-05,Hunan,425.68,48.97,8.74,1012.67,80.52,22.67,6.89,-5.4,98.1,0.15,0.172,1.267,22.67,18.2,28.04,86.67
HN_0063,109.8327,27.1421,2018-12-24,Hunan,427.02,74.17,0.16,1000.71,90.03,22.49,-1.4,4.99,99.15,0.133,0.2,1.455,26.76,15.17,32.6,397.05
HN_0064,111.6249,26.9519,2018-12-31,Hunan,422.5,46.59,-3.48,1012.94,73.96,20.3,7.56,3.5,73.2,0.225,0.175,1.098,27.08,16.39,29.39,300.73
HN_0065,110.4569,26.8314,2018-12-29,Hunan,422.49,26.6,3.35,1008.13,90.91,20.97,-5.48,1.71,61.38,0.218,0.177,1.137,26.36,13.2,33.82,695.9
HN_0066,110.9942,29.2977,2018-12-04,Hunan,426.11,40.31,-2.91,1022.98,92.85,24.1,2.3,-0.2,81.78,0.17,0.173,0.931,28.47,16.1,31.42,363.41
HN_0067,110.925,29.627,2018-12-17,Hunan,421.67,23.11,-1.27,1009.46,74.72,22.88,6.66,3.37,69.36,0.154,0.244,1.183,27.97,12.25,33.85,813.41
HN_0068,111.2837,29.6682,2018-12-06,Hunan,428.0,53.32,4.36,1018.81,60.68,24.18,-5.79,4.99,84.87,0.158,0.203,1.445,27.25,13.99,34.44,948.0
HN_0069,109.4395,25.0636,2018-12-29,Hunan,425.5,55.39,5.04,1008.64,77.12,22.27,-1.51,1.29,83.13,0.112,0.235,0.922,23.02,17.82,27.48,112.83
HN_0070,111.847,24.9658,2018-12-14,Hunan,426.99,41.52,1.87,1024.74,90.63,24.81,6.56,5.02,93.96,0.246,0.165,1.137,21.99,16.21,31.82,707.69
HN_0071,108.9207,29.5529,2018-12-13,Hunan,423.7,58.28,2.92,1013.46,76.0,22.27,-0.82,1.63,64.65,0.279,0.2,1.048,20.61,16.4,31.01,502.43
HN_0072,110.0263,26.4245,2018-12-21,Hunan,422.91,62.91,8.79,999.9,66.17,15.43,-1.86,2.8,76.34,0.21,0.215,1.384,23.27,18.68,30.31,300.11
HN_0073,110.1544,29.1314,2018-12-28,Hunan,426.15,66.85,1.65,1016.54,72.36,23.32,2.44,3.12,99.93,0.158,0.208,1.051,28.25,12.99,38.0,115.73
HN_0074,112.8661,28.704,2018-12-08,Hunan,421.31,61.04,5.7,1003.5,78.08,22.74,-1.57,5.2,65.97,0.12,0.246,1.252,28.31,18.12,37.13,407.74
HN_0075,114.0522,26.9278,2018-12-27,Hunan,422.64,65.63,-1.2,1024.82,68.05,20.62,-5.46,1.15,83.41,0.286,0.237,1.324,23.29,13.06,28.41,586.66
HN_0076,111.507,29.3937,2018-12-04,Hunan,425.14,34.65,9.75,1011.25,84.28,24.81,-1.36,5.38,74.29,0.279,0.16,1.097,29.72,13.32,41.28,520.38
HN_0077,110.0058,27.9041,2018-12-13,Hunan,423.34,70.61,-4.03,997.79,81.04,19.03,6.61,-3.78,69.65,0.155,0.174,1.114,29.28,15.82,28.3,438.96
