sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.383,25.4127,2017-02-13,Hunan,422.27,30.3,4.04,995.82,151.51,24.12,8.24,-4.18,61.73,0.194,0.229,0.958,29.32,13.56,38.74,916.59
HN_0001,110.8958,27.4303,2017-02-19,Hunan,421.83,61.16,4.8,1002.29,148.25,24.84,-3.32,-0.43,95.18,0.252,0.21,1.058,28.44,17.97,32.81,343.58
HN_0002,111.7535,25.3099,2017-02-24,Hunan,426.16,43.63,-2.31,1022.42,159.58,19.56,5.52,-4.13,63.99,0.273,0.219,1.441,28.93,16.9,27.14,259.59
HN_0003,111.4563,26.9102,2017-02-19,Hunan,423.77,39.06,-0.63,1018.32,159.86,21.74,1.04,-5.03,63.01,0.12,0.178,1.305,29.79,15.88,39.83,135.79
HN_0004,112.5653,26.0183,2017-02-22,Hunan,421.6,81.22,-4.62,995.29,158.25,21.3,4.35,5.3,86.36,0.101,0.201,1.262,28.85,13.13,40.19,311.6
HN_0005,112.7452,28.2962,2017-02-12,Hunan,425.85,31.24,8.2,1007.76,163.15,23.77,2.5,0.95,72.01,0.187,0.249,0.926,26.6,19.0,27.13,230.62
HN_0006,113.5889,25.3983,2017-02-10,Hunan,426.26,51.52,3.52,1003.4,172.99,22.05,9.61,-1.36,92.18,0.216,0.234,1.002,20.78,11.44,31.05,170.21
HN_0007,112.357,25.8436,2017-02-02,Hunan,424.62,72.31,8.59,1010.87,168.24,23.07,4.91,1.25,74.52,0.268,0.172,1.417,23.99,15.88,34.52,693.64
HN_0008,111.8532,29.6715,2017-02-23,Hunan,424.34,77.17,4.71,1024.14,171.34,21.91,4.28,-5.83,89.72,0.2,0.195,1.076,24.3,13.79,37.75,408.27
HN_0009,112.2094,28.8849,2017-02-07,Hunan,423.0,62.73,8.06,1021.36,160.35,16.68,-0.4,0.77,73.25,0.233,0.215,1.248,28.71,14.38,35.39,733.07
HN_0010,109.0181,27.6993,2017-02-12,Hunan,420.32,77.93,0.38,1009.18,182.42,20.59,4.01,-2.2,79.62,0.137,0.227,1.131,20.0,18.8,36.52,774.17
HN_0011,112.0882,26.9017,2017-02-07,Hunan,426.38,30.9,-4.6,1014.7,149.75,22.22,-1.78,0.13,61.99,0.262,0.163,1.496,28.97,14.07,39.47,423.01
HN_0012,109.6738,26.9857,2017-02-08,Hunan,426.25,42.49,8.81,996.32,175.99,23.38,8.22,-2.43,79.23,0.16,0.216,1.114,26.44,16.31,36.48,277.52
HN_0013,108.8013,29.0157,2017-02-11,Hunan,426.17,41.84,7.06,999.17,170.54,22.47,-3.91,3.9,80.78,0.189,0.18,1.155,28.89,18.09,34.23,522.84
HN_0014,110.4303,30.0828,2017-02-08,Hunan,423.41,66.45,-3.83,997.44,177.73,17.28,5.69,-3.96,77.24,0.166,0.184,1.418,28.28,15.56,35.91,796.31
HN_0015,111.7754,25.2109,2017-02-14,Hunan,423.21,62.19,8.81,1016.04,180.96,15.68,-0.87,0.2,75.91,0.154,0.22,1.487,27.53,12.86,34.16,698.28
HN_0016,112.3762,25.2085,2017-02-18,Hunan,421.24,66.05,-4.33,998.2,146.61,20.62,-2.91,-3.2,80.07,0.24,0.174,1.239,24.06,12.71,41.09,239.19
HN_0017,110.7016,28.7927,2017-02-18,Hunan,420.45,78.06,5.98,1017.12,155.32,22.06,3.37,-1.38,80.56,0.294,0.229,1.296,20.77,18.29,30.78,354.21
HN_0018,112.1651,27.8838,2017-02-03,Hunan,424.23,49.96,6.79,1011.21,159.64,22.57,-5.2,-2.7,97.79,0.118,0.213,1.358,24.01,15.78,41.78,717.81
HN_0019,113.6934,29.8994,2017-02-01,Hunan,426.51,34.3,4.08,1020.61,149.27,21.7,-4.57,-0.13,68.64,0.16,0.179,1.222,27.25,11.29,39.38,909.61
HN_0020,112.0519,24.8877,2017-02-07,Hunan,427.06,79.53,7.04,1018.89,160.0,17.9,-5.14,0.06,65.53,0.198,0.223,1.355,20.2,17.64,35.84,634.26
HN_0021,109.5125,25.9968,2017-02-20,Hunan,424.79,86.7,-0.79,1010.22,148.86,22.75,-4.29,-2.91,92.95,0.256,0.225,1.21,23.11,14.71,31.4,267.19
HN_0022,113.5924,28.1609,2017-02-10,Hunan,421.85,35.32,7.17,1014.64,172.1,18.17,8.76,-4.39,90.37,0.247,0.191,1.016,24.92,18.25,31.54,178.21
HN_0023,110.3545,28.0264,2017-02-14,Hunan,424.03,34.81,0.18,1014.08,156.47,17.86,3.21,-0.09,87.92,0.233,0.156,0.943,20.26,11.88,32.54,124.9
HN_0024,110.2336,28.3554,2017-02-14,Hunan,421.18,52.35,-0.42,1003.01,179.15,22.74,2.11,-0.69,78.51,0.201,0.24,1.309,22.84,17.61,36.25,105.87
HN_0025,113.0145,25.0056,2017-02-27,Hunan,422.59,36.75,-4.71,1004.72,176.63,20.92,-2.79,-3.36,76.27,0.135,0.17,0.937,22.75,13.43,35.29,199.99
HN_0026,112.9822,25.7465,2017-02-13,Hunan,423.71,76.13,7.55,1014.7,159.89,24.66,-2.8,-0.01,65.52,0.109,0.182,1.382,20.61,11.21,32.17,424.01
HN_0027,113.8748,26.7771,2017-02-15,Hunan,426.85,72.12,2.42,996.0,173.42,19.02,0.79,-0.09,89.07,0.255,0.23,1.402,25.29,14.81,29.72,149.65
HN_0028,111.2376,25.2889,2017-02-19,Hunan,421.37,64.27,-0.31,995.78,155.18,24.89,-6.05,-2.33,72.65,0.181,0.158,1.137,25.13,18.57,36.56,883.78
HN_0029,109.2308,27.6464,2017-02-19,Hunan,422.45,56.54,2.48,1002.44,157.58,24.87,1.15,-2.14,80.02,0.246,0.17,1.299,22.7,13.2,33.14,498.86
HN_0030,109.9416,28.1721,2017-02-14,Hunan,423.89,48.37,9.73,1017.6,185.96,24.92,-4.61,-1.01,98.15,0.227,0.25,1.288,28.59,18.68,30.61,397.74
