sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,114.0601,29.8935,2019-03-11,Hunan,420.6,74.53,5.53,1013.99,194.51,78.12,4.57,-5.06,306.79,0.122,0.727,0.905,17.5,7.12,70.36,183.35
HN_0001,109.3161,25.8364,2019-03-06,Hunan,418.13,89.87,3.45,1015.95,188.31,74.76,-0.36,-2.92,294.77,0.172,0.646,0.845,14.71,8.95,62.1,635.79
HN_0002,111.0619,30.0487,2019-03-16,Hunan,416.2,35.59,5.43,1023.31,180.36,60.52,-1.09,1.53,302.15,0.224,0.76,0.88,13.24,6.48,63.49,155.18
HN_0003,113.1235,28.4657,2019-03-28,Hunan,417.78,55.74,3.65,1016.65,193.13,69.51,-0.94,0.67,278.32,0.124,0.727,0.712,12.24,8.11,76.08,716.74
HN_0004,110.841,29.5964,2019-03-14,Hunan,420.31,71.95,4.88,1002.76,174.36,72.49,7.45,-5.92,257.72,0.221,0.671,0.863,15.68,9.41,63.57,242.15
HN_0005,112.6119,30.0007,2019-03-26,Hunan,418.94,41.06,4.22,1021.71,182.91,69.17,6.77,-2.86,289.08,0.156,0.661,0.729,16.51,6.78,70.24,266.95
HN_0006,109.0483,26.1678,2019-03-26,Hunan,413.15,51.94,5.63,1020.62,171.26,64.3,4.13,-0.39,271.5,0.219,0.745,0.665,12.15,8.73,73.88,188.23
HN_0007,109.0322,26.9176,2019-03-06,Hunan,415.8,62.91,5.0,1000.19,179.91,70.31,7.39,4.11,260.5,0.204,0.668,0.939,12.43,8.59,63.56,183.22
HN_0008,111.922,25.9791,2019-03-05,Hunan,414.53,87.43,4.56,1007.55,162.23,69.84,4.24,-1.01,262.57,0.162,0.706,0.952,12.6,6.68,75.85,68.09
HN_0009,110.6587,28.3303,2019-03-21,Hunan,417.48,67.37,7.21,1016.89,162.45,76.54,7.66,-0.9,277.97,0.176,0.708,0.74,15.55,8.54,64.31,680.25
HN_0010,109.0884,27.2971,2019-03-27,Hunan,417.44,64.59,6.52,1004.3,171.78,74.9,-5.49,5.11,301.84,0.153,0.639,0.679,15.31,9.65,67.73,245.27
HN_0011,109.5648,25.8953,2019-03-11,Hunan,418.11,52.68,4.77,1009.01,187.59,73.34,9.7,0.39,286.13,0.279,0.78,0.958,17.47,6.94,70.02,571.53
HN_0012,112.2376,28.7487,2019-03-18,Hunan,415.46,84.68,5.86,996.06,186.32,66.6,8.49,4.43,262.06,0.166,0.672,0.825,16.42,6.96,64.07,897.4
HN_0013,111.3487,24.9316,2019-03-21,Hunan,415.21,51.69,2.74,996.4,189.8,76.85,4.65,-1.71,302.19,0.26,0.703,0.826,17.61,7.5,64.4,755.29
HN_0014,109.1946,24.7663,2019-03-01,Hunan,420.65,68.38,4.3,995.67,173.15,63.46,8.38,-4.3,272.48,0.19,0.626,0.903,14.99,9.33,63.77,742.12
HN_0015,109.2043,29.056,2019-03-08,Hunan,418.5,75.7,7.87,1011.57,183.0,76.22,6.02,4.54,306.71,0.126,0.711,0.756,15.29,6.25,71.01,665.43
HN_0016,111.7558,28.2222,2019-03-13,Hunan,420.98,41.17,5.3,1009.62,193.55,63.19,1.54,-1.45,255.46,0.141,0.632,0.949,13.48,9.31,62.08,313.9
HN_0017,113.6871,29.0057,2019-03-21,Hunan,420.37,62.0,5.09,1006.13,164.76,61.7,5.0,5.57,309.16,0.279,0.695,0.88,17.36,8.53,68.2,957.17
HN_0018,112.3748,26.6595,2019-03-02,Hunan,413.08,87.84,6.41,1006.92,186.69,75.05,-3.96,4.79,309.56,0.207,0.654,0.917,15.44,7.86,72.37,997.37
HN_0019,113.0057,30.085,2019-03-06,Hunan,416.44,41.23,2.75,998.22,185.31,60.74,3.16,-3.39,290.68,0.191,0.733,0.778,16.93,9.45,67.27,562.41
HN_0020,113.1836,24.8164,2019-03-10,Hunan,413.12,37.7,4.36,1008.27,187.63,69.46,9.08,5.36,263.67,0.149,0.644,0.848,14.29,8.25,65.97,892.99
HN_0021,110.2339,26.2557,2019-03-16,Hunan,414.97,43.13,7.62,1025.0,170.05,76.7,8.67,-5.63,268.3,0.165,0.771,0.866,15.83,9.47,72.05,551.73
HN_0022,113.6326,25.0559,2019-03-16,Hunan,419.9,53.39,3.6,1010.15,169.67,64.18,2.65,0.3,258.71,0.134,0.703,0.99,16.05,6.21,71.28,811.65
HN_0023,113.4082,28.7702,2019-03-18,Hunan,419.67,69.3,4.42,1023.06,177.37,72.53,2.54,5.45,276.6,0.259,0.677,0.765,13.89,6.61,73.82,651.0
HN_0024,108.9881,27.8676,2019-03-26,Hunan,415.82,31.88,6.27,1017.49,181.48,73.89,5.43,3.41,256.86,0.166,0.686,0.79,17.62,6.15,66.48,556.74
HN_0025,111.4123,28.2447,2019-03-17,Hunan,415.48,64.48,7.63,995.54,185.09,76.6,-1.97,2.68,253.8,0.203,0.699,0.681,17.18,6.4,70.6,808.6
HN_0026,109.8265,25.7645,2019-03-03,Hunan,413.06,32.19,5.19,1004.82,165.56,72.23,-1.91,2.74,306.56,0.193,0.715,0.998,13.79,9.79,68.43,165.9
HN_0027,111.0619,24.7474,2019-03-27,Hunan,418.54,49.36,5.11,998.78,185.3,65.23,-3.41,0.62,275.63,0.107,0.754,0.738,12.59,7.78,68.75,448.85
HN_0028,112.6527,27.3146,2019-03-13,Hunan,415.63,56.08,6.91,1008.53,185.77,76.92,6.93,-2.29,261.39,0.265,0.774,0.669,12.52,6.27,76.04,698.01
HN_0029,111.3147,27.3118,2019-03-30,Hunan,414.92,61.08,3.78,1013.67,175.36,65.61,2.04,-3.64,273.37,0.261,0.665,0.735,16.5,8.14,70.7,706.09
HN_0030,112.6245,28.0079,2019-03-05,Hunan,417.9,87.45,6.15,1010.2,186.83,64.73,5.52,2.71,275.11,0.295,0.763,0.76,15.07,9.62,66.09,971.33
HN_0031,114.114,27.9202,2019-03-30,Hunan,413.78,65.96,2.12,1012.33,171.49,63.08,8.05,-0.45,277.6,0.256,0.625,0.682,15.88,8.98,73.47,819.52
HN_0032,113.0274,26.7764,2019-03-05,Hunan,415.26,78.6,5.57,1021.25,185.97,65.98,4.65,1.2,293.71,0.162,0.742,0.687,16.98,8.66,75.65,528.45
HN_0033,111.8719,26.6432,2019-03-01,Hunan,415.85,77.92,4.58,1000.64,192.45,78.25,4.18,-1.73,263.73,0.131,0.656,0.95,15.83,9.84,65.33,675.78
HN_0034,109.3991,29.9664,2019-03-16,Hunan,418.36,78.42,4.62,1010.05,186.79,71.56,9.72,0.67,280.41,0.291,0.72,0.915,13.53,8.59,74.61,916.8
