sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.512,26.0205,2019-10-05,Hunan,418.13,48.51,17.67,1016.22,98.84,34.13,2.36,-5.94,157.18,0.291,0.402,0.912,21.02,13.78,45.64,341.19
HN_0001,110.9572,27.3111,2019-10-08,Hunan,414.32,17.12,13.25,1007.14,68.24,41.15,-6.93,-2.82,166.19,0.262,0.439,0.881,24.49,13.51,51.73,143.6
HN_0002,111.8836,26.9675,2019-10-08,Hunan,414.76,60.39,13.81,1024.34,98.01,31.85,-6.53,-5.31,164.62,0.325,0.469,0.933,21.11,11.3,43.94,421.3
HN_0003,110.7404,25.0149,2019-10-30,Hunan,413.16,50.68,12.2,1002.9,78.25,39.42,-3.51,-4.31,160.16,0.382,0.304,0.895,19.87,14.26,48.77,708.81
HN_0004,113.956,28.7235,2019-10-06,Hunan,413.69,44.09,13.0,1013.56,74.3,35.25,0.92,2.73,157.16,0.378,0.418,0.732,20.38,13.75,50.25,997.78
HN_0005,111.7308,26.2591,2019-10-25,Hunan,415.57,40.6,13.13,1005.84,63.16,44.87,-3.05,3.64,166.93,0.321,0.309,0.838,23.94,12.89,42.14,417.55
HN_0006,113.9983,25.2708,2019-10-02,Hunan,413.85,49.79,16.58,998.76,85.96,48.44,-3.42,-2.39,207.29,0.237,0.379,0.84,22.73,13.28,40.17,727.72
HN_0007,110.8878,28.938,2019-10-31,Hunan,418.47,33.83,13.11,1023.37,97.88,46.89,5.73,0.65,184.7,0.244,0.31,0.975,23.26,13.14,45.95,950.7
HN_0008,113.9244,27.395,2019-10-12,Hunan,411.34,61.2,12.03,998.45,80.15,39.23,2.25,5.96,165.26,0.347,0.384,0.94,18.97,11.77,50.02,440.16
HN_0009,110.7787,29.5407,2019-10-01,Hunan,417.1,69.69,14.32,1010.41,75.57,47.3,3.92,5.03,163.39,0.284,0.337,0.906,21.06,11.05,43.47,637.23
HN_0010,111.0422,25.7697,2019-10-26,Hunan,412.32,27.5,13.81,1010.21,93.7,39.08,-8.98,3.47,179.79,0.271,0.373,0.826,24.28,12.04,40.14,529.97
HN_0011,112.6898,29.962,2019-10-17,Hunan,413.98,28.95,14.57,1011.36,73.8,46.41,-9.01,1.72,193.41,0.258,0.327,0.924,21.86,13.83,40.9,953.42
HN_0012,109.6509,24.8985,2019-10-24,Hunan,413.93,22.09,13.99,1015.83,74.0,49.33,-7.29,-4.2,208.49,0.232,0.341,0.989,19.62,10.56,43.03,991.05
HN_0013,111.7989,25.2502,2019-10-01,Hunan,414.45,59.65,17.58,1005.21,60.11,46.45,-8.38,-1.98,172.12,0.272,0.431,0.965,23.94,11.3,49.18,188.1
HN_0014,109.4032,26.9296,2019-10-18,Hunan,411.72,36.48,13.56,1016.81,76.73,36.11,-3.74,-1.44,177.03,0.31,0.343,0.943,24.37,10.44,43.81,951.08
HN_0015,113.1263,29.7733,2019-10-05,Hunan,414.3,11.63,13.7,995.41,76.23,39.21,2.1,-0.48,181.22,0.323,0.312,0.982,21.25,12.67,45.1,208.21
HN_0016,112.1625,26.5695,2019-10-02,Hunan,417.16,42.61,15.04,997.96,87.99,41.82,-9.24,4.14,166.87,0.367,0.31,0.88,21.91,10.39,46.71,357.41
HN_0017,109.5246,27.5336,2019-10-03,Hunan,418.3,11.76,14.04,1003.12,93.41,30.38,-8.56,0.82,174.08,0.377,0.458,0.737,20.4,12.96,40.48,902.82
HN_0018,111.6846,29.4884,2019-10-07,Hunan,417.76,53.8,17.74,995.82,94.54,43.41,-4.21,5.01,153.54,0.324,0.317,0.71,22.88,13.65,50.07,777.8
HN_0019,114.0891,25.6206,2019-10-15,Hunan,411.21,25.32,15.28,1021.68,88.63,31.72,1.03,2.73,202.46,0.339,0.337,0.673,24.29,12.72,45.92,439.13
HN_0020,113.2931,25.9185,2019-10-20,Hunan,412.13,30.24,16.18,1002.61,74.62,38.66,3.13,-4.77,186.05,0.379,0.444,0.814,24.14,13.29,52.9,56.48
HN_0021,109.4449,26.2582,2019-10-19,Hunan,417.02,27.67,13.17,997.25,66.3,34.85,-9.17,-2.7,170.24,0.311,0.32,0.997,19.53,11.25,39.78,590.94
HN_0022,112.7236,27.8029,2019-10-06,Hunan,413.32,19.34,17.1,1007.17,75.16,36.79,-4.75,5.85,178.7,0.338,0.431,0.859,24.26,14.23,52.85,993.82
HN_0023,113.5269,26.9998,2019-10-03,Hunan,412.22,30.28,17.63,1008.39,60.22,45.89,3.4,1.97,159.62,0.387,0.486,0.634,22.89,14.17,39.27,930.78
HN_0024,112.728,26.7144,2019-10-31,Hunan,417.91,62.67,16.47,1021.09,76.15,46.29,1.95,-1.94,178.46,0.426,0.353,0.849,24.09,11.73,47.24,424.47
