sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.7491,29.4643,2018-08-15,Hunan,407.89,31.4,35.0,1023.1,128.67,67.57,-9.54,0.09,254.67,0.521,0.757,0.498,10.01,4.25,83.12,839.15
HN_0001,110.1562,24.8843,2018-08-25,Hunan,401.39,59.81,31.8,1006.03,169.91,94.14,-0.38,-2.25,272.33,0.438,0.794,0.792,10.1,6.37,72.67,293.13
HN_0002,112.0942,27.9615,2018-08-03,Hunan,400.72,31.05,26.36,1003.03,155.27,76.11,-2.92,-0.13,285.24,0.526,0.689,0.462,11.95,6.15,71.72,214.64
HN_0003,110.8263,28.8659,2018-08-03,Hunan,409.15,18.55,33.5,1005.99,172.72,77.79,-1.41,4.0,242.55,0.507,0.785,0.457,8.38,3.35,81.91,253.04
HN_0004,112.8176,25.1095,2018-08-25,Hunan,405.4,17.3,28.49,1007.36,155.26,80.3,-5.59,-0.88,265.4,0.472,0.614,0.524,8.14,6.58,91.39,871.8
HN_0005,113.2762,27.1901,2018-08-17,Hunan,401.91,49.3,28.38,1010.53,168.32,91.01,-6.4,2.42,285.97,0.457,0.667,0.51,11.07,6.96,74.24,598.64
HN_0006,110.4425,24.6842,2018-08-22,Hunan,405.0,52.74,31.86,1003.12,137.08,65.98,-2.01,-0.04,317.32,0.465,0.701,0.644,12.6,6.97,78.62,773.13
HN_0007,109.385,29.3641,2018-08-01,Hunan,402.97,45.32,33.32,1020.07,152.24,81.65,-4.68,5.71,243.89,0.365,0.62,0.446,11.13,4.23,92.44,175.87
HN_0008,112.3897,28.6313,2018-08-09,Hunan,403.96,24.35,34.47,1023.55,152.5,75.82,-0.87,2.81,250.5,0.498,0.791,0.44,10.59,3.36,93.7,629.92
HN_0009,109.346,28.492,2018-08-18,Hunan,406.99,24.33,26.55,997.62,134.31,90.5,-3.39,0.13,306.89,0.304,0.696,0.503,10.6,6.05,65.3,503.26
HN_0010,111.2957,27.065,2018-08-06,Hunan,406.57,62.13,26.95,1012.37,142.24,77.16,2.78,3.63,272.74,0.428,0.785,0.506,11.19,3.61,75.17,131.78
HN_0011,112.8879,27.2288,2018-08-20,Hunan,401.4,52.38,26.21,1010.87,120.21,74.33,-0.6,-1.36,268.71,0.305,0.674,0.67,7.87,3.58,66.82,394.37
HN_0012,113.0118,29.0175,2018-08-26,Hunan,410.48,34.67,28.51,1003.82,142.92,84.1,-0.53,2.75,275.97,0.267,0.781,0.458,8.75,3.91,88.46,381.95
HN_0013,112.9302,26.2879,2018-08-23,Hunan,407.74,44.63,32.39,996.53,165.43,87.4,0.3,5.74,314.65,0.274,0.624,0.621,10.92,4.46,87.97,122.15
HN_0014,110.7929,26.3595,2018-08-12,Hunan,401.92,29.76,25.19,1000.21,171.1,93.61,-3.35,3.77,241.48,0.265,0.686,0.691,12.51,3.74,94.54,403.56
HN_0015,112.9844,24.6251,2018-08-07,Hunan,403.85,22.0,30.25,1020.3,152.24,73.05,-6.57,-5.59,308.64,0.393,0.615,0.475,8.43,3.59,78.42,266.08
HN_0016,109.7742,27.2538,2018-08-08,Hunan,407.36,35.59,29.04,998.37,162.59,77.63,-4.82,-5.88,283.44,0.365,0.673,0.773,8.05,6.35,81.75,335.76
HN_0017,113.4915,27.7332,2018-08-14,Hunan,404.13,47.35,33.07,995.98,151.0,84.74,0.01,2.16,290.67,0.541,0.735,0.752,10.26,5.76,93.0,235.89
HN_0018,111.493,26.5757,2018-08-03,Hunan,405.45,28.47,27.51,1001.14,140.73,77.0,-9.12,2.2,315.51,0.501,0.618,0.644,12.9,5.64,82.62,535.59
