sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,113.0729,29.3677,2017-09-18,Hunan,417.38,16.15,22.65,1005.22,81.49,47.79,3.2,-0.03,202.76,0.287,0.413,0.661,25.87,13.86,47.8,941.65
HN_0001,109.8082,28.0566,2017-09-07,Hunan,415.0,57.96,24.01,1005.82,87.01,46.44,-8.05,4.67,151.34,0.448,0.432,0.983,22.72,13.61,46.76,756.82
HN_0002,111.1538,25.7696,2017-09-01,Hunan,413.17,52.66,24.48,1009.05,94.3,42.68,-8.15,3.16,199.54,0.435,0.487,0.862,20.43,13.09,46.76,960.25
HN_0003,112.5801,26.6955,2017-09-22,Hunan,411.71,60.18,27.15,996.09,98.51,44.67,-4.02,3.43,180.74,0.258,0.339,0.845,24.02,14.64,49.49,752.88
HN_0004,111.7911,25.5487,2017-09-13,Hunan,417.79,58.38,27.85,1013.88,62.96,33.72,1.89,4.6,158.01,0.401,0.306,0.741,21.16,11.26,48.56,468.97
HN_0005,111.055,29.9223,2017-09-16,Hunan,414.6,41.13,22.25,1010.64,91.87,45.03,-6.35,-4.29,164.44,0.416,0.449,0.834,24.93,14.31,52.37,85.5
HN_0006,109.3773,29.9179,2017-09-26,Hunan,412.74,29.45,23.41,1004.97,60.2,42.41,-3.37,0.26,178.6,0.367,0.462,0.905,23.41,12.26,52.11,84.73
HN_0007,109.7373,29.7223,2017-09-23,Hunan,411.63,28.6,23.33,1017.55,74.06,49.9,-0.94,3.46,172.47,0.37,0.346,0.824,20.39,14.45,38.55,273.12
HN_0008,112.7926,27.3714,2017-09-25,Hunan,411.48,65.87,25.51,1024.37,60.8,31.93,5.04,-1.99,155.07,0.425,0.461,0.773,20.89,13.35,39.38,356.23
HN_0009,113.5391,28.5063,2017-09-26,Hunan,412.56,57.48,23.63,1004.01,72.35,35.98,-6.91,2.63,170.45,0.308,0.465,0.811,23.51,13.39,46.9,448.42
HN_0010,112.0306,29.1967,2017-09-22,Hunan,413.42,34.35,25.96,1019.71,86.93,38.78,-8.25,-3.44,203.28,0.394,0.393,0.984,21.82,13.26,45.04,437.81
HN_0011,110.5792,25.415,2017-09-01,Hunan,410.1,32.56,26.11,1024.84,95.0,34.4,-7.4,-0.45,163.31,0.332,0.5,0.948,23.72,12.89,44.62,945.18
HN_0012,109.7072,25.0235,2017-09-11,Hunan,412.86,42.58,27.15,1016.02,80.42,35.18,-0.39,-4.3,180.76,0.395,0.333,0.878,20.89,14.33,50.95,482.16
HN_0013,112.3951,25.0913,2017-09-29,Hunan,412.63,47.92,24.19,998.18,94.74,34.39,-0.15,5.8,165.14,0.347,0.433,0.968,25.24,14.93,46.33,84.8
HN_0014,109.5268,29.6155,2017-09-04,Hunan,411.91,58.75,22.44,1017.05,84.91,49.04,-6.62,3.91,168.33,0.427,0.395,0.644,20.46,11.87,43.1,712.1
HN_0015,110.6962,26.1621,2017-09-16,Hunan,411.52,38.33,22.31,1014.28,84.29,32.69,4.15,-4.81,154.79,0.3,0.492,0.978,20.88,12.61,44.96,673.8
HN_0016,111.781,27.0855,2017-09-02,Hunan,417.63,32.53,26.42,1024.69,94.91,48.79,5.28,4.28,177.22,0.373,0.399,0.902,23.17,14.08,41.97,99.33
HN_0017,113.4341,29.3025,2017-09-15,Hunan,415.91,62.09,26.34,1022.06,65.58,47.56,-8.03,2.78,193.19,0.406,0.323,0.947,20.31,11.56,48.77,985.56
HN_0018,110.412,29.8496,2017-09-16,Hunan,410.32,34.3,24.29,1006.78,86.14,32.9,-1.69,-2.51,172.31,0.373,0.436,0.811,25.32,12.44,49.92,111.82
HN_0019,114.0695,27.1495,2017-09-12,Hunan,416.85,53.79,27.23,997.34,86.99,48.29,-4.52,-5.57,198.55,0.411,0.319,0.712,20.98,12.94,38.01,165.29
HN_0020,110.751,25.811,2017-09-15,Hunan,415.97,25.24,24.59,1007.58,63.93,46.76,5.08,0.34,156.49,0.445,0.3,0.976,23.31,13.06,50.69,978.37
HN_0021,111.3309,28.253,2017-09-04,Hunan,413.92,47.0,27.54,998.49,74.95,41.43,-8.33,2.18,177.99,0.366,0.442,0.832,24.55,12.0,39.8,157.36
HN_0022,111.7055,27.9206,2017-09-21,Hunan,417.24,67.93,26.94,1000.82,70.12,38.27,-1.53,-3.55,152.18,0.344,0.43,0.992,23.61,12.06,48.57,151.49
HN_0023,112.4915,27.0276,2017-09-11,Hunan,411.42,59.0,22.57,1016.75,61.56,47.63,-8.55,0.36,183.47,0.428,0.416,0.679,23.55,12.41,44.17,241.1
HN_0024,112.5838,25.6384,2017-09-18,Hunan,410.85,23.71,26.61,1023.44,84.88,39.95,0.38,-5.69,151.27,0.377,0.48,0.78,23.45,11.5,37.09,477.91
HN_0025,109.7213,25.5877,2017-09-10,Hunan,414.21,22.62,25.87,1000.29,84.03,37.27,-7.97,-3.22,177.93,0.277,0.455,0.665,21.32,11.26,51.83,68.11
HN_0026,112.4467,28.7202,2017-09-16,Hunan,417.52,31.59,25.39,1001.69,81.89,46.75,-8.45,0.25,173.42,0.439,0.365,0.82,24.71,14.56,38.42,755.9
HN_0027,112.9677,28.6101,2017-09-21,Hunan,414.47,29.94,24.47,1021.81,80.75,47.7,-0.56,0.54,208.12,0.266,0.388,0.646,24.55,13.36,42.98,424.66
HN_0028,109.5662,26.0546,2017-09-12,Hunan,410.91,47.05,27.65,999.93,62.68,40.62,3.56,-2.97,170.67,0.37,0.469,0.692,25.49,14.55,49.42,893.23
HN_0029,110.3978,25.4359,2017-09-24,Hunan,414.39,41.93,26.54,1019.02,68.43,31.0,-8.8,4.14,183.18,0.326,0.446,0.944,24.06,11.2,51.51,469.11
HN_0030,111.2307,29.4734,2017-09-12,Hunan,411.82,34.83,25.64,1009.9,81.11,36.1,-1.76,-2.9,197.95,0.446,0.408,0.677,20.16,13.78,42.95,165.48
HN_0031,110.8679,28.057,2017-09-06,Hunan,417.62,16.87,24.98,1008.93,79.52,43.49,-5.24,-0.57,169.92,0.439,0.36,0.701,21.09,12.63,41.32,483.82
HN_0032,109.7799,29.9682,2017-09-09,Hunan,411.56,69.63,24.15,1001.67,81.93,46.85,-9.83,-2.06,179.21,0.439,0.365,0.662,21.42,13.8,37.09,847.45
