sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.5701,29.687,2019-02-05,Hunan,427.89,28.72,7.04,996.33,168.17,24.0,-0.54,3.9,82.53,0.157,0.187,1.301,26.5,14.21,37.13,273.93
HN_0001,111.7089,26.1547,2019-02-08,Hunan,426.98,58.93,6.66,1022.15,174.75,20.25,2.16,-4.02,62.97,0.253,0.208,1.285,25.58,12.13,28.49,340.47
HN_0002,109.4064,25.2937,2019-02-11,Hunan,424.73,68.19,0.65,995.54,148.58,20.31,2.66,-0.9,97.01,0.243,0.245,0.942,22.78,15.5,29.21,981.07
HN_0003,109.6719,29.2154,2019-02-14,Hunan,426.33,79.45,-1.02,1002.35,175.1,16.53,5.89,-3.59,77.84,0.126,0.228,1.266,28.7,12.51,38.35,919.88
HN_0004,111.379,29.1208,2019-02-18,Hunan,424.22,32.14,5.35,1022.93,176.18,19.02,9.6,-3.12,66.45,0.147,0.192,1.324,22.21,15.51,39.9,432.82
HN_0005,110.1838,25.6771,2019-02-28,Hunan,425.1,29.45,8.38,1016.17,162.78,23.98,0.42,2.05,74.97,0.158,0.243,1.044,21.15,11.01,30.58,285.39
HN_0006,109.8,29.3828,2019-02-26,Hunan,421.07,35.15,0.23,1010.99,163.33,23.75,6.36,-2.85,60.47,0.193,0.206,1.206,27.64,11.53,29.09,107.35
HN_0007,109.4761,28.8224,2019-02-11,Hunan,427.95,80.55,9.54,1019.75,172.69,15.83,4.63,1.11,75.24,0.232,0.185,1.495,27.15,14.95,41.72,928.54
HN_0008,109.5921,29.7078,2019-02-13,Hunan,425.32,31.42,9.14,1011.7,152.46,24.68,-6.18,-2.93,78.15,0.166,0.201,1.344,21.01,12.77,40.96,705.58
HN_0009,114.011,29.9004,2019-02-01,Hunan,422.73,62.89,-0.59,1013.49,147.98,18.25,1.04,-3.14,86.82,0.283,0.227,1.203,21.7,12.63,36.12,962.24
HN_0010,111.4468,27.4529,2019-02-02,Hunan,425.11,61.33,8.82,1023.8,154.52,21.48,-4.8,-0.45,96.47,0.278,0.194,1.065,23.1,17.79,33.74,715.69
HN_0011,113.3634,26.8412,2019-02-26,Hunan,422.14,30.98,6.59,1023.25,181.97,18.39,7.58,4.28,77.82,0.114,0.244,1.476,24.37,13.68,30.53,599.44
