sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.7805,29.9144,2020-08-03,Hunan,407.01,35.78,33.8,1004.64,175.04,86.62,-1.86,5.58,245.22,0.28,0.611,0.675,7.06,6.33,92.14,174.18
HN_0001,111.7424,28.7426,2020-08-05,Hunan,409.02,15.94,29.84,1003.75,154.61,73.96,-8.74,-6.0,309.64,0.482,0.741,0.5,12.01,5.48,85.09,207.77
HN_0002,110.5534,26.1391,2020-08-28,Hunan,405.22,61.61,30.84,1003.97,170.02,76.58,3.52,3.65,301.6,0.446,0.694,0.719,7.18,4.08,80.17,194.78
HN_0003,110.475,29.8829,2020-08-03,Hunan,401.79,40.58,34.16,1016.31,131.51,72.49,-7.66,-1.23,258.42,0.536,0.731,0.463,12.04,4.87,81.67,288.0
HN_0004,111.058,27.9338,2020-08-03,Hunan,410.17,25.62,30.53,1010.11,140.83,65.73,-4.0,1.11,288.14,0.361,0.609,0.775,10.35,3.74,67.71,465.27
HN_0005,112.501,28.3173,2020-08-17,Hunan,406.68,21.21,28.74,1021.12,158.15,72.69,0.2,-5.93,244.02,0.497,0.751,0.405,8.53,3.03,78.23,765.55
HN_0006,109.4445,26.1274,2020-08-20,Hunan,402.13,15.69,33.8,1022.38,160.5,93.98,-2.27,1.63,243.56,0.504,0.704,0.588,7.01,6.38,79.01,872.16
HN_0007,110.076,24.6149,2020-08-15,Hunan,411.02,61.91,27.29,1004.0,127.5,66.09,6.02,5.29,318.54,0.42,0.641,0.634,12.55,5.13,79.55,361.98
HN_0008,112.2059,29.7553,2020-08-10,Hunan,409.61,32.09,33.55,1020.28,145.75,93.21,-1.17,-2.81,291.54,0.398,0.658,0.443,7.26,3.72,71.17,986.16
HN_0009,111.3229,29.3121,2020-08-28,Hunan,410.46,19.5,31.93,1008.41,175.2,83.98,2.4,-2.68,298.81,0.432,0.66,0.655,11.85,3.45,92.04,304.89
HN_0010,111.1854,25.6316,2020-08-25,Hunan,404.61,27.38,33.92,1013.86,149.05,85.49,-4.25,3.88,318.85,0.479,0.772,0.467,9.11,6.57,67.31,126.17
HN_0011,110.6315,29.5675,2020-08-28,Hunan,404.92,51.0,32.64,1023.37,151.92,65.96,2.69,2.65,265.58,0.348,0.623,0.693,11.0,5.92,69.92,812.57
