sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.2198,28.2307,2020-09-16,Hunan,413.82,52.68,25.46,1015.59,79.94,36.4,4.01,-3.03,196.31,0.4,0.453,0.931,22.1,13.53,50.02,441.04
HN_0001,112.5249,24.9557,2020-09-22,Hunan,416.46,34.35,26.73,997.75,82.03,48.54,-7.54,-2.6,160.32,0.399,0.453,0.966,21.73,14.61,43.44,571.85
HN_0002,109.695,27.7008,2020-09-16,Hunan,417.5,15.04,23.1,997.7,98.58,48.2,4.88,3.09,150.69,0.278,0.366,0.791,23.29,13.51,40.54,387.74
HN_0003,111.6685,26.5777,2020-09-04,Hunan,415.24,33.45,25.81,1018.61,70.76,41.76,4.57,3.36,183.74,0.303,0.351,0.856,22.24,12.76,37.33,320.86
HN_0004,112.0714,28.5544,2020-09-10,Hunan,412.39,68.06,24.36,1004.97,90.99,31.02,0.35,-1.2,173.89,0.419,0.336,0.791,25.58,12.76,43.85,264.41
HN_0005,113.4348,26.2895,2020-09-11,Hunan,412.09,31.11,23.79,1020.07,78.39,40.95,-7.37,-1.71,150.78,0.276,0.39,0.936,23.18,14.02,41.53,360.81
HN_0006,111.9115,27.6629,2020-09-17,Hunan,416.71,20.47,23.47,1019.28,84.16,38.15,2.63,5.16,155.34,0.281,0.304,0.71,22.53,13.8,38.61,635.41
HN_0007,113.5794,29.2094,2020-09-04,Hunan,418.01,32.4,22.2,996.2,76.1,39.47,-5.99,-5.58,155.4,0.261,0.436,0.651,25.21,14.75,41.52,104.01
HN_0008,112.3265,27.0538,2020-09-11,Hunan,418.27,51.66,24.9,1004.39,92.81,31.44,-5.22,5.61,165.1,0.325,0.489,1.0,21.08,13.57,48.65,724.06
HN_0009,113.2308,29.7057,2020-09-24,Hunan,416.88,42.32,26.72,999.77,81.8,35.43,-7.06,2.63,182.52,0.274,0.394,0.753,24.09,12.84,47.13,309.53
HN_0010,109.6858,29.5607,2020-09-05,Hunan,416.07,68.51,23.95,1003.44,62.65,44.08,-5.68,-4.32,207.3,0.261,0.37,0.913,25.41,11.06,44.23,171.63
HN_0011,112.6646,27.8156,2020-09-24,Hunan,415.1,14.48,24.8,1021.87,69.57,47.3,0.04,-0.43,189.06,0.406,0.408,0.694,22.86,13.62,49.46,594.69
HN_0012,109.3133,27.2419,2020-09-04,Hunan,413.64,56.33,22.9,1009.03,65.76,49.99,-3.79,4.89,198.28,0.297,0.301,0.88,20.75,12.71,47.93,867.34
HN_0013,110.5295,28.7016,2020-09-04,Hunan,415.12,59.81,23.56,1002.19,69.95,48.0,-5.02,-5.58,180.1,0.394,0.463,0.894,24.34,12.9,44.92,53.41
HN_0014,109.9193,25.358,2020-09-26,Hunan,416.34,69.36,24.01,1010.97,86.43,48.77,-0.11,3.46,169.91,0.274,0.452,0.981,22.82,14.22,47.1,849.55
