sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,111.8824,26.4368,2017-10-23,Hunan,410.13,29.22,16.33,999.01,78.64,36.65,-7.46,-4.1,192.08,0.375,0.424,0.86,21.87,11.08,40.63,380.66
HN_0001,113.0115,29.982,2017-10-03,Hunan,411.2,56.03,12.33,1007.04,89.3,37.42,-4.73,-0.26,179.9,0.238,0.327,0.818,21.96,12.06,43.51,98.54
HN_0002,109.1906,29.3894,2017-10-13,Hunan,414.44,70.3,16.69,1022.63,60.44,36.67,-9.05,-5.84,159.47,0.251,0.34,0.668,21.82,14.12,43.96,385.19
HN_0003,110.4807,27.4935,2017-10-16,Hunan,412.32,44.42,14.54,1000.8,98.0,41.26,-3.52,-4.08,209.71,0.287,0.444,0.984,20.32,11.22,50.68,767.6
HN_0004,111.5413,29.3347,2017-10-26,Hunan,412.43,41.09,14.72,1004.69,90.92,40.79,-3.83,4.11,182.84,0.256,0.459,0.876,24.83,13.19,45.26,903.48
HN_0005,110.6466,28.8988,2017-10-10,Hunan,410.12,43.69,17.2,1011.55,99.49,35.81,4.89,-0.96,194.15,0.233,0.38,0.913,23.2,11.52,39.19,807.61
HN_0006,110.2984,28.6935,2017-10-30,Hunan,411.33,27.98,13.31,1003.98,90.9,43.55,5.36,5.22,206.66,0.404,0.35,0.665,20.27,12.39,52.34,755.38
HN_0007,114.0333,27.4774,2017-10-03,Hunan,417.87,49.27,15.98,1002.4,85.43,46.91,0.13,-3.16,198.74,0.258,0.494,0.902,19.25,12.02,45.02,892.63
HN_0008,113.8646,30.0548,2017-10-04,Hunan,411.31,32.07,12.12,1000.69,69.39,39.07,-6.1,5.72,194.04,0.232,0.355,0.971,19.13,12.92,47.34,761.48
HN_0009,111.8816,28.9882,2017-10-29,Hunan,413.22,37.28,15.24,1009.79,79.41,39.08,1.56,-0.0,151.83,0.417,0.38,0.869,23.33,13.39,44.82,795.64
HN_0010,110.3714,26.5439,2017-10-01,Hunan,414.58,65.78,16.6,1011.63,81.05,42.37,2.61,-0.23,193.36,0.386,0.432,0.617,23.81,11.61,40.25,642.57
HN_0011,112.3931,26.6988,2017-10-06,Hunan,414.95,24.54,15.8,1018.56,66.2,42.42,-4.49,-1.45,150.18,0.407,0.38,0.78,19.48,13.06,47.68,498.08
HN_0012,109.3628,25.9104,2017-10-28,Hunan,416.93,14.29,13.91,1004.95,73.67,36.83,-6.72,-0.44,173.31,0.345,0.404,0.71,20.66,12.25,48.27,738.11
HN_0013,111.7876,29.1713,2017-10-30,Hunan,414.59,65.24,16.89,1009.46,76.61,32.82,0.72,5.75,201.15,0.292,0.444,0.694,21.91,12.28,37.71,541.71
HN_0014,109.27,25.4817,2017-10-12,Hunan,410.9,64.24,17.1,1005.32,81.18,44.65,3.95,5.59,194.4,0.247,0.363,0.809,20.24,12.36,49.65,563.75
HN_0015,114.1406,29.6167,2017-10-16,Hunan,410.7,43.69,12.62,1014.54,85.82,30.46,-2.14,-2.77,208.16,0.334,0.364,0.956,23.31,12.21,40.06,84.54
HN_0016,109.0067,26.1811,2017-10-18,Hunan,411.56,65.36,14.88,1024.65,85.22,31.9,0.8,-4.46,200.31,0.391,0.353,0.898,23.3,11.55,46.81,59.89
HN_0017,110.8198,25.4513,2017-10-22,Hunan,414.73,54.2,16.61,1008.54,75.55,42.9,-2.3,5.27,151.47,0.299,0.333,0.691,22.42,13.17,46.07,271.84
HN_0018,113.2355,30.0114,2017-10-10,Hunan,417.68,31.45,15.39,1018.72,99.66,39.32,-6.34,4.72,198.46,0.411,0.31,0.684,20.78,12.75,50.65,808.72
HN_0019,110.5615,28.8512,2017-10-28,Hunan,410.01,46.7,17.27,1000.6,63.27,46.09,1.92,3.91,196.17,0.415,0.359,0.716,23.09,12.44,52.19,505.42
HN_0020,111.5352,26.2991,2017-10-12,Hunan,412.14,26.89,16.48,1023.08,84.47,48.63,-8.67,3.35,176.74,0.252,0.482,0.74,22.66,12.09,38.93,586.47
HN_0021,110.7194,28.5308,2017-10-03,Hunan,415.46,18.74,13.95,1017.25,88.44,34.66,2.37,-5.19,186.96,0.325,0.332,0.97,23.71,13.79,49.7,550.48
HN_0022,113.5437,29.0252,2017-10-24,Hunan,410.42,55.37,12.96,1012.74,78.36,47.3,3.26,-0.21,175.62,0.314,0.417,0.806,22.03,13.46,46.08,916.65
HN_0023,111.8521,29.9228,2017-10-20,Hunan,412.18,29.7,17.26,1016.75,80.28,45.67,-0.31,3.99,158.24,0.332,0.484,0.825,19.93,13.16,40.13,641.6
HN_0024,112.7274,27.1935,2017-10-29,Hunan,410.97,33.56,17.04,1008.49,70.04,46.5,-0.75,-2.65,184.46,0.327,0.45,0.778,24.88,11.29,46.05,339.28
HN_0025,112.6745,29.4857,2017-10-10,Hunan,410.37,49.1,17.1,1017.18,67.63,48.18,5.83,1.88,154.93,0.286,0.324,0.681,23.66,11.21,46.75,651.87
HN_0026,110.0745,28.8552,2017-10-01,Hunan,414.62,68.32,17.81,1003.0,85.35,41.25,-8.9,-4.37,173.04,0.294,0.361,0.674,24.77,13.84,37.81,997.49
HN_0027,108.9459,25.0964,2017-10-24,Hunan,410.88,65.25,14.89,1009.09,74.31,34.9,-0.62,-4.99,201.48,0.375,0.468,0.918,19.07,12.25,44.77,663.98
HN_0028,113.92,29.9394,2017-10-03,Hunan,416.22,32.73,17.62,1024.06,64.51,30.51,-8.29,0.02,160.04,0.23,0.488,0.903,21.07,14.07,40.94,164.45
HN_0029,108.8528,26.3669,2017-10-26,Hunan,411.87,31.91,17.45,1004.52,76.15,32.51,-8.77,1.75,191.32,0.366,0.426,0.835,20.35,14.28,47.07,735.38
HN_0030,111.4022,27.3546,2017-10-30,Hunan,412.05,70.48,17.93,1017.74,86.8,45.56,-1.46,-3.83,179.69,0.331,0.469,0.685,22.51,14.29,43.53,929.93
HN_0031,111.1008,29.8539,2017-10-13,Hunan,413.14,46.3,14.33,1012.37,63.79,49.86,5.03,-2.38,153.16,0.367,0.494,0.888,19.18,12.78,40.25,355.26
HN_0032,112.7461,24.9636,2017-10-25,Hunan,417.2,47.99,12.59,997.21,96.26,39.9,-7.55,1.03,186.0,0.38,0.395,0.722,20.12,14.21,45.55,628.59
HN_0033,109.0778,25.1511,2017-10-08,Hunan,415.66,50.21,13.32,1014.76,67.06,33.56,-1.07,1.0,186.35,0.365,0.486,0.871,20.42,13.0,39.85,916.77
HN_0034,112.0194,24.6651,2017-10-10,Hunan,415.88,34.89,17.65,1003.29,80.06,31.55,5.69,-1.71,176.27,0.294,0.446,1.0,18.99,13.68,46.75,237.55
HN_0035,109.2128,24.9086,2017-10-01,Hunan,412.22,25.4,13.68,1005.97,91.85,32.27,-5.07,1.42,157.0,0.275,0.447,0.671,20.45,10.44,39.59,223.64
HN_0036,111.474,29.8335,2017-10-13,Hunan,415.93,49.57,13.81,1023.61,64.11,41.54,-5.39,5.31,203.63,0.239,0.449,0.996,23.46,10.77,46.73,591.31
HN_0037,110.6432,26.1362,2017-10-26,Hunan,416.58,52.41,14.29,1019.73,82.33,38.58,-3.65,-1.99,174.26,0.311,0.304,0.63,22.94,10.93,38.83,354.77
HN_0038,112.2915,26.8815,2017-10-26,Hunan,413.19,25.27,15.74,1024.24,91.56,42.94,3.26,-5.16,159.21,0.371,0.382,0.956,19.57,11.82,47.53,193.69
HN_0039,111.0159,29.36,2017-10-02,Hunan,411.94,68.84,17.68,1010.92,97.79,43.37,-9.43,-3.75,192.9,0.364,0.322,0.674,24.75,12.73,38.76,458.14
HN_0040,113.2727,28.1281,2017-10-19,Hunan,410.67,55.0,16.9,995.42,80.66,43.33,-8.48,-4.9,197.1,0.378,0.454,0.624,23.04,11.94,40.69,424.65
HN_0041,109.2942,25.2749,2017-10-17,Hunan,412.38,44.68,12.48,1006.42,94.98,47.43,-1.94,3.75,159.59,0.266,0.311,0.904,22.87,13.43,42.09,286.06
HN_0042,111.4888,25.7051,2017-10-01,Hunan,413.24,50.14,13.76,1018.06,80.69,38.08,0.63,-5.36,197.97,0.237,0.439,0.908,19.26,10.51,49.44,380.77
HN_0043,112.89,27.8016,2017-10-25,Hunan,416.33,67.43,12.89,996.29,98.74,43.51,-3.77,2.27,171.58,0.35,0.451,0.84,24.6,10.84,47.26,218.77
HN_0044,110.0171,25.6579,2017-10-11,Hunan,411.32,25.52,16.75,1008.74,78.86,37.38,-3.76,-2.52,165.94,0.414,0.497,0.784,21.64,11.41,47.86,881.91
HN_0045,112.6758,26.5835,2017-10-04,Hunan,415.94,53.22,17.59,999.14,72.38,44.3,-0.91,5.05,175.84,0.274,0.315,0.795,23.72,10.88,50.98,772.85
HN_0046,109.587,28.1859,2017-10-21,Hunan,413.35,43.11,12.4,1019.63,64.98,34.13,-2.03,4.61,174.44,0.356,0.355,0.664,20.53,12.36,52.3,510.67
HN_0047,108.985,26.6749,2017-10-13,Hunan,411.26,18.97,16.63,1024.25,66.96,38.85,-8.79,5.64,189.02,0.398,0.402,0.882,21.78,12.19,46.93,729.61
HN_0048,113.5489,28.4664,2017-10-27,Hunan,411.44,57.25,16.43,1000.8,74.36,33.06,5.95,5.85,156.28,0.379,0.491,0.777,22.71,12.75,37.37,128.54
HN_0049,110.3172,28.1151,2017-10-15,Hunan,415.22,21.52,13.53,1021.1,85.37,46.79,-2.5,2.85,168.11,0.262,0.342,0.97,22.39,11.15,40.13,673.87
HN_0050,112.319,28.8522,2017-10-05,Hunan,415.94,38.57,14.51,998.09,80.35,36.76,-0.39,0.39,208.11,0.321,0.458,0.868,21.94,11.99,42.66,574.57
HN_0051,109.8916,24.6375,2017-10-21,Hunan,413.36,12.0,15.25,1012.99,60.79,38.7,-4.2,-1.4,192.74,0.386,0.493,0.847,23.83,11.49,39.1,546.31
HN_0052,111.4157,28.5341,2017-10-26,Hunan,414.57,36.09,16.39,1001.36,96.48,34.58,-5.7,3.02,194.53,0.301,0.448,0.977,19.94,13.31,47.87,987.25
HN_0053,111.8188,27.5497,2017-10-19,Hunan,414.41,22.03,12.9,995.99,77.2,37.51,-3.36,-4.98,157.07,0.388,0.356,0.682,18.99,13.9,40.34,607.73
HN_0054,110.8814,28.4637,2017-10-12,Hunan,414.24,66.32,13.61,1020.36,74.37,49.11,-6.8,0.29,186.21,0.363,0.376,0.738,23.05,13.51,43.04,388.78
HN_0055,112.5033,25.5377,2017-10-18,Hunan,414.26,15.18,15.68,1015.89,82.03,48.09,4.44,-0.1,173.81,0.267,0.414,0.64,23.0,10.56,49.64,693.37
HN_0056,110.0266,29.7989,2017-10-05,Hunan,415.14,47.63,12.12,1020.5,72.29,39.88,6.02,0.98,171.5,0.374,0.477,0.869,23.24,13.06,43.93,580.88
HN_0057,109.8028,27.9466,2017-10-23,Hunan,411.46,59.56,12.52,997.06,74.85,39.2,2.51,0.94,170.35,0.299,0.374,0.694,20.29,13.75,52.43,139.46
HN_0058,112.5223,24.6248,2017-10-22,Hunan,417.65,69.71,14.86,996.66,88.51,32.67,1.97,2.34,187.93,0.35,0.314,0.693,24.0,12.31,49.43,124.99
HN_0059,112.8454,27.9513,2017-10-01,Hunan,415.47,57.51,14.99,1009.81,90.86,40.89,0.97,4.15,204.3,0.423,0.386,0.645,21.66,13.56,48.36,266.03
HN_0060,109.1117,26.3922,2017-10-14,Hunan,417.55,50.92,12.45,1022.4,85.22,36.47,3.08,5.1,174.59,0.335,0.424,0.665,19.35,14.3,38.05,659.47
HN_0061,112.1384,26.8895,2017-10-08,Hunan,410.55,40.87,12.38,1007.12,83.14,43.1,-3.26,2.86,202.55,0.287,0.308,0.699,21.75,10.87,46.25,642.25
HN_0062,112.7674,25.0021,2017-10-15,Hunan,413.04,55.62,15.95,1021.5,68.56,48.12,-4.28,-0.15,177.6,0.361,0.385,0.767,20.89,11.38,45.0,349.56
HN_0063,113.9123,26.6021,2017-10-10,Hunan,411.05,43.91,13.04,1019.95,73.68,46.81,1.49,-4.77,176.51,0.395,0.384,0.722,19.98,13.63,52.56,288.21
HN_0064,113.2359,28.4873,2017-10-03,Hunan,414.15,50.05,14.67,997.83,87.58,31.23,4.71,-1.59,208.43,0.292,0.427,0.929,22.71,11.91,48.29,834.69
HN_0065,109.5575,29.3944,2017-10-09,Hunan,413.27,55.77,13.06,1014.45,71.1,33.58,-2.62,3.8,176.12,0.252,0.471,0.68,20.66,12.83,50.61,948.33
HN_0066,110.0268,25.4313,2017-10-12,Hunan,415.28,54.17,14.46,1021.43,72.87,46.93,-4.93,3.53,151.66,0.283,0.491,0.798,22.83,11.99,49.4,996.28
HN_0067,110.7952,29.0747,2017-10-01,Hunan,417.42,61.3,17.04,1012.37,85.04,31.91,-4.72,1.39,197.53,0.238,0.478,0.739,24.0,11.88,39.94,682.89
HN_0068,112.2119,29.1603,2017-10-24,Hunan,417.5,61.3,14.37,999.97,88.62,48.64,-7.71,-1.16,163.16,0.401,0.358,0.888,19.5,14.14,51.09,717.1
HN_0069,110.9593,25.9546,2017-10-15,Hunan,412.77,31.55,12.61,1006.1,61.28,38.62,5.95,-4.79,203.4,0.24,0.445,0.966,24.48,11.2,44.08,218.8
HN_0070,109.7095,26.2276,2017-10-03,Hunan,415.22,11.73,13.62,1003.31,98.47,41.95,0.64,-5.29,196.99,0.407,0.429,0.823,21.69,14.18,44.75,739.28
HN_0071,109.6321,24.8715,2017-10-02,Hunan,414.1,65.57,12.63,1015.77,70.19,48.24,-3.5,-5.81,188.6,0.264,0.474,0.676,20.36,12.92,50.36,67.61
HN_0072,111.1819,25.3647,2017-10-11,Hunan,417.05,25.82,15.7,998.04,63.24,40.88,-1.75,-2.34,153.93,0.253,0.404,0.602,20.32,10.93,40.38,887.49
HN_0073,111.069,27.722,2017-10-28,Hunan,410.34,61.63,17.51,1003.56,84.52,44.09,-8.31,-3.38,170.48,0.351,0.363,0.774,19.4,11.45,52.42,892.99
HN_0074,112.8417,25.2838,2017-10-06,Hunan,411.22,48.61,14.4,1007.48,80.3,44.51,0.89,1.43,184.8,0.364,0.41,0.904,19.67,11.3,48.62,368.6
HN_0075,110.0203,27.6289,2017-10-02,Hunan,415.45,34.51,16.47,1000.12,85.98,39.05,-7.42,2.08,194.27,0.422,0.495,0.863,22.14,12.99,44.21,433.45
HN_0076,109.3146,29.4811,2017-10-26,Hunan,410.45,71.02,16.52,997.44,95.97,38.25,-2.23,-2.35,164.1,0.369,0.319,0.783,19.72,11.28,40.95,205.4
HN_0077,112.3246,28.9193,2017-10-01,Hunan,410.19,17.19,15.24,1010.61,66.62,34.47,-3.9,-1.23,197.01,0.349,0.355,0.896,22.99,12.85,48.17,469.12
HN_0078,113.8749,28.5353,2017-10-06,Hunan,412.38,65.29,16.24,1010.23,78.83,44.58,-9.25,3.25,190.2,0.423,0.455,0.704,20.96,11.98,48.97,159.35
HN_0079,111.4477,28.2218,2017-10-12,Hunan,413.37,28.74,17.97,1011.77,81.02,38.55,2.64,-4.67,199.06,0.27,0.492,0.918,23.27,13.75,44.91,762.01
HN_0080,114.0458,28.1128,2017-10-06,Hunan,411.8,61.51,16.68,1002.17,75.16,38.3,-2.48,-0.78,155.12,0.302,0.338,0.778,24.28,11.58,43.23,374.62
HN_0081,110.4217,26.811,2017-10-05,Hunan,417.14,42.5,13.09,1008.15,72.96,31.39,-5.73,-0.42,166.73,0.322,0.318,0.857,19.3,13.86,49.05,128.19
HN_0082,113.1175,28.4785,2017-10-18,Hunan,413.19,35.43,12.46,1013.25,67.17,39.91,-5.87,2.75,157.86,0.35,0.4,0.832,19.71,12.53,46.17,452.31
HN_0083,114.1413,26.3134,2017-10-21,Hunan,412.35,50.18,14.91,995.21,80.38,43.51,-0.36,5.63,179.4,0.281,0.349,0.912,19.8,11.95,46.58,809.71
HN_0084,110.8867,28.0253,2017-10-23,Hunan,411.43,21.94,14.45,1000.26,67.63,38.8,-0.36,-1.27,165.21,0.245,0.446,0.857,22.95,11.9,51.1,178.49
HN_0085,113.048,25.2903,2017-10-26,Hunan,415.9,46.71,15.66,1021.34,78.66,35.73,-4.68,5.45,152.26,0.333,0.455,0.911,24.43,13.92,52.78,321.78
