sample_id,lon,lat,date,province,XCO2,NTL,TEM,SP,PRE,ET,UW,VW,DSR,AOD,NDVI,CO,NO2,SO2,O3,DEM
HN_0000,110.4199,27.977,2019-07-27,Hunan,402.02,39.83,27.98,1013.77,145.27,73.37,2.63,4.24,271.71,0.486,0.794,0.459,7.43,3.28,82.31,60.51
HN_0001,111.7934,26.423,2019-07-05,Hunan,404.11,62.07,30.68,1004.8,158.52,70.56,0.44,-4.95,262.2,0.383,0.677,0.762,7.95,5.79,65.12,138.82
HN_0002,112.3468,29.3712,2019-07-07,Hunan,405.93,36.12,34.29,1008.04,130.5,82.58,-4.38,3.41,310.68,0.258,0.794,0.563,12.48,6.23,83.2,222.78
HN_0003,114.0036,28.7287,2019-07-21,Hunan,404.03,50.37,28.25,1007.64,145.6,86.53,-0.52,1.95,303.86,0.364,0.751,0.545,10.66,3.59,74.44,390.0
HN_0004,110.7929,29.611,2019-07-20,Hunan,410.98,25.63,34.03,1011.3,137.06,75.66,-3.83,0.44,317.33,0.549,0.66,0.694,10.5,4.78,90.15,480.63
HN_0005,114.0677,27.7666,2019-07-01,Hunan,408.44,67.56,32.09,1020.69,173.77,74.11,-5.33,-4.2,314.24,0.328,0.635,0.603,10.96,5.96,77.54,420.65
HN_0006,112.4712,27.588,2019-07-30,Hunan,402.83,38.86,31.97,1008.83,140.76,86.02,-5.54,1.26,292.31,0.445,0.642,0.754,9.45,5.13,86.81,650.76
HN_0007,109.6491,27.766,2019-07-18,Hunan,410.71,56.78,31.56,997.37,127.23,75.62,-7.79,3.33,254.26,0.263,0.617,0.78,7.95,5.53,68.52,474.01
HN_0008,111.8115,24.9135,2019-07-31,Hunan,409.83,45.97,33.36,1011.33,175.26,92.43,-0.63,3.2,282.84,0.392,0.769,0.538,12.01,6.2,73.82,408.11
HN_0009,109.3503,29.9162,2019-07-13,Hunan,408.72,25.75,34.6,1001.8,137.66,79.71,-0.2,-1.27,290.29,0.534,0.617,0.642,9.89,3.32,78.71,527.38
HN_0010,109.9783,26.0243,2019-07-20,Hunan,410.43,73.36,30.68,998.59,177.57,93.69,3.76,2.9,296.19,0.29,0.642,0.404,9.71,3.23,78.35,186.23
HN_0011,111.2142,28.1849,2019-07-01,Hunan,406.58,74.82,32.16,1010.94,152.34,65.78,-7.57,-2.03,256.5,0.448,0.668,0.542,9.6,6.67,68.01,218.56
HN_0012,109.6383,27.1479,2019-07-28,Hunan,404.73,69.95,32.37,1015.59,128.25,79.91,3.22,-5.04,249.54,0.307,0.758,0.533,8.99,5.93,65.44,347.23
HN_0013,113.8958,27.9985,2019-07-10,Hunan,404.81,23.96,26.37,998.51,156.47,74.72,0.27,0.28,300.8,0.284,0.652,0.766,9.19,5.18,68.8,968.31
HN_0014,109.3235,25.2432,2019-07-09,Hunan,409.2,68.78,26.31,1010.96,165.23,79.11,-5.85,-3.67,295.74,0.473,0.636,0.507,7.62,4.25,69.68,706.48
HN_0015,112.7925,25.8834,2019-07-31,Hunan,410.42,65.92,28.99,1008.38,171.6,72.96,-4.85,-4.32,294.7,0.42,0.627,0.505,9.17,4.12,83.79,651.93
HN_0016,109.8756,29.0238,2019-07-06,Hunan,404.18,19.8,29.92,1005.48,129.39,75.85,-0.67,5.95,247.55,0.421,0.772,0.608,9.85,4.5,75.9,448.85
HN_0017,109.6717,29.5073,2019-07-24,Hunan,410.65,73.89,26.33,1011.79,153.2,68.97,-0.27,-2.96,304.44,0.278,0.615,0.649,12.21,5.92,73.73,399.97
HN_0018,113.3791,29.9967,2019-07-09,Hunan,410.3,15.92,33.66,1014.83,124.58,81.2,5.45,1.01,290.31,0.304,0.674,0.481,9.8,5.54,93.49,709.18
HN_0019,113.7364,28.0277,2019-07-30,Hunan,405.23,74.03,33.84,1024.4,148.01,79.4,-5.87,-2.42,262.37,0.467,0.736,0.644,10.44,7.0,70.92,656.4
HN_0020,110.9448,26.7213,2019-07-24,Hunan,404.15,17.77,30.63,1010.31,129.05,74.2,-7.93,2.25,308.74,0.399,0.734,0.562,10.7,4.24,76.02,531.26
HN_0021,110.5634,28.2907,2019-07-07,Hunan,405.87,69.38,31.35,1024.17,156.2,83.3,-1.7,4.28,275.65,0.514,0.73,0.757,10.0,5.57,94.86,241.47
HN_0022,109.8803,28.5983,2019-07-02,Hunan,405.56,68.43,26.28,1024.96,142.43,85.93,6.35,-4.26,262.98,0.436,0.652,0.527,12.52,4.16,69.2,907.54
HN_0023,109.2639,29.6289,2019-07-07,Hunan,407.03,20.2,26.92,1019.19,149.42,80.02,-4.61,-3.02,305.57,0.484,0.648,0.46,12.36,4.46,67.12,866.77
HN_0024,112.3598,25.783,2019-07-18,Hunan,409.54,28.09,34.72,1002.21,166.83,84.46,2.49,0.23,285.64,0.529,0.781,0.438,8.5,5.39,78.22,570.23
HN_0025,111.7399,28.5032,2019-07-30,Hunan,402.95,69.71,27.99,1020.47,172.44,87.51,2.15,-5.25,300.45,0.32,0.652,0.686,9.29,6.26,91.43,341.04
HN_0026,112.2243,29.4389,2019-07-30,Hunan,410.38,65.04,25.64,999.45,174.17,70.29,-6.79,2.83,245.11,0.322,0.68,0.543,7.92,6.5,69.45,423.06
HN_0027,109.182,29.9381,2019-07-03,Hunan,410.16,67.02,25.56,996.18,161.77,79.56,5.36,-2.42,301.15,0.379,0.68,0.504,10.32,4.72,94.03,364.89
HN_0028,112.2173,29.4602,2019-07-26,Hunan,408.08,72.55,27.01,1024.26,177.56,91.77,-7.04,3.8,271.97,0.278,0.647,0.698,10.31,4.61,72.13,496.89
HN_0029,112.3595,24.8471,2019-07-06,Hunan,403.64,48.93,25.68,1012.38,148.62,78.03,3.63,4.29,290.46,0.452,0.71,0.545,12.13,4.41,74.04,677.6
HN_0030,112.6497,29.7828,2019-07-14,Hunan,408.71,32.92,26.53,1000.0,135.55,87.17,-0.9,-0.37,304.68,0.34,0.718,0.727,10.57,4.5,88.51,736.16
HN_0031,109.8596,27.8236,2019-07-14,Hunan,401.16,34.94,33.05,1008.3,170.56,83.42,1.13,3.25,286.08,0.453,0.636,0.764,7.63,3.45,69.03,574.06
HN_0032,109.2758,26.0402,2019-07-02,Hunan,409.25,27.78,31.7,1009.57,169.68,66.98,-3.33,-1.23,288.64,0.472,0.637,0.636,7.79,5.81,73.64,970.29
HN_0033,112.8952,26.0612,2019-07-23,Hunan,402.6,44.1,27.73,1013.34,135.38,86.14,2.46,-1.75,310.95,0.41,0.617,0.521,10.25,5.27,68.14,127.37
HN_0034,110.6415,28.8958,2019-07-18,Hunan,406.27,71.72,26.05,1001.07,122.24,73.46,-5.33,0.02,279.91,0.512,0.613,0.547,12.83,6.12,87.07,274.18
HN_0035,108.9588,26.2254,2019-07-04,Hunan,403.13,47.77,30.3,1015.96,154.41,71.42,6.79,2.83,277.22,0.275,0.745,0.766,11.55,3.35,79.08,682.66
HN_0036,113.8851,25.1303,2019-07-28,Hunan,409.18,34.42,29.95,1001.12,175.34,85.34,6.43,4.39,255.85,0.263,0.757,0.745,12.64,5.71,74.86,883.74
HN_0037,113.7211,25.8216,2019-07-11,Hunan,409.4,61.68,30.08,1005.96,177.89,94.16,-7.04,3.15,305.97,0.474,0.793,0.635,7.37,5.57,88.41,285.61
HN_0038,109.2799,29.272,2019-07-02,Hunan,403.85,72.29,30.44,997.91,145.39,79.25,2.65,5.39,249.2,0.48,0.669,0.612,9.94,3.65,79.0,949.64
HN_0039,113.8611,28.9889,2019-07-19,Hunan,406.04,58.86,26.35,1013.77,157.09,67.23,2.86,4.57,281.41,0.533,0.722,0.572,10.67,4.33,76.87,448.17
